motif,n_target,n_bg,OR,p,fdr,tf
Hsapiens-jaspar2016-FOXO6-MA0849.1,13,471,0.988877648722355,1,1,FOXO6
Hsapiens-jaspar2016-FOXP3-MA0850.1,13,471,0.988877648722355,1,1,FOXP3
Hsapiens-jaspar2018-FOXI1-MA0042.2,13,471,0.988877648722355,1,1,FOXI1
Hsapiens-jaspar2018-FOXL1-MA0033.2,13,471,0.988877648722355,1,1,FOXL1
Hsapiens-jaspar2018-FOXD2-MA0847.1,13,471,0.988877648722355,1,1,FOXD2
Hsapiens-jaspar2018-FOXO4-MA0848.1,13,471,0.988877648722355,1,1,FOXO4
Hsapiens-jaspar2018-FOXO6-MA0849.1,13,471,0.988877648722355,1,1,FOXO6
Hsapiens-jaspar2018-FOXP3-MA0850.1,13,471,0.988877648722355,1,1,FOXP3
Hsapiens-jaspar2022-FOXI1-MA0042.2,13,471,0.988877648722355,1,1,FOXI1
Hsapiens-jaspar2022-FOXL1-MA0033.2,13,471,0.988877648722355,1,1,FOXL1
Hsapiens-jaspar2022-FOXO4-MA0848.1,13,471,0.988877648722355,1,1,FOXO4
Hsapiens-jaspar2022-FOXO6-MA0849.1,13,471,0.988877648722355,1,1,FOXO6
Hsapiens-jaspar2022-FOXP3-MA0850.1,13,471,0.988877648722355,1,1,FOXP3
Hsapiens-jaspar2024-FOXI1-MA0042.2,13,471,0.988877648722355,1,1,FOXI1
Hsapiens-jaspar2024-FOXL1-MA0033.2,13,471,0.988877648722355,1,1,FOXL1
Hsapiens-jaspar2024-FOXO4-MA0848.1,13,471,0.988877648722355,1,1,FOXO4
Hsapiens-jaspar2024-FOXO6-MA0849.1,13,471,0.988877648722355,1,1,FOXO6
Hsapiens-jaspar2024-FOXP3-MA0850.1,13,471,0.988877648722355,1,1,FOXP3
Hsapiens-jaspar2024-FOXP4-MA2117.1,13,471,0.988877648722355,1,1,FOXP4
Hsapiens-jaspar2024-E2F8-MA0865.3,13,471,0.988877648722355,1,1,E2F8
Hsapiens-jaspar2024-FOXA3-MA1683.2,13,471,0.988877648722355,1,1,FOXA3
Hsapiens-jaspar2024-FOXD1-MA0031.2,13,471,0.988877648722355,1,1,FOXD1
Hsapiens-jaspar2024-FOXK1-MA0852.3,13,471,0.988877648722355,1,1,FOXK1
Hsapiens-jaspar2024-FOXK2-MA1103.3,13,471,0.988877648722355,1,1,FOXK2
Hsapiens-jaspar2024-FOXP1-MA0481.4,13,471,0.988877648722355,1,1,FOXP1
Hsapiens-jolma2013-FOXD2-2,13,471,0.988877648722355,1,1,FOXD2
Hsapiens-jolma2013-FOXD3-2,13,471,0.988877648722355,1,1,FOXD3
Hsapiens-jolma2013-FOXI1,13,471,0.988877648722355,1,1,FOXI1
Hsapiens-jolma2013-FOXL1,13,471,0.988877648722355,1,1,FOXL1
Hsapiens-jolma2013-FOXO4-2,13,471,0.988877648722355,1,1,FOXO4
Hsapiens-jolma2013-FOXO6-2,13,471,0.988877648722355,1,1,FOXO6
Hsapiens-jolma2013-FOXP3,13,471,0.988877648722355,1,1,FOXP3
Hsapiens-SwissRegulon-FOXD2.SwissRegulon,13,471,0.988877648722355,1,1,FOXD2
Hsapiens-SwissRegulon-FOXG1.SwissRegulon,13,471,0.988877648722355,1,1,FOXG1
Hsapiens-SwissRegulon-FOXK1.SwissRegulon,13,471,0.988877648722355,1,1,FOXK1
Hsapiens-SwissRegulon-FOXO6.SwissRegulon,13,471,0.988877648722355,1,1,FOXO6
Hsapiens-SwissRegulon-FOXP3.SwissRegulon,13,471,0.988877648722355,1,1,FOXP3
Hsapiens-SwissRegulon-NFATC1.SwissRegulon,29,1050,0.988705629818808,1,1,NFATC1
Hsapiens-HOCOMOCOv13-TPRX1.H13CORE.0.PSGIB.A,8,290,0.988593041759128,1,1,TPRX1
Hsapiens-HOCOMOCOv11-core-A-SNAI2_HUMAN.H11MO.0.A,17,616,0.988526776266541,1,1,SNAI2
Hsapiens-jaspar2024-ASCL1-MA1631.2,17,616,0.988526776266541,1,1,ASCL1
Hsapiens-HOCOMOCOv11-secondary-D-ASCL2_HUMAN.H11MO.0.D,22,797,0.988482993343873,1,1,ASCL2
Hsapiens-jolma2013-ZBTB49,12,435,0.988375737425192,1,1,ZBTB49
Hsapiens-SwissRegulon-PAX6.SwissRegulon,12,435,0.988375737425192,1,1,PAX6
Hsapiens-SwissRegulon-ZBTB49.SwissRegulon,12,435,0.988375737425192,1,1,ZBTB49
Hsapiens-jaspar2022-PHOX2B-MA0681.2,50,1809,0.988275233275385,1,1,PHOX2B
Hsapiens-jaspar2016-REST-MA0138.1,25,906,0.987915895545913,1,1,REST
Hsapiens-jaspar2018-REST-MA0138.1,25,906,0.987915895545913,1,1,REST
Hsapiens-jaspar2022-THAP1-MA0597.2,25,906,0.987915895545913,1,1,THAP1
Hsapiens-HOCOMOCOv13-HMG20A.H13CORE.0.SB.A,11,399,0.987778929056234,1,1,HMG20A
Hsapiens-jaspar2022-NR1D2-MA1532.2,11,399,0.987778929056234,1,1,NR1D2
Hsapiens-jaspar2024-NR1D2-MA1532.2,11,399,0.987778929056234,1,1,NR1D2
Hsapiens-jaspar2024-TFAP4::ETV1-MA1966.2,24,870,0.987670997576193,1,1,TFAP4::ETV1
Hsapiens-jolma2013-E2F4-2,7,254,0.987641097900152,1,1,E2F4
Hsapiens-hPDI-DR-1,67,2423,0.987607455714195,1,1,NA
Hsapiens-HOCOMOCOv13-TBX20.H13CORE.2.SM.B,19,689,0.987582391686095,1,1,TBX20
Hsapiens-HOCOMOCOv13-ZNF10.H13CORE.0.P.C,28,1015,0.987416637476607,1,1,ZNF10
Hsapiens-HOCOMOCOv13-MAFK.H13CORE.0.PS.A,14,508,0.987225107331316,1,1,MAFK
Hsapiens-HOCOMOCOv10-ID4_HUMAN.H10MO.D,14,508,0.987225107331316,1,1,ID4
Hsapiens-HOCOMOCOv10-LHX4_HUMAN.H10MO.D,14,508,0.987225107331316,1,1,LHX4
Hsapiens-HOCOMOCOv11-secondary-D-ID4_HUMAN.H11MO.0.D,14,508,0.987225107331316,1,1,ID4
Hsapiens-HOCOMOCOv11-secondary-D-LHX4_HUMAN.H11MO.0.D,14,508,0.987225107331316,1,1,LHX4
Hsapiens-SwissRegulon-STAT4.SwissRegulon,27,979,0.987193701903828,1,1,STAT4
Hsapiens-cisbp_1.02-M5630_1.02,10,363,0.987059057151234,1,1,MGA
Hsapiens-jaspar2024-FIGLA-MA0820.2,81,2930,0.986008161367601,0.94387071037259,1,FIGLA
Hsapiens-jaspar2024-ZEB1-MA0103.4,81,2930,0.986008161367601,0.94387071037259,1,ZEB1
Hsapiens-HOCOMOCOv13-BATF.H13CORE.0.P.B,12,436,0.985978024291949,1,1,BATF
Hsapiens-hPDI-YWHAZ,65,2354,0.985782507615481,1,1,YWHAZ
Hsapiens-HOCOMOCOv10-TEF_HUMAN.H10MO.D,15,545,0.985774757002334,1,1,TEF
Hsapiens-HOCOMOCOv11-secondary-D-TEF_HUMAN.H11MO.0.D,15,545,0.985774757002334,1,1,TEF
Hsapiens-jaspar2016-POU4F2-MA0683.1,28,1017,0.985191072266376,1,1,POU4F2
Hsapiens-jaspar2018-POU4F2-MA0683.1,28,1017,0.985191072266376,1,1,POU4F2
Hsapiens-jaspar2022-POU4F2-MA0683.1,28,1017,0.985191072266376,1,1,POU4F2
Hsapiens-jolma2013-POU4F2-2,28,1017,0.985191072266376,1,1,POU4F2
Hsapiens-jaspar2024-ETV2::DRGX-MA1940.2,11,400,0.985179440439178,1,1,ETV2::DRGX
Hsapiens-cisbp_1.02-M5919_1.02,14,509,0.985153552261045,1,1,TFAP2B
Hsapiens-jaspar2016-TFAP2B(var.3)-MA0813.1,14,509,0.985153552261045,1,1,TFAP2B(var.3)
Hsapiens-jaspar2018-TFAP2B(var.3)-MA0813.1,14,509,0.985153552261045,1,1,TFAP2B(var.3)
Hsapiens-jaspar2022-TFAP2B-MA0813.1,14,509,0.985153552261045,1,1,TFAP2B
Hsapiens-jaspar2024-TFAP2B-MA0813.1,14,509,0.985153552261045,1,1,TFAP2B
Hsapiens-jolma2013-TFAP2B-3,14,509,0.985153552261045,1,1,TFAP2B
Hsapiens-SwissRegulon-TFAP2B.SwissRegulon,14,509,0.985153552261045,1,1,TFAP2B
Hsapiens-jaspar2022-TBX18-MA1565.1,24,872,0.985127859032175,1,1,TBX18
Hsapiens-SwissRegulon-FOXO1.SwissRegulon,17,618,0.985059629443566,1,1,FOXO1
Hsapiens-jolma2013-SOX7-2,20,727,0.98492533841082,1,1,SOX7
Hsapiens-jolma2013-PRDM1,35,1271,0.984866659752367,1,1,PRDM1
Hsapiens-HOCOMOCOv13-OLIG3.H13CORE.0.SM.B,5,182,0.984581772760361,1,1,OLIG3
Hsapiens-HOCOMOCOv13-ZSA5A.H13CORE.0.SM.B,19,691,0.984453357019099,1,1,ZSA5A
Hsapiens-jolma2013-HNF4A-2,13,473,0.984433822256568,1,1,HNF4A
Hsapiens-jolma2013-MGA-3,10,364,0.984218089207757,1,1,MGA
Hsapiens-HOCOMOCOv11-core-C-PRDM6_HUMAN.H11MO.0.C,76,2754,0.983825874935402,0.943062932010253,1,PRDM6
Hsapiens-HOCOMOCOv13-Z354A.H13CORE.0.P.B,38,1381,0.983707714062838,1,1,Z354A
Hsapiens-HOCOMOCOv13-ZNF551.H13CORE.0.PSG.A,12,437,0.983591278908042,1,1,ZNF551
Hsapiens-SwissRegulon-EBF1.SwissRegulon,17,619,0.983334449210408,1,1,EBF1
Hsapiens-jolma2013-DLX1,9,328,0.983040451618922,1,1,DLX1
Hsapiens-HOCOMOCOv13-ZN554.H13CORE.1.P.C,22,801,0.982997849230965,1,1,ZN554
Hsapiens-cisbp_1.02-M4480_1.02,16,583,0.982666023127222,1,1,USF1
Hsapiens-jolma2013-RARG-2,11,401,0.982592910939936,1,1,RARG
Hsapiens-hPDI-BAD,180,6475,0.982240571866155,0.930377706070012,1,BAD
Hsapiens-hPDI-RBM35B,25,911,0.981797571095839,1,1,ESRP2
Hsapiens-HOCOMOCOv13-MYBA.H13CORE.1.PS.A,8,292,0.981566614136942,1,1,MYBA
Hsapiens-jaspar2022-ZFP57-MA1583.1,8,292,0.981566614136942,1,1,ZFP57
Hsapiens-SwissRegulon-DLX2.SwissRegulon,8,292,0.981566614136942,1,1,DLX2
Hsapiens-HOCOMOCOv13-TAL1.H13CORE.1.P.B,33,1202,0.981526211501336,1,1,TAL1
Hsapiens-jolma2013-POU3F4-2,21,766,0.981082011911737,1,1,POU3F4
Hsapiens-SwissRegulon-POU3F4.SwissRegulon,21,766,0.981082011911737,1,1,POU3F4
Hsapiens-HOCOMOCOv11-secondary-B-PTF1A_HUMAN.H11MO.1.B,23,839,0.98082951847991,1,1,PTF1A
Hsapiens-jolma2013-HOXD11-2,23,839,0.98082951847991,1,1,HOXD11
Hsapiens-SwissRegulon-HOXD11.SwissRegulon,23,839,0.98082951847991,1,1,HOXD11
Hsapiens-SwissRegulon-FOXJ3.SwissRegulon,28,1021,0.98076600966118,1,1,FOXJ3
Hsapiens-jolma2013-ESRRA,13,475,0.980027394935007,1,1,ESRRA
Hsapiens-cisbp_1.02-M1925_1.02,15,548,0.979982049173998,1,1,CEBPA
Hsapiens-cisbp_1.02-M4573_1.02,15,548,0.979982049173998,1,1,MAFK
Hsapiens-SwissRegulon-USF1.SwissRegulon,15,548,0.979982049173998,1,1,USF1
Hsapiens-HOCOMOCOv13-GCR.H13CORE.1.S.B,9,329,0.979924404820304,1,1,GCR
Hsapiens-jaspar2016-RUNX3-MA0684.1,9,329,0.979924404820304,1,1,RUNX3
Hsapiens-jaspar2018-RUNX3-MA0684.1,9,329,0.979924404820304,1,1,RUNX3
Hsapiens-jolma2013-RUNX3-4,9,329,0.979924404820304,1,1,RUNX3
Hsapiens-jolma2013-POU2F3,19,694,0.97979357581795,1,1,POU2F3
Hsapiens-jaspar2022-HOXA6-MA1497.1,7,256,0.979671709999686,1,1,HOXA6
Hsapiens-jaspar2024-JUND-MA0492.2,20,731,0.978994535414405,1,1,JUND
Hsapiens-HOCOMOCOv13-ARI1A.H13CORE.0.P.C,31,1132,0.978841066946176,1,1,ARI1A
Hsapiens-jaspar2016-NR2F1-MA0017.2,21,768,0.978255209616359,1,1,NR2F1
Hsapiens-jaspar2018-NR2F1-MA0017.2,21,768,0.978255209616359,1,1,NR2F1
Hsapiens-jaspar2022-NR2F1-MA0017.2,21,768,0.978255209616359,1,1,NR2F1
Hsapiens-jolma2013-NR2F1-4,21,768,0.978255209616359,1,1,NR2F1
Hsapiens-HOCOMOCOv13-ZN276.H13CORE.0.SM.B,17,622,0.978192157553782,1,1,ZN276
Hsapiens-HOCOMOCOv13-MBD1.H13CORE.0.PSIB.A,8,293,0.978089361103991,1,1,MBD1
Hsapiens-jaspar2024-ZNF341-MA1655.2,8,293,0.978089361103991,1,1,ZNF341
Hsapiens-SwissRegulon-ZIC3.SwissRegulon,15,549,0.978065203928691,1,1,ZIC3
Hsapiens-HOCOMOCOv10-TLX1_HUMAN.H10MO.D,13,476,0.977838058701295,1,1,TLX1
Hsapiens-HOCOMOCOv11-secondary-D-TLX1_HUMAN.H11MO.0.D,13,476,0.977838058701295,1,1,TLX1
Hsapiens-jaspar2024-CEBPA-MA0102.5,13,476,0.977838058701295,1,1,CEBPA
Hsapiens-jolma2013-FOXO4-3,13,476,0.977838058701295,1,1,FOXO4
Hsapiens-HOCOMOCOv13-ZNF367.H13CORE.0.PSGI.A,28,1024,0.977469821720739,1,1,ZNF367
Hsapiens-SwissRegulon-NR2C1.SwissRegulon,14,513,0.976948038622773,1,1,NR2C1
Hsapiens-HOCOMOCOv11-core-A-NANOG_HUMAN.H11MO.0.A,26,952,0.976367039493651,1,1,NANOG
Hsapiens-SwissRegulon-NR2C2.SwissRegulon,25,916,0.97574586992638,1,1,NR2C2
Hsapiens-HOCOMOCOv13-AHRR.H13CORE.0.P.C,7,257,0.975733517954476,1,1,AHRR
Hsapiens-jaspar2018-NEUROD1-MA1109.1,13,477,0.975657896538518,1,1,NEUROD1
Hsapiens-jaspar2022-NEUROD1-MA1109.1,13,477,0.975657896538518,1,1,NEUROD1
Hsapiens-HOCOMOCOv10-SOX2_HUMAN.H10MO.B,23,843,0.975627330239124,1,1,SOX2
Hsapiens-HOCOMOCOv13-RORG.H13CORE.0.M.C,16,587,0.975441204527381,1,1,RORG
Hsapiens-HOCOMOCOv10-FOXO3_HUMAN.H10MO.B,34,1245,0.975288404630055,1,1,FOXO3
Hsapiens-SwissRegulon-ZFHX3.SwissRegulon,34,1245,0.975288404630055,1,1,ZFHX3
Hsapiens-SwissRegulon-ZBTB33.SwissRegulon,11,404,0.974910115214924,1,1,ZBTB33
Hsapiens-HOCOMOCOv13-TFAP4.H13CORE.0.PSM.A,15,551,0.974252369987389,1,1,TFAP4
Hsapiens-HOCOMOCOv10-MEOX1_HUMAN.H10MO.D,15,551,0.974252369987389,1,1,MEOX1
Hsapiens-HOCOMOCOv11-secondary-D-MEOX1_HUMAN.H11MO.0.D,15,551,0.974252369987389,1,1,MEOX1
Hsapiens-HOCOMOCOv13-ZNF407.H13CORE.0.PSGI.A,18,661,0.974194836809464,1,1,ZNF407
Hsapiens-HOCOMOCOv10-USF2_HUMAN.H10MO.A,18,661,0.974194836809464,1,1,USF2
Hsapiens-HOCOMOCOv11-core-A-TF65_HUMAN.H11MO.0.A,18,661,0.974194836809464,1,1,TF65
Hsapiens-HOCOMOCOv11-core-A-USF2_HUMAN.H11MO.0.A,18,661,0.974194836809464,1,1,USF2
Hsapiens-jaspar2024-DMRTA1-MA1707.2,12,441,0.974152483279829,1,1,DMRTA1
Hsapiens-jaspar2022-FOXD3-MA0041.2,44,1611,0.974030450647191,0.932612388861354,1,FOXD3
Hsapiens-HOCOMOCOv13-Z585B.H13CORE.0.P.C,49,1793,0.974026319301464,0.935130665946815,1,Z585B
Hsapiens-jolma2013-BARHL2,5,184,0.973630612259999,1,1,BARHL2
Hsapiens-hPDI-KIAA0907,171,6168,0.973594079326254,0.870645919049602,1,KIAA0907
Hsapiens-hPDI-SPATS2,171,6168,0.973594079326254,0.870645919049602,1,SPATS2
Hsapiens-HOCOMOCOv13-NKX32.H13CORE.1.S.B,13,478,0.973486850894372,1,1,NKX32
Hsapiens-jaspar2018-FOXK1-MA0852.2,17,625,0.97309918118873,1,1,FOXK1
Hsapiens-jaspar2022-FOXK1-MA0852.2,17,625,0.97309918118873,1,1,FOXK1
Hsapiens-HOCOMOCOv10-PO2F1_HUMAN.H10MO.B,23,845,0.973044666898817,1,1,PO2F1
Hsapiens-SwissRegulon-E2F7.SwissRegulon,23,845,0.973044666898817,1,1,E2F7
Hsapiens-HOCOMOCOv13-FOXM1.H13CORE.0.P.B,35,1284,0.972999076853231,1,1,FOXM1
Hsapiens-jolma2013-POU3F3-3,33,1211,0.972933263723295,1,1,POU3F3
Hsapiens-jaspar2022-FOXO1::ELF1-MA1953.1,24,882,0.972584771531593,1,1,FOXO1::ELF1
Hsapiens-HOCOMOCOv13-TBX19.H13CORE.1.SM.B,11,405,0.972374465000725,1,1,TBX19
Hsapiens-JASPAR_2014-BATF::JUN-MA0462.1,15,552,0.972356305761911,1,1,BATF::JUN
Hsapiens-jaspar2016-BATF::JUN-MA0462.1,15,552,0.972356305761911,1,1,BATF::JUN
Hsapiens-jaspar2018-BATF::JUN-MA0462.1,15,552,0.972356305761911,1,1,BATF::JUN
Hsapiens-HOCOMOCOv10-ONEC3_HUMAN.H10MO.D,30,1102,0.97223861346251,1,1,ONEC3
Hsapiens-HOCOMOCOv11-secondary-D-ONEC3_HUMAN.H11MO.0.D,30,1102,0.97223861346251,1,1,ONEC3
Hsapiens-HOCOMOCOv10-MAFG_HUMAN.H10MO.C,25,919,0.972146376353615,1,1,MAFG
Hsapiens-HOCOMOCOv13-NKX61.H13CORE.2.S.B,13,479,0.97132486469689,1,1,NKX61
Hsapiens-HOCOMOCOv10-TEAD1_HUMAN.H10MO.D,14,516,0.970877332160413,1,1,TEAD1
Hsapiens-jaspar2024-HNF4G-MA0484.3,14,516,0.970877332160413,1,1,HNF4G
Hsapiens-HOCOMOCOv13-SOX3.H13CORE.1.S.C,9,332,0.970688854377407,1,1,SOX3
Hsapiens-hPDI-TAF9,145,5252,0.970579633921823,0.82974513401755,1,TAF9
Hsapiens-jolma2013-FOXC2,15,553,0.970467093468541,1,1,FOXC2
Hsapiens-SwissRegulon-MSX2.SwissRegulon,10,369,0.970244132101294,1,1,MSX2
Hsapiens-SwissRegulon-RFX2.SwissRegulon,20,737,0.970218860673119,1,1,RFX2
Hsapiens-cisbp_1.02-M4080_1.02,11,406,0.969851300018284,1,1,USF1
Hsapiens-jaspar2024-TAL1::TCF3-MA0091.2,11,406,0.969851300018284,1,1,TAL1::TCF3
Hsapiens-jaspar2024-POU1F1-MA0784.3,26,958,0.969421100043983,1,1,POU1F1
Hsapiens-HOCOMOCOv13-DLX3.H13CORE.1.S.B,13,480,0.969171881349442,1,1,DLX3
Hsapiens-HOCOMOCOv11-core-A-MAFG_HUMAN.H11MO.0.A,13,480,0.969171881349442,1,1,MAFG
Hsapiens-jaspar2016-KLF14-MA0740.1,58,2128,0.969054694784428,0.878013047220928,1,KLF14
Hsapiens-jaspar2018-KLF14-MA0740.1,58,2128,0.969054694784428,0.878013047220928,1,KLF14
Hsapiens-jolma2013-KLF14,58,2128,0.969054694784428,0.878013047220928,1,KLF14
Hsapiens-SwissRegulon-KLF14.SwissRegulon,58,2128,0.969054694784428,0.878013047220928,1,KLF14
Hsapiens-cisbp_1.02-M6527_1.02,14,517,0.968869408750034,1,1,TWIST1
Hsapiens-SwissRegulon-TWIST1.SwissRegulon,14,517,0.968869408750034,1,1,TWIST1
Hsapiens-HOCOMOCOv10-SUH_HUMAN.H10MO.C,21,775,0.968476106184486,1,1,SUH
Hsapiens-hPDI-YWHAE,4,148,0.968389499276553,1,1,YWHAE
Hsapiens-jaspar2024-CEBPE-MA0837.3,4,148,0.968389499276553,1,1,CEBPE
Hsapiens-HOCOMOCOv11-core-A-USF1_HUMAN.H11MO.0.A,16,591,0.96831409563689,1,1,USF1
Hsapiens-HOCOMOCOv10-HXD8_HUMAN.H10MO.D,17,628,0.968054813757535,1,1,HXD8
Hsapiens-HOCOMOCOv11-secondary-D-HXD8_HUMAN.H11MO.0.D,17,628,0.968054813757535,1,1,HXD8
Hsapiens-jaspar2024-ZNF449-MA1656.2,17,628,0.968054813757535,1,1,ZNF449
Hsapiens-HOCOMOCOv13-GRHL1.H13CORE.1.PS.A,7,259,0.967948342747513,1,1,GRHL1
Hsapiens-jolma2013-THRB,7,259,0.967948342747513,1,1,THRB
Hsapiens-jaspar2024-ZNF770-MA2099.1,8,296,0.967798530283002,1,1,ZNF770
Hsapiens-HOCOMOCOv10-RARG_HUMAN.H10MO.C,24,886,0.967646632046685,1,1,RARG
Hsapiens-HOCOMOCOv11-secondary-D-RARG_HUMAN.H11MO.2.D,24,886,0.967646632046685,1,1,RARG
Hsapiens-HOCOMOCOv10-NFAC4_HUMAN.H10MO.C,35,1290,0.967601891328988,0.926530614336936,1,NFAC4
Hsapiens-HOCOMOCOv11-core-C-NFAC4_HUMAN.H11MO.0.C,35,1290,0.967601891328988,0.926530614336936,1,NFAC4
Hsapiens-jaspar2018-RARA::RXRG-MA1149.1,19,702,0.967561947936757,1,1,RARA::RXRG
Hsapiens-jaspar2022-RARA::RXRG-MA1149.1,19,702,0.967561947936757,1,1,RARA::RXRG
Hsapiens-HOCOMOCOv11-core-C-TBX3_HUMAN.H11MO.0.C,38,1400,0.96755133906604,0.928824040937864,1,TBX3
Hsapiens-HOCOMOCOv10-KLF12_HUMAN.H10MO.D,29,1070,0.967416106241642,1,1,KLF12
Hsapiens-cisbp_1.02-M5612_1.02,11,407,0.967340528274197,1,1,MAFK
Hsapiens-jolma2013-MAFK-4,11,407,0.967340528274197,1,1,MAFK
Hsapiens-SwissRegulon-NFIC.SwissRegulon,13,481,0.967027844725793,1,1,NFIC
Hsapiens-HOCOMOCOv13-SATB1.H13CORE.0.P.B,43,1584,0.966802341175694,0.932063616134779,1,SATB1
Hsapiens-HOCOMOCOv13-SRY.H13CORE.1.S.B,16,592,0.966547353575819,1,1,SRY
Hsapiens-HOCOMOCOv10-EVX2_HUMAN.H10MO.A,25,924,0.966199026864957,1,1,EVX2
Hsapiens-hPDI-SNRP70,20,740,0.965884309451312,1,1,SNRNP70
Hsapiens-HOCOMOCOv13-TCF21.H13CORE.0.PS.A,24,888,0.965194206167557,1,1,TCF21
Hsapiens-HOCOMOCOv13-THB.H13CORE.0.P.B,25,925,0.965017252380729,1,1,THB
Hsapiens-HOCOMOCOv13-BARH2.H13CORE.1.S.B,11,408,0.964842058676521,1,1,BARH2
Hsapiens-jaspar2016-JDP2(var.2)-MA0656.1,15,556,0.96484019865467,1,1,JDP2(var.2)
Hsapiens-jaspar2018-JDP2(var.2)-MA0656.1,15,556,0.96484019865467,1,1,JDP2(var.2)
Hsapiens-jaspar2022-JDP2-MA0656.1,15,556,0.96484019865467,1,1,JDP2
Hsapiens-jolma2013-JDP2-4,15,556,0.96484019865467,1,1,JDP2
Hsapiens-HOCOMOCOv13-GBX1.H13CORE.1.S.B,10,371,0.964759971963205,1,1,GBX1
Hsapiens-jaspar2016-NKX2-8-MA0673.1,9,334,0.96462396079117,1,1,NKX2-8
Hsapiens-jaspar2018-NKX2-8-MA0673.1,9,334,0.96462396079117,1,1,NKX2-8
Hsapiens-jaspar2022-NKX2-8-MA0673.1,9,334,0.96462396079117,1,1,NKX2-8
Hsapiens-jolma2013-NKX2-8-2,9,334,0.96462396079117,1,1,NKX2-8
Hsapiens-HOCOMOCOv13-ZNF827.H13CORE.0.SG.A,8,297,0.964414438834785,1,1,ZNF827
Hsapiens-jolma2013-RUNX3-2,8,297,0.964414438834785,1,1,RUNX3
Hsapiens-HOCOMOCOv10-SRF_HUMAN.H10MO.A,34,1257,0.964249286452004,0.925693346393667,1,SRF
Hsapiens-hPDI-H1FX,23,852,0.964100631400743,1,1,H1FX
Hsapiens-HOCOMOCOv13-ZF69B.H13CORE.0.P.C,36,1331,0.963812588097409,0.927341791969782,1,ZF69B
Hsapiens-cisbp_1.02-M5318_1.02,6,223,0.963631450038283,1,1,CEBPG
Hsapiens-HOCOMOCOv13-JRK.H13CORE.0.PSGB.A,6,223,0.963631450038283,1,1,JRK
Hsapiens-HOCOMOCOv13-VAX2.H13CORE.0.SM.B,6,223,0.963631450038283,1,1,VAX2
Hsapiens-jaspar2016-CEBPG-MA0838.1,6,223,0.963631450038283,1,1,CEBPG
Hsapiens-jaspar2018-CEBPG-MA0838.1,6,223,0.963631450038283,1,1,CEBPG
Hsapiens-jaspar2022-CEBPG-MA0838.1,6,223,0.963631450038283,1,1,CEBPG
Hsapiens-jaspar2024-CEBPG-MA0838.1,6,223,0.963631450038283,1,1,CEBPG
Hsapiens-jolma2013-TBX20-2,6,223,0.963631450038283,1,1,TBX20
Hsapiens-jolma2013-CEBPG,6,223,0.963631450038283,1,1,CEBPG
Hsapiens-HOCOMOCOv11-core-A-FOXM1_HUMAN.H11MO.0.A,29,1074,0.96325298901428,0.920825130769498,1,FOXM1
Hsapiens-HOCOMOCOv13-ZN135.H13CORE.0.P.C,45,1662,0.963246803192323,0.867343040754347,1,ZN135
Hsapiens-HOCOMOCOv13-RXRA.H13CORE.2.SM.B,16,594,0.963031699139249,1,1,RXRA
Hsapiens-HOCOMOCOv13-PAX2.H13CORE.0.SM.B,5,186,0.96291491408412,1,1,PAX2
Hsapiens-HOCOMOCOv13-P73.H13CORE.0.PS.A,12,446,0.962591951472218,1,1,P73
Hsapiens-JASPAR_CORE-PPARG-MA0066.1,11,409,0.962355801023758,1,1,PPARG
Hsapiens-JASPAR_2014-PPARG-MA0066.1,11,409,0.962355801023758,1,1,PPARG
Hsapiens-jaspar2016-PPARG-MA0066.1,11,409,0.962355801023758,1,1,PPARG
Hsapiens-jaspar2018-PPARG-MA0066.1,11,409,0.962355801023758,1,1,PPARG
Hsapiens-jaspar2022-PPARG-MA0066.1,11,409,0.962355801023758,1,1,PPARG
Hsapiens-SwissRegulon-SREBF1.SwissRegulon,11,409,0.962355801023758,1,1,SREBF1
Hsapiens-jaspar2024-ELF1-MA0473.4,41,1517,0.96191608635394,0.930918131296201,1,ELF1
Hsapiens-HOCOMOCOv13-ZBED2.H13CORE.0.PSGIB.A,9,335,0.961618661092983,1,1,ZBED2
Hsapiens-hPDI-FOSL1,21,780,0.961598315280905,1,1,FOSL1
Hsapiens-JASPAR_2014-EBF1-MA0154.2,22,817,0.961593382371301,1,1,EBF1
Hsapiens-jaspar2016-EBF1-MA0154.2,22,817,0.961593382371301,1,1,EBF1
Hsapiens-jaspar2018-EBF1-MA0154.2,22,817,0.961593382371301,1,1,EBF1
Hsapiens-cisbp_1.02-M5590_1.02,15,558,0.961122522273625,1,1,JDP2
Hsapiens-HOCOMOCOv10-GSC_HUMAN.H10MO.D,8,298,0.961053052788344,1,1,GSC
Hsapiens-HOCOMOCOv11-secondary-D-GSC_HUMAN.H11MO.0.D,8,298,0.961053052788344,1,1,GSC
Hsapiens-jaspar2024-ZNF157-MA2331.1,8,298,0.961053052788344,1,1,ZNF157
Hsapiens-SwissRegulon-KLF7.SwissRegulon,8,298,0.961053052788344,1,1,KLF7
Hsapiens-SwissRegulon-TAF1.SwissRegulon,32,1187,0.960863787708911,0.923899866795818,1,TAF1
Hsapiens-SwissRegulon-HSF2.SwissRegulon,12,447,0.960310863957048,1,1,HSF2
Hsapiens-cisbp_1.02-M4682_1.02,21,781,0.96023330693564,1,1,BACH1
