motif,n_target,n_bg,OR,p,fdr,tf
Hsapiens-SwissRegulon-MTF1.SwissRegulon,71,1415,2.17430494240847,5.29414021926031e-07,0.00124933752523633,MTF1
Hsapiens-HOCOMOCOv10-KLF15_HUMAN.H10MO.D,103,2407,1.99635528863602,6.31439502327628e-07,0.00124933752523633,KLF15
Hsapiens-HOCOMOCOv10-PURA_HUMAN.H10MO.D,119,2930,1.98287676886811,6.69078872800286e-07,0.00124933752523633,PURA
Hsapiens-HOCOMOCOv11-secondary-D-PURA_HUMAN.H11MO.0.D,119,2930,1.98287676886811,6.69078872800286e-07,0.00124933752523633,PURA
Hsapiens-SwissRegulon-KLF15.SwissRegulon,104,2485,1.9413677911698,1.674819820397e-06,0.00245176666786663,KLF15
Hsapiens-jaspar2024-PRDM9-MA1723.2,123,3131,1.91570243988139,1.96955415814698e-06,0.00245176666786663,PRDM9
Hsapiens-HOCOMOCOv13-CPXCR1.H13CORE.0.P.C,90,2063,1.94853011635611,2.95298513236e-06,0.00275698074419961,CPXCR1
Hsapiens-HOCOMOCOv13-MBD3.H13CORE.0.P.B,136,3595,1.91948899734616,2.86163082009852e-06,0.00275698074419961,MBD3
Hsapiens-HOCOMOCOv13-ZN283.H13CORE.0.P.C,80,1774,1.96411238919952,4.44991677697778e-06,0.00369293648969411,ZN283
Hsapiens-SwissRegulon-CHD1.SwissRegulon,122,3149,1.86330657920292,5.54094002713897e-06,0.00413852810627009,CHD1
Hsapiens-HOCOMOCOv13-GLI4.H13CORE.0.P.C,59,1196,2.04659977908989,1.13792643817204e-05,0.00458081829569273,GLI4
Hsapiens-HOCOMOCOv11-secondary-D-ZF64A_HUMAN.H11MO.0.D,69,1461,2.00565985899588,6.86276539065753e-06,0.00458081829569273,ZF64A
Hsapiens-HOCOMOCOv11-core-C-VEZF1_HUMAN.H11MO.0.C,157,4441,1.91321440003103,7.44391372790819e-06,0.00458081829569273,VEZF1
Hsapiens-jaspar2024-ZNF93-MA1721.2,91,2142,1.88641206461136,8.09237133157683e-06,0.00458081829569273,ZNF93
Hsapiens-HOCOMOCOv11-core-C-ZN341_HUMAN.H11MO.0.C,145,4003,1.86085766823925,1.16529050231841e-05,0.00458081829569273,ZN341
Hsapiens-HOCOMOCOv13-ZN180.H13CORE.0.P.C,139,3789,1.84294245524903,1.15693587915785e-05,0.00458081829569273,ZN180
Hsapiens-SwissRegulon-SP4.SwissRegulon,128,3386,1.83888354389266,9.56577436957082e-06,0.00458081829569273,SP4
Hsapiens-HOCOMOCOv10-EGR4_HUMAN.H10MO.D,107,2680,1.83268174224146,1.07369360009634e-05,0.00458081829569273,EGR4
Hsapiens-HOCOMOCOv11-secondary-D-EGR4_HUMAN.H11MO.0.D,107,2680,1.83268174224146,1.07369360009634e-05,0.00458081829569273,EGR4
Hsapiens-HOCOMOCOv13-PATZ1.H13CORE.0.P.B,153,4329,1.859211400513,1.50181776516073e-05,0.00464923321992404,PATZ1
Hsapiens-HOCOMOCOv13-ZN548.H13CORE.0.P.B,97,2362,1.83855804355966,1.46176974497959e-05,0.00464923321992404,ZN548
Hsapiens-HOCOMOCOv13-ZN610.H13CORE.1.P.C,98,2397,1.83381781472531,1.58061885215355e-05,0.00464923321992404,ZN610
Hsapiens-jaspar2022-PRDM9-MA1723.1,129,3439,1.82293952484518,1.36231507846527e-05,0.00464923321992404,PRDM9
Hsapiens-HOCOMOCOv10-PROX1_HUMAN.H10MO.D,103,2563,1.82221922395122,1.61842366739892e-05,0.00464923321992404,PROX1
Hsapiens-HOCOMOCOv11-secondary-D-PROX1_HUMAN.H11MO.0.D,103,2563,1.82221922395122,1.61842366739892e-05,0.00464923321992404,PROX1
Hsapiens-HOCOMOCOv13-KMT2A.H13CORE.0.P.B,133,3589,1.81941318584629,1.49059822896922e-05,0.00464923321992404,KMT2A
Hsapiens-HOCOMOCOv13-ZN320.H13CORE.0.P.B,69,1502,1.93865062040257,1.90958924370249e-05,0.00501367901032827,ZN320
Hsapiens-HOCOMOCOv10-CLOCK_HUMAN.H10MO.D,91,2190,1.82966240780116,1.94666878162431e-05,0.00501367901032827,CLOCK
Hsapiens-HOCOMOCOv13-ZN519.H13CORE.0.P.C,117,3048,1.79515702462919,1.85807510774185e-05,0.00501367901032827,ZN519
Hsapiens-jaspar2024-ZNF320-MA1976.2,73,1625,1.90940162093385,2.28763572262428e-05,0.00552546819116613,ZNF320
Hsapiens-HOCOMOCOv10-GABP1_HUMAN.H10MO.C,17,1430,0.378649989055258,2.29333932154439e-05,0.00552546819116613,GABP1
Hsapiens-HOCOMOCOv13-ZN100.H13CORE.1.P.B,81,1894,1.83935041052402,3.12593009586205e-05,0.007296116214373,ZN100
Hsapiens-jaspar2024-ZNF816-MA1719.2,41,749,2.18023587526807,4.16328731593805e-05,0.00819498993567871,ZNF816
Hsapiens-jaspar2022-ZNF816-MA1719.1,45,855,2.11215154877438,4.40948693314245e-05,0.00819498993567871,ZNF816
Hsapiens-HOCOMOCOv13-ZN205.H13CORE.0.P.C,52,1049,2.01473735962898,5.38133202060081e-05,0.00819498993567871,ZN205
Hsapiens-HOCOMOCOv13-ZN704.H13CORE.0.SM.B,61,1319,1.90704953952293,5.57081982442586e-05,0.00819498993567871,ZN704
Hsapiens-SwissRegulon-HIC1.SwissRegulon,67,1487,1.88110281237809,5.64845560068288e-05,0.00819498993567871,HIC1
Hsapiens-SwissRegulon-HOXB5.SwissRegulon,74,1701,1.83929547299024,4.69513233110534e-05,0.00819498993567871,HOXB5
Hsapiens-HOCOMOCOv13-ZNF746.H13CORE.0.PSG.A,137,3799,1.76478385701903,4.07642781454578e-05,0.00819498993567871,ZNF746
Hsapiens-jaspar2022-SP5-MA1965.1,92,2279,1.76360246570852,6.355713871634e-05,0.00819498993567871,SP5
Hsapiens-HOCOMOCOv10-KLF6_HUMAN.H10MO.D,91,2251,1.76129393822855,6.1457566216377e-05,0.00819498993567871,KLF6
Hsapiens-SwissRegulon-KLF6.SwissRegulon,91,2251,1.76129393822855,6.1457566216377e-05,0.00819498993567871,KLF6
Hsapiens-hPDI-RARG,55,3004,0.543275702342151,5.74342756357014e-05,0.00819498993567871,RARG
Hsapiens-JASPAR_CORE-ETS1-MA0098.1,55,3004,0.543275702342151,5.74342756357014e-05,0.00819498993567871,ETS1
Hsapiens-jaspar2016-SPI1-MA0080.1,55,3004,0.543275702342151,5.74342756357014e-05,0.00819498993567871,SPI1
Hsapiens-jaspar2016-ETS1-MA0098.1,55,3004,0.543275702342151,5.74342756357014e-05,0.00819498993567871,ETS1
Hsapiens-jaspar2018-SPI1-MA0080.1,55,3004,0.543275702342151,5.74342756357014e-05,0.00819498993567871,SPI1
Hsapiens-jaspar2018-ETS1-MA0098.1,55,3004,0.543275702342151,5.74342756357014e-05,0.00819498993567871,ETS1
Hsapiens-jaspar2024-ZBTB7A-MA0750.3,18,1427,0.403919349898378,5.25609797005946e-05,0.00819498993567871,ZBTB7A
Hsapiens-HOCOMOCOv13-ELF3.H13CORE.0.S.B,15,1294,0.373268348364814,3.88920241165846e-05,0.00819498993567871,ELF3
Hsapiens-jaspar2016-ELF5-MA0136.2,13,1170,0.360955078732826,6.35420783344051e-05,0.00819498993567871,ELF5
Hsapiens-jaspar2018-ELF5-MA0136.2,13,1170,0.360955078732826,6.35420783344051e-05,0.00819498993567871,ELF5
Hsapiens-jolma2013-ELF5-2,13,1170,0.360955078732826,6.35420783344051e-05,0.00819498993567871,ELF5
Hsapiens-jaspar2016-ELF4-MA0641.1,13,1176,0.358796204080801,6.36376243498949e-05,0.00819498993567871,ELF4
Hsapiens-jaspar2018-ELF4-MA0641.1,13,1176,0.358796204080801,6.36376243498949e-05,0.00819498993567871,ELF4
Hsapiens-jaspar2022-ELF4-MA0641.1,13,1176,0.358796204080801,6.36376243498949e-05,0.00819498993567871,ELF4
Hsapiens-jaspar2024-ELF4-MA0641.1,13,1176,0.358796204080801,6.36376243498949e-05,0.00819498993567871,ELF4
Hsapiens-jolma2013-ELF4,13,1176,0.358796204080801,6.36376243498949e-05,0.00819498993567871,ELF4
Hsapiens-HOCOMOCOv11-core-A-KLF15_HUMAN.H11MO.0.A,153,4422,1.77348976033494,6.60425242361563e-05,0.00836053582237036,KLF15
Hsapiens-HOCOMOCOv13-ZN383.H13CORE.0.P.C,128,3511,1.72496119716607,6.77753893996005e-05,0.00843690639042693,ZN383
Hsapiens-HOCOMOCOv11-core-C-ZSC22_HUMAN.H11MO.0.C,110,2888,1.72432323790565,7.16708614049073e-05,0.00877556825956152,ZSC22
Hsapiens-jaspar2022-ZNF93-MA1721.1,89,2196,1.75594216724359,7.4215967816698e-05,0.00879871529560187,ZNF93
Hsapiens-HOCOMOCOv13-ZN671.H13CORE.0.P.C,104,2688,1.72822370916666,7.3926652589155e-05,0.00879871529560187,ZN671
Hsapiens-SwissRegulon-PML.SwissRegulon,125,3406,1.72247462097855,8.28693235691979e-05,0.00967110902716154,PML
Hsapiens-HOCOMOCOv13-KLF15.H13CORE.1.P.C,154,4466,1.77117695590533,8.43242887511802e-05,0.00968950942588561,KLF15
Hsapiens-HOCOMOCOv13-ZN444.H13CORE.0.S.C,103,2655,1.72906981785374,9.26571541881357e-05,0.0102264530253644,ZN444
Hsapiens-jaspar2016-EHF-MA0598.2,12,1097,0.357472543705901,9.44738597871395e-05,0.0102264530253644,EHF
Hsapiens-jaspar2018-EHF-MA0598.2,12,1097,0.357472543705901,9.44738597871395e-05,0.0102264530253644,EHF
Hsapiens-jolma2013-EHF,12,1097,0.357472543705901,9.44738597871395e-05,0.0102264530253644,EHF
Hsapiens-HOCOMOCOv11-core-A-TAF1_HUMAN.H11MO.0.A,110,2901,1.71219896313255,9.63286554777375e-05,0.0102782675394746,TAF1
Hsapiens-jaspar2024-ZNF281-MA1630.3,110,2907,1.70663972427654,9.85046406786282e-05,0.0103624107215306,ZNF281
Hsapiens-HOCOMOCOv11-core-C-ZBTB6_HUMAN.H11MO.0.C,54,1148,1.90693744913303,0.000109364853677896,0.011255300984335,ZBTB6
Hsapiens-SwissRegulon-ELF4.SwissRegulon,14,1195,0.381008716114512,0.000110006288908348,0.011255300984335,ELF4
Hsapiens-jaspar2022-EGR1-MA0162.4,78,1867,1.76729947307527,0.000113441120933099,0.0114498882736394,EGR1
Hsapiens-HOCOMOCOv11-core-C-WT1_HUMAN.H11MO.0.C,150,4337,1.73975586464586,0.000119297962328672,0.011880486408438,WT1
Hsapiens-HOCOMOCOv10-SP3_HUMAN.H10MO.B,146,4194,1.72443167432633,0.000125224657082175,0.011991063637779,SP3
Hsapiens-HOCOMOCOv11-core-B-SP3_HUMAN.H11MO.0.B,146,4194,1.72443167432633,0.000125224657082175,0.011991063637779,SP3
Hsapiens-SwissRegulon-SP3.SwissRegulon,146,4194,1.72443167432633,0.000125224657082175,0.011991063637779,SP3
Hsapiens-HOCOMOCOv13-ZSCAN25.H13CORE.0.PSG.A,92,2317,1.72309221791558,0.000128613297118509,0.0120076589522268,ZSCAN25
Hsapiens-HOCOMOCOv10-TFDP1_HUMAN.H10MO.D,144,4123,1.71752505514569,0.000127460512559215,0.0120076589522268,TFDP1
Hsapiens-HOCOMOCOv13-SLC2A4RG.H13CORE.0.PSG.A,44,872,2.00880216798457,0.000133753249796274,0.0120723258188371,SLC2A4RG
Hsapiens-HOCOMOCOv11-core-B-MZF1_HUMAN.H11MO.0.B,63,1420,1.82441152697442,0.000133633567098301,0.0120723258188371,MZF1
Hsapiens-HOCOMOCOv10-TBX1_HUMAN.H10MO.D,120,3268,1.68859049127007,0.000135771236950371,0.0120723258188371,TBX1
Hsapiens-HOCOMOCOv11-secondary-D-TBX1_HUMAN.H11MO.0.D,120,3268,1.68859049127007,0.000135771236950371,0.0120723258188371,TBX1
Hsapiens-HOCOMOCOv13-KLF8.H13CORE.1.P.C,157,4619,1.74644542142804,0.000137813207509527,0.0121097276104548,KLF8
Hsapiens-HOCOMOCOv11-core-C-ZN320_HUMAN.H11MO.0.C,61,1356,1.84474576581398,0.000139624429497029,0.0121262193478292,ZN320
Hsapiens-HOCOMOCOv13-ELK1.H13CORE.0.PSM.A,14,1186,0.384410643938651,0.00015190713671489,0.0130413149899255,ELK1
Hsapiens-JASPAR_2014-EGR1-MA0162.2,115,3101,1.68354876706315,0.000157147827614352,0.0130415236050177,EGR1
Hsapiens-jaspar2016-EGR1-MA0162.2,115,3101,1.68354876706315,0.000157147827614352,0.0130415236050177,EGR1
Hsapiens-jaspar2018-EGR1-MA0162.2,115,3101,1.68354876706315,0.000157147827614352,0.0130415236050177,EGR1
Hsapiens-jaspar2022-CTCFL-MA1102.2,62,1394,1.82473628244211,0.000165390902791167,0.0133244460210603,CTCFL
Hsapiens-HOCOMOCOv13-ZSC22.H13CORE.0.P.C,108,2862,1.68716100276139,0.000163878324975369,0.0133244460210603,ZSC22
Hsapiens-SwissRegulon-ZBTB7B.SwissRegulon,117,3170,1.68321611753901,0.000165908887395717,0.0133244460210603,ZBTB7B
Hsapiens-HOCOMOCOv13-ZN281.H13CORE.1.SM.B,139,3953,1.69703235243628,0.000169833787846408,0.0134945591640938,ZN281
Hsapiens-HOCOMOCOv13-ZN468.H13CORE.0.P.C,108,2877,1.67342808417583,0.000172417100603417,0.0135556139411255,ZN468
Hsapiens-HOCOMOCOv13-ZN267.H13CORE.0.P.C,92,2337,1.70233782682446,0.000181126504026156,0.0140920193601183,ZN267
Hsapiens-HOCOMOCOv13-ZN530.H13CORE.0.P.B,88,2216,1.70182857978865,0.000195402501282468,0.01504599259875,ZN530
Hsapiens-HOCOMOCOv13-ZBTB6.H13CORE.0.P.B,60,1352,1.80977629284523,0.000206498755824372,0.0152706852203191,ZBTB6
Hsapiens-HOCOMOCOv13-ZN449.H13CORE.1.S.C,80,1964,1.71955757547862,0.000205436900353362,0.0152706852203191,ZN449
Hsapiens-SwissRegulon-MTA3.SwissRegulon,84,2092,1.70695295227732,0.000204869237422149,0.0152706852203191,MTA3
Hsapiens-HOCOMOCOv13-VEZF1.H13CORE.1.P.B,152,4457,1.70604721737312,0.000201344659454526,0.0152706852203191,VEZF1
Hsapiens-jaspar2022-ZFP14-MA1972.1,67,1552,1.78430829399066,0.000215598959525529,0.0153362726542493,ZFP14
Hsapiens-jaspar2024-ZFP14-MA1972.1,67,1552,1.78430829399066,0.000215598959525529,0.0153362726542493,ZFP14
Hsapiens-HOCOMOCOv10-SP2_HUMAN.H10MO.C,147,4263,1.69919797152014,0.000213388231406464,0.0153362726542493,SP2
Hsapiens-HOCOMOCOv11-core-A-SP2_HUMAN.H11MO.0.A,147,4263,1.69919797152014,0.000213388231406464,0.0153362726542493,SP2
Hsapiens-HOCOMOCOv13-ZN674.H13CORE.0.P.C,42,828,2.00934474778441,0.000223104872809311,0.0157204744812523,ZN674
Hsapiens-jaspar2022-ZNF454-MA1712.1,64,1477,1.77752293059481,0.000237110666863577,0.0163979589889265,ZNF454
Hsapiens-HOCOMOCOv13-ZN189.H13CORE.1.P.B,91,2320,1.6883163366942,0.000236473295371193,0.0163979589889265,ZN189
Hsapiens-HOCOMOCOv11-core-A-ZBT17_HUMAN.H11MO.0.A,144,4187,1.66306237440206,0.000292205591497567,0.0200227849806911,ZBT17
Hsapiens-HOCOMOCOv13-ZN749.H13CORE.0.P.C,109,2934,1.65187025760797,0.000310029700816348,0.02105101668543,ZN749
Hsapiens-hPDI-SMPX,86,2176,1.6804415870802,0.000324715609285878,0.0215485947224157,SMPX
Hsapiens-HOCOMOCOv13-ZN273.H13CORE.0.P.C,91,2346,1.66191104444489,0.00033471358406667,0.0215485947224157,ZN273
Hsapiens-HOCOMOCOv10-ZN148_HUMAN.H10MO.D,123,3429,1.64121465833282,0.000337553297967952,0.0215485947224157,ZN148
Hsapiens-HOCOMOCOv11-secondary-D-ZN148_HUMAN.H11MO.0.D,123,3429,1.64121465833282,0.000337553297967952,0.0215485947224157,ZN148
Hsapiens-HOCOMOCOv13-KLF11.H13CORE.1.SM.B,120,3328,1.63695063155344,0.000324077426712229,0.0215485947224157,KLF11
Hsapiens-HOCOMOCOv13-ELF2.H13CORE.0.PS.A,22,1516,0.467544953840746,0.000327126005035419,0.0215485947224157,ELF2
Hsapiens-HOCOMOCOv13-ELF2.H13CORE.1.M.B,22,1523,0.464890930080473,0.000330296127598942,0.0215485947224157,ELF2
Hsapiens-HOCOMOCOv10-PLAG1_HUMAN.H10MO.D,74,1804,1.70580328514955,0.000346641323356634,0.0217568407071487,PLAG1
Hsapiens-HOCOMOCOv11-secondary-D-PLAG1_HUMAN.H11MO.0.D,74,1804,1.70580328514955,0.000346641323356634,0.0217568407071487,PLAG1
Hsapiens-HOCOMOCOv11-core-C-PATZ1_HUMAN.H11MO.0.C,149,4384,1.66433895574041,0.000356230019430187,0.0220279699454722,PATZ1
Hsapiens-HOCOMOCOv10-MAZ_HUMAN.H10MO.A,146,4268,1.66123592571732,0.000365707360187248,0.0220279699454722,MAZ
Hsapiens-hPDI-ELF2,25,1649,0.485654930253117,0.000363580612154447,0.0220279699454722,ELF2
Hsapiens-hPDI-ETV4,25,1649,0.485654930253117,0.000363580612154447,0.0220279699454722,ETV4
Hsapiens-SwissRegulon-ELF2.SwissRegulon,25,1649,0.485654930253117,0.000363580612154447,0.0220279699454722,ELF2
Hsapiens-HOCOMOCOv13-ZBT17.H13CORE.0.P.B,134,3834,1.63818925806879,0.000380724198323647,0.0227178611748185,ZBT17
Hsapiens-hPDI-DDX4,106,4769,0.611295477132131,0.000383244143530209,0.0227178611748185,DDX4
Hsapiens-HOCOMOCOv13-KLF10.H13CORE.1.PSM.A,107,2894,1.62823994562199,0.000397679816809497,0.0233879571003947,KLF10
Hsapiens-HOCOMOCOv10-ASCL2_HUMAN.H10MO.D,80,1996,1.68296355001469,0.00040294187285278,0.0235122878776361,ASCL2
Hsapiens-HOCOMOCOv13-ZN765.H13CORE.0.P.C,57,1286,1.7923949021228,0.000433684541445032,0.0251099987601003,ZN765
Hsapiens-HOCOMOCOv13-ZN816.H13CORE.1.P.C,40,802,1.96114298974013,0.000438821183700645,0.0252119647773855,ZN816
Hsapiens-HOCOMOCOv13-ZN407.H13CORE.0.P.B,66,1567,1.72565147148981,0.000445408576103938,0.0253950889688573,ZN407
Hsapiens-HOCOMOCOv11-core-A-ZN281_HUMAN.H11MO.0.A,125,3528,1.61837303354235,0.000461887810439196,0.0261351519406845,ZN281
Hsapiens-HOCOMOCOv13-ZBTB41.H13CORE.0.PSG.A,66,1577,1.71202835895979,0.000475280902153867,0.0266907748735882,ZBTB41
Hsapiens-SwissRegulon-E2F6.SwissRegulon,87,2237,1.64830764301031,0.000489147213254228,0.0272644816104166,E2F6
Hsapiens-HOCOMOCOv11-core-B-ELK1_HUMAN.H11MO.0.B,21,1437,0.474226635415388,0.000503378909982224,0.0278499042863499,ELK1
Hsapiens-jaspar2024-ZNF454-MA1712.2,64,1520,1.71578916444648,0.000538399931593882,0.0295684491843728,ZNF454
Hsapiens-jaspar2024-BARX2-MA1471.2,5,643,0.262189553670335,0.000556873212321703,0.0303597519914657,BARX2
Hsapiens-HOCOMOCOv10-ZBTB6_HUMAN.H10MO.D,31,572,2.09578960212885,0.000572913691049536,0.0308535014746008,ZBTB6
Hsapiens-SwissRegulon-MAZ.SwissRegulon,123,3466,1.61043912877082,0.000578322426890363,0.0308535014746008,MAZ
Hsapiens-jaspar2024-ELK4-MA0076.3,20,1396,0.465515268381949,0.000578287111729825,0.0308535014746008,ELK4
Hsapiens-HOCOMOCOv10-VDR_HUMAN.H10MO.B,48,1044,1.82700025356486,0.000599471557356023,0.0315313595907897,VDR
Hsapiens-HOCOMOCOv13-ZN467.H13CORE.0.P.C,148,4384,1.63083250843216,0.000598841470668841,0.0315313595907897,ZN467
Hsapiens-HOCOMOCOv13-CGGBP1.H13CORE.0.PSGIB.A,62,1465,1.71756162012059,0.00061711833828291,0.0317879784043797,CGGBP1
Hsapiens-HOCOMOCOv10-THAP1_HUMAN.H10MO.D,96,2556,1.61047730263501,0.00061647535043486,0.0317879784043797,THAP1
Hsapiens-HOCOMOCOv11-core-C-THAP1_HUMAN.H11MO.0.C,96,2556,1.61047730263501,0.00061647535043486,0.0317879784043797,THAP1
Hsapiens-HOCOMOCOv13-ATMIN.H13CORE.0.P.B,135,3901,1.61406907836989,0.000636556907293454,0.0324210098530597,ATMIN
Hsapiens-HOCOMOCOv13-SP2.H13CORE.1.P.B,143,4208,1.61344384694089,0.000638089228598176,0.0324210098530597,SP2
Hsapiens-HOCOMOCOv10-MECP2_HUMAN.H10MO.C,73,1811,1.66311014371136,0.000655635425185588,0.0324300727861666,MECP2
Hsapiens-HOCOMOCOv11-core-C-MECP2_HUMAN.H11MO.0.C,73,1811,1.66311014371136,0.000655635425185588,0.0324300727861666,MECP2
Hsapiens-SwissRegulon-MECP2.SwissRegulon,73,1811,1.66311014371136,0.000655635425185588,0.0324300727861666,MECP2
Hsapiens-HOCOMOCOv13-ZN543.H13CORE.0.P.C,115,3197,1.60074637272194,0.000651465354978945,0.0324300727861666,ZN543
Hsapiens-jaspar2022-ZNF530-MA1981.1,92,2427,1.61298189536692,0.000672693245586705,0.0330549069163625,ZNF530
Hsapiens-HOCOMOCOv13-PRDM5.H13CORE.0.PSGI.A,57,1316,1.7436680362384,0.000693156586724644,0.0338378205637017,PRDM5
Hsapiens-HOCOMOCOv13-KLF16.H13CORE.1.P.B,153,4573,1.64173226792428,0.000703447023212843,0.0341171806258229,KLF16
Hsapiens-HOCOMOCOv11-core-A-MAZ_HUMAN.H11MO.0.A,151,4508,1.62799877571261,0.000730449344217249,0.0349726035381964,MAZ
Hsapiens-HOCOMOCOv10-ETS1_HUMAN.H10MO.C,16,1194,0.440095021236522,0.000726745587690634,0.0349726035381964,ETS1
Hsapiens-jaspar2022-ZNF610-MA1713.1,71,1745,1.67427050538451,0.000735239200635624,0.0349777171308756,ZNF610
Hsapiens-HOCOMOCOv13-ZBT16.H13CORE.0.P.B,1,363,0.0946842710519472,0.000756675725396171,0.0357696898290127,ZBT16
Hsapiens-HOCOMOCOv13-ZN425.H13CORE.0.P.C,32,611,2.02523958467134,0.000844203212721334,0.036591815593029,ZN425
Hsapiens-HOCOMOCOv10-E2F6_HUMAN.H10MO.C,86,2233,1.6214146588651,0.00084627556056753,0.036591815593029,E2F6
Hsapiens-HOCOMOCOv11-core-A-EGR2_HUMAN.H11MO.0.A,133,3850,1.59480939280018,0.00081645358837545,0.036591815593029,EGR2
Hsapiens-HOCOMOCOv11-core-A-EGR1_HUMAN.H11MO.0.A,115,3213,1.58742692880575,0.000846917282909205,0.036591815593029,EGR1
Hsapiens-HOCOMOCOv11-core-A-ZN263_HUMAN.H11MO.0.A,130,3749,1.58669427354075,0.000815242863781594,0.036591815593029,ZN263
Hsapiens-hPDI-BCL11A,41,2262,0.570538685304244,0.000847554438023031,0.036591815593029,BCL11A
Hsapiens-hPDI-MECP2,41,2262,0.570538685304244,0.000847554438023031,0.036591815593029,MECP2
Hsapiens-hPDI-POU4F3,41,2262,0.570538685304244,0.000847554438023031,0.036591815593029,POU4F3
Hsapiens-hPDI-SCMH1,41,2262,0.570538685304244,0.000847554438023031,0.036591815593029,SCMH1
Hsapiens-jaspar2016-ELK1-MA0028.2,15,1140,0.433478761276462,0.000815477868403129,0.036591815593029,ELK1
Hsapiens-jaspar2018-ELK1-MA0028.2,15,1140,0.433478761276462,0.000815477868403129,0.036591815593029,ELK1
Hsapiens-jaspar2022-ELK1-MA0028.2,15,1140,0.433478761276462,0.000815477868403129,0.036591815593029,ELK1
Hsapiens-jolma2013-ELK1-4,15,1140,0.433478761276462,0.000815477868403129,0.036591815593029,ELK1
Hsapiens-jolma2013-ELK1,15,1144,0.431709811261948,0.000823267268005905,0.036591815593029,ELK1
Hsapiens-jolma2013-NR4A2-3,5,628,0.26900215151375,0.000782362010480507,0.036591815593029,NR4A2
Hsapiens-HOCOMOCOv13-SP4.H13CORE.2.P.B,155,4667,1.63174846106239,0.000863064203148355,0.0370472789270981,SP4
Hsapiens-HOCOMOCOv13-ETS2.H13CORE.0.S.C,14,1080,0.428743915760685,0.000905004694706877,0.0385333150061874,ETS2
Hsapiens-jaspar2022-ETV5-MA0765.3,14,1085,0.426458072592525,0.000908001531810012,0.0385333150061874,ETV5
Hsapiens-HOCOMOCOv11-core-C-ZN816_HUMAN.H11MO.0.C,59,1395,1.70304077721405,0.000928671210481414,0.0388060325916764,ZN816
Hsapiens-HOCOMOCOv13-ZNF16.H13CORE.0.P.C,59,1397,1.70008492652889,0.000940405931060842,0.0388060325916764,ZNF16
Hsapiens-JASPAR_2014-ELF1-MA0473.1,29,1758,0.530064492274588,0.000938598655770255,0.0388060325916764,ELF1
Hsapiens-jaspar2016-ELF1-MA0473.1,29,1758,0.530064492274588,0.000938598655770255,0.0388060325916764,ELF1
Hsapiens-jaspar2018-ELF1-MA0473.1,29,1758,0.530064492274588,0.000938598655770255,0.0388060325916764,ELF1
Hsapiens-HOCOMOCOv13-ZN148.H13CORE.0.P.B,123,3505,1.57870324218193,0.000970885607178083,0.0398436516484237,ZN148
Hsapiens-HOCOMOCOv13-ZNF705EP.H13CORE.0.P.B,123,3514,1.57147958321388,0.000984956452530596,0.0402002171800602,ZNF705EP
Hsapiens-HOCOMOCOv13-SP5.H13CORE.0.P.B,132,3834,1.57788544004409,0.0010441887070741,0.0412647907573357,SP5
Hsapiens-jaspar2024-NR4A2-MA0160.3,4,556,0.244331592501642,0.00102461656135004,0.0412647907573357,NR4A2
Hsapiens-jaspar2016-SPDEF-MA0686.1,4,559,0.242921905522716,0.00104264451228925,0.0412647907573357,SPDEF
Hsapiens-jaspar2018-SPDEF-MA0686.1,4,559,0.242921905522716,0.00104264451228925,0.0412647907573357,SPDEF
Hsapiens-jaspar2022-SPDEF-MA0686.1,4,559,0.242921905522716,0.00104264451228925,0.0412647907573357,SPDEF
Hsapiens-jolma2013-SPDEF-4,4,559,0.242921905522716,0.00104264451228925,0.0412647907573357,SPDEF
Hsapiens-HOCOMOCOv10-SP4_HUMAN.H10MO.D,141,4172,1.58000902829479,0.00105409511606997,0.0414370337996135,SP4
Hsapiens-jaspar2024-ETV5-MA0765.4,15,1125,0.440224349474435,0.00108730167382738,0.0425186188576792,ETV5
Hsapiens-hPDI-TOB2,54,1255,1.71688055072248,0.00109601712573243,0.0425447001955605,TOB2
Hsapiens-jaspar2022-FEV-MA0156.3,15,1129,0.438408000995629,0.00109936097707098,0.0425447001955605,FEV
Hsapiens-HOCOMOCOv13-ZN701.H13CORE.1.P.B,29,542,2.05597967722451,0.00111977958963436,0.0431115142009229,ZN701
Hsapiens-SwissRegulon-ELK4.SwissRegulon,21,1389,0.494222054068186,0.00113710467030071,0.043554024525518,ELK4
Hsapiens-jaspar2024-SOX9-MA0077.2,1,354,0.0972076104372942,0.00114597411781087,0.0436697994180069,SOX9
Hsapiens-SwissRegulon-ZNF148.SwissRegulon,68,1692,1.63537452201358,0.00120309507265474,0.0456137923738996,ZNF148
Hsapiens-HOCOMOCOv13-ZN75A.H13CORE.0.SM.B,52,1202,1.71936838478659,0.00124835193599411,0.045985868473131,ZN75A
Hsapiens-hPDI-LOC51035,75,3559,0.630802324648452,0.00124985022091921,0.045985868473131,UBXN1
Hsapiens-JASPAR_2014-ELK4-MA0076.2,24,1518,0.514357352381017,0.00123897046707095,0.045985868473131,ELK4
Hsapiens-jaspar2016-ELK4-MA0076.2,24,1518,0.514357352381017,0.00123897046707095,0.045985868473131,ELK4
Hsapiens-jaspar2018-ELK4-MA0076.2,24,1518,0.514357352381017,0.00123897046707095,0.045985868473131,ELK4
Hsapiens-jaspar2022-ELK4-MA0076.2,24,1518,0.514357352381017,0.00123897046707095,0.045985868473131,ELK4
