comparison,pathway,NES,size,pval,padj,leadingEdge
R2_GSE51588_OA_vs_Normal,HALLMARK_GLYCOLYSIS,-2.03132082838527,196,2.29158000060964e-08,6.36550000169345e-08,GLRX;ISG20;NASP;GYS1;CXCR4;SAP30;MXI1;PRPS1;IRS2;TALDO1;ENO1;PYGL;GCLC;PPIA;TPI1;NDUFV3;FKBP4;G6PD;PGK1;ALDOA;NSDHL;PGAM1;LDHA;GMPPB;DDIT4;TXN;MDH2;ABCB6;ANGPTL4;MIF;RRAGD;CYB5A;AURKA;GYS2;DEPDC1;PSMC4;ARPP19;PKP2;B4GALT1;ME2;EFNA3;IGFBP3;POLR3K;HSPA5;STC1;SPAG4;SOD1;SLC25A10;CTH;QSOX1;AK4;HMMR;FAM162A;HAX1;GFPT1;CLN6;PGM2;MED24;CENPA;GOT2;PAXIP1;CITED2;AK3;CDK1;COPB2;UGP2;MPI;DLD;GALE;ALDH9A1;EGLN3;SLC16A3;VEGFA;PMM2;PDK3;HK2;VCAN;B4GALT7;LHPP;GNE;SDHC;ANG;SLC37A4;ECD;CASP6
R2_GSE51588_OA_vs_Normal,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-2.22373971369835,104,5.71906314360577e-08,1.50501661673836e-07,SLA;UBE2D3;CXCR4;SLC2A1;PDK1;PTEN;MAP2K3;NFKBIB;PTPN11;MKNK2;PFN1;HSP90B1;MAPK1;ACTR3;CDK2;TRIB3;CFL1;IL4;PPP2R1B;PRKCB;CSNK2B;CDK4;ARHGDIA;ARPC3;GRB2;AKT1;IL2RG;ARF1;MAPKAP1;TNFRSF1A;MAP2K6;PPP1CA;GNGT1;MYD88;AP2M1;RAF1;CDK1;DDIT3;UBE2N;EIF4E;ECSIT;RPS6KA1;ACACA;IRAK4;PRKAG1;CALR;CAB39;YWHAB;ACTR2;E2F1;CDKN1A;DAPP1
R2_GSE51588_OA_vs_Normal,HALLMARK_MYOGENESIS,1.81293673005176,197,3.60205825406481e-06,9.00514563516202e-06,EFS;SSPN;EPHB3;APLNR;COL15A1;MYLK;HDAC5;MYOM2;COL3A1;RYR1;MEF2A;PGAM2;DMPK;AKT2;HSPB2;AGRN;ITGB4;ADCY9;SPTAN1;COL6A2;PTGIS;MYL3;LSP1;REEP1;SGCD;TNNT3;ENO3;MYOM1;CACNA1H;SH3BGR;CDH13;COL1A1;ADAM12;ANKRD2;PDE4DIP;SPARC;SGCG;MYL6B;AEBP1;GNAO1;MYOZ1;ABLIM1;COL6A3;TGFB1;MEF2C;KIFC3;TNNC1;OCEL1;NCAM1;SH2B1;CKMT2;BDKRB2;MYH1;CAV3;TNNI2;ITGB5;TSC2;TNNC2
R2_GSE51588_OA_vs_Normal,HALLMARK_IL2_STAT5_SIGNALING,-1.80004427091654,193,5.59413424821972e-06,1.3319367257666e-05,IL1R2;MXD1;PNP;XBP1;ODC1;TGM2;CCND3;NFIL3;GLIPR2;UCK2;PLIN2;CST7;PIM1;SYNGR2;PTRH2;CA2;MAP3K8;GSTO1;DHRS3;SLC1A5;RHOH;AHCY;MYC;GATA1;PTGER2;BCL2L1;CD79B;IRF8;MAPKAPK2;DCPS;BATF;RRAGD;GABARAPL1;RNH1;PUS1;FURIN;CCNE1;NOP2;FAH;PLSCR1;SOCS2;IL1RL1;IL18R1;MAFF;CD48;GADD45B;CDC42SE2;KLF6;ARL4A;IFNGR1;SELL;CISH;RHOB
R2_GSE51588_OA_vs_Normal,HALLMARK_UV_RESPONSE_DN,1.88881043734308,137,7.054683070185e-06,1.60333706140568e-05,ID1;PDGFRB;COL3A1;PTPN21;MMP16;ATP2B1;MAP1B;SMAD3;CACNA1A;DAB2;DBP;ARHGEF9;COL5A2;SYNJ2;PRKCA;VAV2;TJP1;LPAR1;ACVR2A;PIAS3;COL1A2;SMAD7;COL1A1;PLCB4;PRKCE;NR3C1;CDON;COL11A1;ATRN;LAMC1;CAP2;CDC42BPA;SDC2;INPP4B;NRP1;LTBP1;DLC1;BMPR1A;NR1D2;FZD2;KIT;IRS1;FHL2;ATXN1;NEK7;APBB2;ANXA2;IGFBP5;EFEMP1;SIPA1L1;AMPH;IGF1R;SNAI2;MAP2K5;GJA1;SPOP;KALRN;ATP2B4;ATRX
R2_GSE51588_OA_vs_Normal,HALLMARK_ANDROGEN_RESPONSE,-1.97638088236943,97,1.40779384156802e-05,3.06042139471308e-05,PTK2B;PA2G4;CCND3;NGLY1;ELOVL5;XRCC5;GSR;XRCC6;SPCS3;CENPN;RRP12;UBE2J1;TNFAIP8;MAP7;FKBP5;STK39;SAT1;INSIG1;TARP;B4GALT1;ARID5B;ELL2;DNAJB9;AZGP1;ADRM1;UAP1;AKT1;PIAS1;VAPA;ADAMTS1;SMS;IQGAP2;HERC3;ACTN1;NDRG1;GNAI3;IDI1;MYL12A;SORD;ABHD2;SRF
R2_GSE51588_OA_vs_Normal,HALLMARK_IL6_JAK_STAT3_SIGNALING,-1.95584540477248,87,1.66862573388794e-05,3.47630361226654e-05,IL1R2;IL17RA;TLR2;HMOX1;PF4;PIM1;CSF3R;MAP3K8;CD38;CSF2RA;PTPN11;DNTT;PTPN1;STAT3;PTPN2;IL18R1;GRB2;IL2RG;HAX1;EBI3;TNFRSF1A;IFNGR1;CXCL3;ITGA4;IFNGR2;CCR1;MYD88
R2_GSE51588_OA_vs_Normal,HALLMARK_SPERMATOGENESIS,-1.78756963642475,131,5.78335387224732e-05,0.000115667077444946,SLC2A5;CLPB;AGFG1;TLE4;TALDO1;CLGN;GFI1;CDKN3;HSPA4L;PIAS2;CCNA1;MAP7;TUBA3C;AURKA;KIF2C;TOPBP1;NF2;DBF4;ALOX15;EZH2;CCT6B;RFC4;PGS1;VDAC3;OAZ3;ARL4A;STRBP;CCNB2;NAA11;POMC;ADAM2;TSN;ODF1;BUB1;PSMG1;CHFR;CDK1;MTOR;ACRBP
R2_GSE51588_OA_vs_Normal,HALLMARK_ESTROGEN_RESPONSE_LATE,-1.63840725101079,192,0.000117407635943684,0.000225783915276315,SIAH2;SLC7A5;PPIF;BAG1;ISG20;S100A9;DHCR7;CHPT1;XBP1;IDH2;ELOVL5;HPRT1;CA2;SLC27A2;AREG;FDFT1;RBBP8;FKBP4;BTG3;HSPA4L;DCXR;MYB;LTF;CCNA1;PRKAR2B;NXT1;FKBP5;PTPN6;BATF;IMPA2;TST;JAK2;CDH1;BLVRB;ASS1;GLA;MEST
R2_GSE51588_OA_vs_Normal,HALLMARK_INFLAMMATORY_RESPONSE,-1.57971732588444,197,0.000246929780074858,0.000454153739058225,FPR1;C5AR1;MXD1;RNF144B;TLR2;EREG;AQP9;PROK2;RHOG;P2RY2;CSF3R;SLC7A1;ADM;LYN;IL18RAP;NOD2;MYC;PTGER2;PDE4B;GCH1;CLEC5A;GNA15;CD82;OSM;SLC31A2;NAMPT;CCL20;PLAUR;F3;ADRM1;GPR183;PTAFR;ICAM4;NLRP3;IL18R1;RGS1;GPR132;CD48;LCP2;TLR1;SLC31A1;EBI3;KLF6;CCRL2;SELL;NFKB1;IRAK2;IFNGR2
R2_GSE51588_OA_vs_Normal,HALLMARK_HEDGEHOG_SIGNALING,1.93494644255431,35,0.00026126655955514,0.000454153739058225,GLI1;HEY2;THY1;PTCH1;OPHN1;HEY1;AMOT;UNC5C;NRP1;NF1;CRMP1;RASA1;CDK5R1;DPYSL2;NRP2
R2_GSE51588_OA_vs_Normal,HALLMARK_P53_PATHWAY,-1.59899650343735,192,0.00026340916865377,0.000454153739058225,MXD1;GADD45A;HMOX1;MAPKAPK3;CCND3;STOM;SLC19A2;IRAK1;ALOX15B;LDHB;ADA;MKNK2;UPP1;HSPA4L;DCXR;HINT1;RRP8;RHBDF2;DDIT4;SAT1;TRIB3;CD82;RPL36;RPL18;PITPNC1;RAD51C;BLCAP;BAX;SLC3A2;DRAM1;SESN1;RPS12;FAM162A;AEN;FGF13;POM121;TPRKB;PCNA;EI24;PRKAB1;DNTTIP2;BTG1;FOXO3;PERP;TOB1;INHBB;NDRG1;VAMP8;DDIT3;IFI30;NINJ1;DGKA;PVT1;TRAFD1;TRIAP1
R2_GSE51588_OA_vs_Normal,HALLMARK_ALLOGRAFT_REJECTION,-1.5828060617179,195,0.000391400891459245,0.000652334819098742,SRGN;HCLS1;FGR;TLR2;EREG;CCND3;PF4;ELANE;UBE2D1;RPL39;LYN;CFP;RPS19;IFNAR2;IL18RAP;EIF3A;EIF3J;EIF5A;EIF3D;IRF8;ELF4;PTPN6;NCF4;NPM1;RPS9;IL4;NME1;PRKCB;JAK2;RPL9;NLRP3;BCL3;AKT1;IL2RG;MRPL3;LCP2;TLR1;KRT1;IFNGR1;DEGS1;ABCE1;HLA-E;RPS3A;IFNGR2
R2_GSE51588_OA_vs_Normal,HALLMARK_ESTROGEN_RESPONSE_EARLY,-1.52188145900693,192,0.000797040429732521,0.00128554908021374,SIAH2;SLC7A5;PPIF;BAG1;UGCG;DHCR7;SLC2A1;CHPT1;XBP1;TGM2;ELOVL5;P2RY2;SLC19A2;SLC27A2;AREG;FDFT1;RBBP8;TTC39A;FKBP4;RRP12;FASN;DHRS3;MYC;MYB;GAB2;NXT1;FKBP5;SYNGR1
R2_GSE51588_OA_vs_Normal,HALLMARK_INTERFERON_ALPHA_RESPONSE,1.65704954473686,92,0.00126936467572527,0.00198338230582073,CXCL11;IFIT2;RTP4;DHX58;HERC6;SAMD9L;IFIT3;IFIH1;IFI44L;LAMP3;IFI44;STAT2;UBA7;ISG15;IL15;DDX60;C1S;TRIM25;MOV10;EPSTI1;IFI27;PARP14;BATF2;IL7;IRF9;GBP4;LPAR6;OAS1;TRIM5;CXCL10;RSAD2;SAMD9;IFI35;USP18;EIF2AK2;TMEM140;IRF7
R2_GSE51588_OA_vs_Normal,HALLMARK_APOPTOSIS,-1.48992688834555,158,0.00227432756146541,0.00334947512757422,HMGB2;ISG20;GADD45A;BID;HMOX1;EREG;SOD2;BNIP3L;CD38;GSR;GPX3;DAP3;BTG3;BCL2L1;CCNA1;GCH1;CFLAR;SAT1;CDK2;GNA15;WEE1;TSPO;VDAC2;BCAP31;BAX;ETF1;SOD1;LGALS3;CTH;GADD45B;GPX1;DNM1L
R2_GSE51588_OA_vs_Normal,HALLMARK_APICAL_JUNCTION,1.53420309989761,192,0.00227764308675047,0.00334947512757422,SLIT2;FBN1;CD34;TRAF1;THY1;EPB41L2;CDH6;LAMB3;TMEM8B;AKT2;ITGA3;ITGB4;PARD6G;CD276;AMIGO2;CNTN1;VAV2;TJP1;MMP2;LAYN;TSC1;SHROOM2;CX3CL1;CERCAM;EVL;MDK;NFASC;ITGA2;RRAS;MYH10;NF1;RSU1;FSCN1;TRO;RASA1;LDLRAP1;NRAP;TSPAN4;IRS1;ADAMTS5;CDH15;ADRA1B;NLGN2;MMP9;CADM2;COL9A1;EXOC4;ARHGEF6;NRXN2;CDH11;LIMA1;SGCE;GAMT
R2_GSE51588_OA_vs_Normal,HALLMARK_WNT_BETA_CATENIN_SIGNALING,1.74282935500822,42,0.00295318837561575,0.00421884053659393,FZD8;HEY2;HDAC5;PTCH1;FZD1;JAG2;WNT1;HEY1;TCF7;KAT2A;AXIN2;HDAC11;NOTCH4;WNT6
R2_GSE51588_OA_vs_Normal,HALLMARK_CHOLESTEROL_HOMEOSTASIS,-1.66446681539268,72,0.00321301871075397,0.00446252598715829,DHCR7;NFIL3;TMEM97;ADH4;FDFT1;FASN;NSDHL;TRIB3;PLAUR;PLSCR1;LGALS3;FBXO6;ACSS2;PPARG;ACAT2;ERRFI1;FABP5;ECH1;CBS;LDLR;ATF5;IDI1;LPL;PDK3;SCD;EBP;TM7SF2;STX5;FDPS;PCYT2;ACTG1;ATF3;CXCL16;SREBF2;CYP51A1;ANTXR2;ALDOC;CHKA
R2_GSE51588_OA_vs_Normal,HALLMARK_PEROXISOME,-1.523005918223,102,0.00461857755994948,0.00624132102695875,SOD2;IDH2;ELOVL5;PABPC1;SLC27A2;DHRS3;SLC25A19;HSD17B11;ACSL1;TSPO;ACSL5;ALB;YWHAH;TTR;ERCC1;CAT;SOD1;CDK7;HSD17B4;NUDT19;PRDX5;CLN6;CNBP;ECH1;PEX13;SLC25A4;IDI1;ACSL4;NR1I2;PEX11A;TOP2A;ALDH9A1;PRDX1;FIS1;IDE;PEX14;PEX5;ABCD1;ISOC1;FDPS;GNPAT;DHCR24;ACAA1;SCGB1A1;HRAS;HSD11B2;ALDH1A1;MLYCD;FADS1
R2_GSE51588_OA_vs_Normal,HALLMARK_KRAS_SIGNALING_DN,1.43506942571804,187,0.00756817431611238,0.00995812410014787,GPRC5C;RGS11;ABCG4;SHOX2;CYP39A1;RYR1;FGFR3;COL2A1;LYPD3;ATP6V1B1;SLC25A23;CAMK1D;COPZ2;ADRA2C;CELSR2;MYO15A;NRIP2;IFI44L;MFSD6;PDK2;YPEL1;FGGY;AKR1B10;LGALS7;TGM1;C5;IDUA;SKIL;THNSL2;IFNG;RSAD2;INSL5;GAMT;KCNE2;CPEB3;TG;CD40LG;NPHS1;AMBN;NTF3;MX1;HNF1A;FGF22;SLC29A3;KCND1;ITIH3;SSTR4;SGK1;CACNG1;CKM;PTGFR;DCC;WNT16;MTHFR;PDCD1;TCF7L1;CACNA1F;KRT5;DLK2
R2_GSE51588_OA_vs_Normal,HALLMARK_COAGULATION,1.45943445107364,136,0.0111715769437033,0.0143225345432094,CAPN5;FBN1;ACOX2;S100A13;CAPN2;CTSO;RGN;CFI;MMP15;HTRA1;A2M;PLAT;PDGFB;CRIP2;MMP2;FN1;MMP11;SPARC;ITGA2;MMP14;C1S;RAPGEF3;CFB;DPP4;APOC2;COMP;LRP1;PRSS23;MMP9;PROS1;MST1;F2
R2_GSE51588_OA_vs_Normal,HALLMARK_TGF_BETA_SIGNALING,1.57584563892111,54,0.014695813439822,0.0183697667997775,ID1;SMAD6;SMURF2;SMAD3;PMEPA1;SPTBN1;TJP1;SMAD7;NOG;APC;SMAD1;BMPR2;BMPR1A;LTBP2;SKIL;TGFB1;XIAP;CDK9;BMP2
R2_GSE51588_OA_vs_Normal,HALLMARK_COMPLEMENT,-1.33168494656997,194,0.0170445049796554,0.0207859816825066,S100A9;GCA;S100A12;MMP8;PIM1;CDA;RHOG;CR1;CA2;LYN;PFN1;LTF;RNF4;USP15;ITGAM;SERPINB2;CEBPB;FCN1;C9;GP9;KYNU;PREP;TNFAIP3;JAK2;GPD2;PLAUR;F3;CD59;PLSCR1;HSPA5;GNAI2;MAFF;GNB2;GRB2;LGALS3
R2_GSE51588_OA_vs_Normal,HALLMARK_PROTEIN_SECRETION,-1.30866137586172,95,0.0532116297901843,0.0633471783216479,ANP32E;AP2S1;NAPA;MAPK1;GALC;STAM;GLA;BNIP3;TMX1;SOD1;ZW10;ICA1;ARF1;DNM1L;CLTA;TSG101;TMED10;YIPF6;SNX2;RAB2A;AP2M1;LAMP2;SEC22B;COPB2;VAMP7;M6PR;RAB5A;ERGIC3;ARFGAP3;ABCA1
R2_GSE51588_OA_vs_Normal,HALLMARK_KRAS_SIGNALING_UP,-1.19482182918281,193,0.0835544744088259,0.0971563655916581,GLRX;GYPC;ARG1;CXCR4;EREG;PPBP;CDADC1;RETN;CA2;LAPTM5;CSF2RA;LCP1;TFPI;IRF8;SLPI;MAP7;ANGPTL4;TNFAIP3;ADAM8;APOD;BPGM;IGFBP3;CCL20;PRDM1;PLAUR;AVL9;AMMECR1;GADD45G;CIDEA;IL2RG;DOCK2;CROT;RBP4;EPB41L3;TRIB2;MPZL2;TRIB1;YRDC
R2_GSE51588_OA_vs_Normal,HALLMARK_APICAL_SURFACE,1.30793566539214,43,0.0955414012738854,0.10856977417487,AFAP1L2;THY1;IL2RB;TMEM8B;LYPD3;GATA3;SHROOM2;CX3CL1;CD160;ATP8B1;NTNG1;CROCC;DCBLD2;PCSK9;EPHB4
R2_GSE51588_OA_vs_Normal,HALLMARK_MITOTIC_SPINDLE,-1.15109823597599,196,0.105882352941176,0.117647058823529,CDC42;TUBA4A;CSNK1D;MAPRE1;LMNB1;PCGF5;PAFAH1B1;SMC4;STAU1;UXT;AURKA;GEMIN4;DYNLL2;ARL8A;INCENP;PRC1;KIF22;ARHGDIA;FBXO5;PPP4R2;KIF2C;SUN2;LRPPRC;KIF11;DOCK2;TPX2;MID1IP1;CENPE;FGD4;DLGAP5;EZR;CCNB2;ABL1;KIF15;CDC42EP4;PLK1;NEDD9;BUB1;CDK1;CEP57;RACGAP1;SYNPO;NUSAP1;SMC1A;BCL2L11;CKAP5;BIRC5;ESPL1;KIF4A;KNTC1;CYTH2;PREX1;CENPF;TTK;TUBGCP2;CDC27;MAP1S;ATG4B;TOP2A
R2_GSE51588_OA_vs_Normal,HALLMARK_INTERFERON_GAMMA_RESPONSE,1.16052567335532,193,0.153638814016173,0.166998710887144,SSPN;IFIT1;IL2RB;CXCL11;IFIT2;TNFSF10;XAF1;TNFAIP2;RTP4;DHX58;OAS3;XCL1;HERC6;SAMD9L;IFIT3;IFIH1;IFI44L;IFI44;STAT2;ISG15;IL15;DDX60;GZMA;CXCL9;KLRK1;C1S;TRIM25;PLA2G4A;CFB;TAPBP;EPSTI1;CIITA;IFI27;PARP14;GPR18;BATF2;IL7;IRF9;GBP4;P2RY14;RNF213;HLA-DMA;TOR1B;RIPK1;CMKLR1;CXCL10;RSAD2
R2_GSE51588_OA_vs_Normal,HALLMARK_ANGIOGENESIS,1.24246602545072,36,0.162379421221865,0.172744065129644,COL3A1;LUM;JAG2;COL5A2;PDGFA;VAV2;FGFR1;S100A4;NRP1;SLCO2A1;SPP1;ITGAV
R2_GSE51588_OA_vs_Normal,HALLMARK_NOTCH_SIGNALING,1.00606225720602,32,0.435483870967742,0.453629032258065,NOTCH3;WNT5A;FZD1;PRKCA;FZD7;KAT2A;HEYL
R2_GSE51588_OA_vs_Normal,HALLMARK_BILE_ACID_METABOLISM,0.895607812454056,111,0.709117221418234,0.723589001447178,EPHX2;SLC29A1;ABCG4;CYP39A1;EFHC1;ABCA2;NUDT12;CYP27A1;CYP7B1;SLC23A2;DIO2;FDXR;HSD3B7;ABCG8;PEX11G;RXRG;ATXN1;ABCA8;PEX12;ABCA3;GCLM;ABCD3;NR3C2;OPTN;BCAR3;ABCA9;FADS2;RBP1;NR1H4;RETSAT
R2_GSE51588_OA_vs_Normal,HALLMARK_PANCREAS_BETA_CELLS,-0.78337752974373,40,0.851752021563342,0.851752021563342,SPCS1;G6PC2;SRPRB;FOXO1;SEC11A;SLC2A2;PKLR;PCSK1;SRP14;PDX1
R3_GSE55235_OA_vs_Healthy,HALLMARK_TNFA_SIGNALING_VIA_NFKB,-3.55437121387993,198,4.77759313874097e-52,2.38879656937049e-50,KLF9;BCL6;RHOB;FOSL2;GADD45A;NFIL3;MAFF;GADD45B;TIPARP;CEBPD;NFKBIA;MYC;BTG2;PPP1R15A;KLF2;KLF4;ATF3;CDKN1A;DUSP2;PER1;IER5;ZFP36;VEGFA;CXCL2;TNFAIP3;BTG1;MCL1;NAMPT;CCNL1;BTG3;FOSB;PNRC1;CEBPB;KLF6;TGIF1;SLC2A3;NR4A2;CCN1;PTGS2;GPR183;DUSP5;CXCL3;JUN;IRS2;IER2;MAP3K8;JUNB;LDLR;SOCS3;ETS2;TRIB1;ZC3H12A;SDC4;IL1B;CCL4;EGR1;PDE4B;ACKR3;NR4A1;SAT1;GCH1;PHLDA1;PLPP3;DUSP1;IL15RA;SPSB1;IL6;PLK2;NFKB2;CD69;AREG;PFKFB3;IER3;ID2;ICAM1;RIPK2;PTX3;EDN1;BMP2;TNFSF9;TSC22D1;RELA;HES1;PANX1;FOS;EIF1;CCL20;BHLHE40;YRDC;ZBTB10;LIF;JAG1;CD83;FOSL1;IRF1;DNAJB4;B4GALT5;NFAT5;KLF10;EFNA1;REL
R3_GSE55235_OA_vs_Healthy,HALLMARK_HYPOXIA,-2.68428889439653,193,1.37011471882435e-19,3.42528679706087e-18,FOSL2;NFIL3;MAFF;TIPARP;DDIT4;PPP1R15A;PLIN2;ATF3;CDKN1A;ZFP36;VEGFA;TNFAIP3;BTG1;ADM;PIM1;PNRC1;KLF6;SLC2A3;CCN1;MT1E;JUN;GBE1;IRS2;KDM3A;GLRX;FOXO3;SIAH2;SAP30;MXI1;HAS1;RORA;STC1;DDIT3;SDC4;PPARGC1A;KLHL24;ACKR3;DUSP1;MT2A;GPC3;IL6;CSRP2;JMJD6;DPYSL4;PFKFB3;IER3;CCNG2;AK4;SLC2A1;PDK3;CITED2;EGFR;NDRG1;HSPA5;SRPX;FOS;LDHA;BHLHE40;STC2;PDK1;HK2;LARGE1;KLF7;PGK1;PCK1;EFNA1;CDKN1B;ENO2;TPBG;CA12;GYS1;ZNF292;BNIP3L;ENO3;F3;TPI1;SLC25A1;ANGPTL4
R3_GSE55235_OA_vs_Healthy,HALLMARK_MYC_TARGETS_V1,-2.40757816965355,197,1.3134934634228e-14,2.18915577237133e-13,EIF4A1;MYC;SRSF7;IFRD1;DDX21;NAP1L1;HSPD1;UBA2;FBL;DDX18;SRSF3;EIF1AX;NOLC1;ODC1;SF3A1;SNRPA1;HNRNPU;RNPS1;HNRNPA1;CCT2;NOP16;LDHA;CDK2;NOP56;GNL3;PWP1;NPM1;ETF1;TCP1;PA2G4;PGK1;DHX15;HSP90AB1;SNRPD1;SF3B3;HNRNPR;KARS1;DEK;CTPS1;HNRNPD;EXOSC7;MRPL9;TRA2B;PABPC1;IMPDH2;YWHAE;SYNCRIP;HDGF;HSPE1;SET;HNRNPC;ORC2;SNRPB2;RSL1D1;VDAC1;HNRNPA2B1;CBX3;EIF2S2;XPOT;RAN;PSMD7;HPRT1;RRP9;CNBP;UBE2E1;RRM1;H2AZ1;EIF3B;NHP2;HNRNPA3;ILF2;VBP1;KPNB1;EIF2S1;SRM;RPL14;PSMD1;AP3S1;PSMA1;TARDBP;PSMC4;ERH;CCT5;RAD23B;RUVBL2;TOMM70;PRPS2;CCT3;CLNS1A;G3BP1;GSPT1
R3_GSE55235_OA_vs_Healthy,HALLMARK_UV_RESPONSE_UP,-2.29566775101512,157,4.4760866845121e-11,5.59510835564012e-10,RHOB;NFKBIA;BTG2;ATF3;CXCL2;BTG1;BTG3;FOSB;DNAJB1;DDX21;NXF1;JUNB;RRAD;TFRC;MAOA;OLFM1;NR4A1;GCH1;IL6;DNAJA1;MSX1;GPX3;ICAM1;PRPF3;BMP2;TARS1;HNRNPU;CDO1;FOS;CDC5L;CDK2;EIF5;RAB27A;BCL2L11;ASNS;IRF1;GRINA;SLC6A8;ENO2;CCND3;NUP58;GRPEL1;AMD1
R3_GSE55235_OA_vs_Healthy,HALLMARK_MYC_TARGETS_V2,-2.56238134217767,58,8.94923842968815e-11,8.94923842968815e-10,MYC;DUSP2;HSPD1;DDX18;NOLC1;WDR43;NIP7;PPRC1;TMEM97;NOP16;NOP56;GNL3;NPM1;WDR74;HK2;NOP2;TCOF1;PUS1;PA2G4;NOC4L;MAP3K6;HSPE1;RCL1;PES1;CBX3;EXOSC5;PPAN;RRP9;MYBBP1A;MRTO4;IMP4;LAS1L;IPO4;SORD;SRM
R3_GSE55235_OA_vs_Healthy,HALLMARK_MTORC1_SIGNALING,-2.05085984887435,198,4.62233186021741e-09,3.50443000265051e-08,NFIL3;DDIT4;BTG2;PPP1R15A;CDKN1A;MTHFD2;NAMPT;SLC2A3;IFRD1;GBE1;GLRX;LDLR;HSPD1;TFRC;STC1;DDIT3;HSPA9;CTH;PIK3R3;AK4;FADS1;SLC2A1;SLC7A5;ATP2A2;EGLN3;PHGDH;HSPA5;TMEM97;INSIG1;SLC1A5;LDHA;BHLHE40;ETF1;PDK1;UBE2D3;HK2;PITPNB;TRIB3;PGK1;ASNS;IDI1;TOMM40;PNO1;ACLY;UFM1;DHCR24;NMT1;PNP;TBK1;DDX39A;HSPE1;PSMD12;ELOVL5;FADS2;PPA1;IMMT;WARS1;TPI1
R3_GSE55235_OA_vs_Healthy,HALLMARK_P53_PATHWAY,-2.05803013569144,199,4.90620200371072e-09,3.50443000265051e-08,SLC19A2;GADD45A;DDIT4;BTG2;PPP1R15A;KLF4;ATF3;CDKN1A;IER5;BTG1;ZBTB16;JUN;H1-2;FOXO3;RRAD;STOM;ACVR1B;INHBB;DDIT3;MKNK2;SAT1;RGS16;TSPYL2;PLK2;IER3;LDHB;SOCS1;SLC3A2;TM4SF1;TOB1;BMP2;NDRG1;DNTTIP2;DCXR;TNFSF9;TSC22D1;ZFP36L1;PERP;FOS;LIF;TRIB3;COQ8A;PROCR;PLK3;H2AJ;CCND3;TXNIP;ADA;RALGDS;SPHK1;ANKRA2;BAIAP2;KRT17;TPRKB;SESN1;TRAF4;SERTAD3;TP53
R3_GSE55235_OA_vs_Healthy,HALLMARK_APOPTOSIS,-2.01072078480804,158,9.08080590102972e-08,5.67550368814358e-07,RHOB;GADD45A;GADD45B;BTG2;ATF3;CDKN1A;MCL1;BTG3;HMGB2;PMAIP1;JUN;NEDD9;EMP1;TGFBR3;DDIT3;IL1B;WEE1;SAT1;GCH1;IL6;CD69;CTH;IER3;DNAJA1;GPX3;H1-0;BMP2;RELA;SMAD7;CDK2;BCL2L1;VDAC2;ETF1;BCL2L11;IRF1;EREG;CDKN1B;ENO2;IGFBP6;IFNGR1;TXNIP;CREBBP;KRT18
R3_GSE55235_OA_vs_Healthy,HALLMARK_IL2_STAT5_SIGNALING,-1.93628209790142,178,2.23860443500679e-07,1.24366913055933e-06,RHOB;NFIL3;MAFF;GADD45B;MYC;PLIN2;PIM1;GABARAPL1;KLF6;SLC2A3;MAP3K8;EMP1;RORA;ARL4A;SOCS2;PHLDA1;RGS16;POU2F1;SOCS1;NCOA3;ODC1;UCK2;BMP2;NDRG1;PTRH2;IGF1R;SLC1A5;BCL2L1;BHLHE40;HK2;NOP2;LIF;MUC1;PUS1;CD83;BATF;IL10;PLSCR1;PTGER2;TNFRSF1B;CCND3;PNP;IFNGR1;MAPKAPK2;SPRED2;FURIN;SWAP70;S100A1;CSF1;ENO3;CISH
R3_GSE55235_OA_vs_Healthy,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-2.04294330519837,113,1.12314500136431e-06,5.61572500682154e-06,EIF4A1;DDIT4;ATF3;MTHFD2;VEGFA;BAG3;CEBPB;ATF4;HERPUD1;EIF2AK3;TSPYL2;HSPA9;NOP14;EIF4A3;NOLC1;SLC7A5;DDX10;DNAJB9;TARS1;DKC1;HSPA5;NOP56;STC2;NPM1;ASNS;WIPI1;EXOSC2;ATF6;EXOSC5;XPOT;EIF4A2;EXOSC10;RRP9;XBP1;EIF4G1;NHP2;CKS1B;KHSRP;ERO1A;IMP3;EIF4EBP1;EIF2S1;PAIP1;ERN1;PREB;TUBB2A
R3_GSE55235_OA_vs_Healthy,HALLMARK_ESTROGEN_RESPONSE_EARLY,-1.82373437410155,200,2.08207188927179e-06,9.46396313305361e-06,SLC19A2;TIPARP;MYC;KLF4;PMAIP1;ABLIM1;SIAH2;TSKU;INHBB;RHOBTB3;OLFM1;RETREG1;FKBP5;AREG;SLC2A1;NXT1;FASN;SLC7A5;CYP26B1;SH3BP5;TOB1;AFF1;ELF1;IGF1R;HES1;FOS;HSPB8;AKAP1;BHLHE40;STC2;DYNLT3;MUC1;UGCG;KDM4B;NAV2;TFAP2C;P2RY2;KLF10;MAST4;KCNK5;MED13L;TPBG;RBBP8;CA12;ISG20L2;ELOVL5;KRT18;SLC1A1;SYBU;SVIL;FOXC1;CISH;IL6ST
