comparison,pathway,NES,size,pval,padj,leadingEdge
R1_GSE51588_Medial_vs_Lateral,HALLMARK_IL6_JAK_STAT3_SIGNALING,-1.26056966122363,87,0.0976645435244161,0.140692640692641,LEPR;CD36;CNTFR;MAP3K8;EBI3;TNF;CXCL3;STAT2;JUN;TLR2;CSF2RA;IRF1;CSF3R;CD38;TNFRSF21;IL1B;CD14;IL2RG;PF4;GRB2;TYK2;PIM1;LTB;PTPN1;IFNGR1;SOCS3;CXCL10;CXCL9
R1_GSE51588_Medial_vs_Lateral,HALLMARK_PROTEIN_SECRETION,1.25097853046456,95,0.0984848484848485,0.140692640692641,ADAM10;PPT1;SEC24D;PAM;AP2S1;GLA;TMED2;COPB2;LAMP2;ARFGAP3;SEC31A;CD63;LMAN1;AP3S1;TMX1;CLTA;COPB1;SNAP23;KRT18;RPS6KA3;VAMP7;RAB2A;ERGIC3;AP2M1;SEC22B;BET1;ARCN1;EGFR;COPE;DST;ARFIP1;AP3B1;CLN5
R1_GSE51588_Medial_vs_Lateral,HALLMARK_MYOGENESIS,-1.19127767712496,197,0.112016293279022,0.155578185109753,CTF1;MYOM1;CRYAB;ITGA7;DAPK2;CD36;NQO1;VIPR1;ACSL1;NOTCH1;GPX3;AKT2;NCAM1;GNAO1;TAGLN;PC;MRAS;FXYD1;LPIN1;RYR1;CFD;SH3BGR;GSN;FGF2;APOD;SGCG;SH2B1;TPM3;PICK1;MAPRE3;SOD3;PYGM;MYLK;FOXO4;FLII;HSPB8;SPTAN1;MYH3;IGFBP3;SVIL;NAV2;CASQ2;SSPN;CACNA1H;CAV3
R1_GSE51588_Medial_vs_Lateral,HALLMARK_P53_PATHWAY,-1.1738825045385,192,0.122983870967742,0.166194420226678,RXRA;CEBPA;FGF13;PHLDA3;INHBB;NOTCH1;BTG2;EPHX1;TCN2;PTPRE;RHBDF2;MKNK2;STOM;ZBTB16;TSPYL2;TXNIP;POM121;SLC19A2;JUN;FOS;DCXR;RETSAT;FOXO3;TOB1;CD81;RAB40C;RCHY1;WWP1;SESN1;DDIT3;SERTAD3;PPP1R15A;DRAM1;ATF3;KLF4;CCP110;ZFP36L1;SLC3A2;PRKAB1;NUPR1;MXD1;TPD52L1;PERP;EPHA2;CCND3;ERCC5;SP1;PLXNB2;HEXIM1;ITGB4
R1_GSE51588_Medial_vs_Lateral,HALLMARK_INFLAMMATORY_RESPONSE,1.16518168610578,197,0.13894324853229,0.178266178266178,TPBG;INHBA;CD55;ADORA2B;SPHK1;SGMS2;EMP3;LPAR1;PCDH7;MMP14;TIMP1;TNFAIP6;HIF1A;TNFRSF9;HAS2;PLAUR;RIPK2;AHR;OSMR;KCNMB2;NDP;PDPN;ITGB3;ITGA5;CCL7;EDN1;SERPINE1;IL1R1;SLC1A2;CCL24;CLEC5A;IL4R;ATP2A2;BDKRB1;SLC31A2;EREG;NPFFR2
R1_GSE51588_Medial_vs_Lateral,HALLMARK_APICAL_SURFACE,1.28374306586179,43,0.139047619047619,0.178266178266178,THY1;ADAM10;SRPX;LYPD3;SHROOM2;GSTM3;PLAUR;APP;B4GALT1;ATP6V0A4;GAS1;PCSK9
R1_GSE51588_Medial_vs_Lateral,HALLMARK_CHOLESTEROL_HOMEOSTASIS,-1.18153891749789,72,0.165983606557377,0.207479508196721,LSS;ACSS2;PPARG;TM7SF2;FASN;MAL2;LPL;GSTM2;ECH1;FDFT1;ATXN2
R1_GSE51588_Medial_vs_Lateral,HALLMARK_APOPTOSIS,-1.14923163073389,158,0.177914110429448,0.214913551627548,BTG2;GPX3;CREBBP;GPX4;TGFBR3;TNF;PDCD4;CFLAR;PLAT;PLCB2;BCL2L2;BNIP3L;TXNIP;TNFSF10;CYLD;JUN;RHOB;SQSTM1;GSN;TIMP3;RELA;CAV1;RETSAT;PRF1;IRF1;CD38;CD69;IL1B;CDKN1B;DDIT3;CD14;FASLG;MCL1;SPTAN1;ADD1;ATF3;MADD
R1_GSE51588_Medial_vs_Lateral,HALLMARK_KRAS_SIGNALING_UP,-1.12533977295725,193,0.18052738336714,0.214913551627548,SPON1;MMD;CIDEA;RBP4;TRIB1;G0S2;AKT2;DUSP6;IL10RA;PLAT;TRAF1;JUP;IGF2;PLVAP;NRP1;MAP3K1;GYPC;IRF8;SPARCL1;ANGPTL4;APOD;TNFAIP3;CDADC1;F2RL1;NAP1L2;IL33;TRIB2;CSF2RA;MTMR10;HSD11B1;IL1B;GPRC5B;ST6GAL1;IL2RG;IGFBP3;PPP1R15A;DNMBP;KLF4;TFPI;MAP4K1
R1_GSE51588_Medial_vs_Lateral,HALLMARK_TGF_BETA_SIGNALING,-1.1953079809111,54,0.192468619246862,0.223800720054491,CDKN1C;LTBP2;SPTBN1;JUNB;KLF10;SMURF1;TRIM33;NCOR2;NOG;CDK9;PPP1R15A;CDH1;BCAR3;HIPK2;ENG;SMURF2;PPM1A;PMEPA1;LEFTY2
R1_GSE51588_Medial_vs_Lateral,HALLMARK_KRAS_SIGNALING_DN,1.1043779237168,187,0.232741617357002,0.264479110632957,AKR1B10;WNT16;COPZ2;EDN2;ENTPD7;HSD11B2;LYPD3;OXT;TGFB2;NUDT11;SHOX2;RYR2;CKM;FGFR3;RIBC2;SLC29A3;GPRC5C;IGFBP2;TG;EDN1;GPR19;TFCP2L1;ABCG4;SNCB;NTF3;CAMK1D;COL2A1;IL5;CPA2;KLK7;LGALS7;RGS11;IDUA;GDNF;CACNG1;MEFV;PTGFR;TAS2R4;P2RY4;GRID2;PAX4;CYP11B2;EPHA5;MYH7;TSHB
R1_GSE51588_Medial_vs_Lateral,HALLMARK_COMPLEMENT,1.090096376405,194,0.25390625,0.282118055555556,CD55;APOBEC3F;PHEX;ATOX1;MMP14;C1R;TIMP1;C2;F2;PLAUR;PRCP;CFB;CDK5R1;ZEB1;GNGT2;PLA2G4A;PFN1;COL4A2;MMP13;FYN;FN1;SRC;LAMP2;DOCK10;PREP;S100A13;CASP4;SERPINE1;PCSK9;KIF2A;PPP4C;CDH13;DYRK2;C1S;CASP3;CASP5;HPCAL4;GNB4;SPOCK2;ADAM9;TMPRSS6;PLA2G7;PIK3R5;HSPA5;CDA;DPP4;RABIF
R1_GSE51588_Medial_vs_Lateral,HALLMARK_WNT_BETA_CATENIN_SIGNALING,1.13598738591284,42,0.277566539923954,0.301702760786907,HEY1;WNT1;LEF1;FZD1;ADAM17;DKK1;TCF7;HDAC2;HEY2
R1_GSE51588_Medial_vs_Lateral,HALLMARK_UV_RESPONSE_DN,-1.04581916275066,137,0.362903225806452,0.386067261496225,RXRA;PPARG;MGLL;PRKAR2B;CELF2;CAP2;PEX14;TGFBR3;PTPN21;APBB2;RBPMS;NRP1;CITED2;VLDLR;GRK5;DAB2;CAV1;DUSP1;MTA1;CDKN1B;MAP2K5;NEK7;ZMIZ1;ICA1;TGFBR2;TFPI;RASA2;ADD3;PTPRM;NR3C1;ACVR2A;KALRN;DBP
R1_GSE51588_Medial_vs_Lateral,HALLMARK_HEDGEHOG_SIGNALING,1.02351586718375,35,0.439201451905626,0.457501512401694,THY1;HEY1;ACHE;CDK5R1;CRMP1;HEY2;SCG2;PTCH1;CDK6;PLG;RASA1;NRCAM;NKX6-1;GLI1;DPYSL2
R1_GSE51588_Medial_vs_Lateral,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.995101005682508,104,0.470468431771894,0.480069828338667,MAPK10;PRKAA2;MKNK2;PRKCB;STAT2;RPTOR;PPP2R1B;SQSTM1;NOD1;DUSP3;LCK;CDKN1B;MKNK1;DDIT3;IL2RG;FASLG;GRB2;PDK1;MAP2K3
R1_GSE51588_Medial_vs_Lateral,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.982709782120237,183,0.523622047244094,0.523622047244094,MRPS12;BAX;TIMM8B;GLUD1;MRPL15;TOMM22;FXN;NDUFA4;SLC25A6;ATP6V0B;LDHA;GOT2;COX6B1;TIMM17A;ATP6V1F;UQCRH;NDUFB2;UQCRQ;VDAC1;COX8A;MRPS11;MRPL34;ATP6V1D;COX7A2L;ATP6V1G1;NNT;SLC25A5;NDUFA6;NDUFS3;COX7A2;NDUFB7;COX7C;TIMM50;TIMM9;OAT;COX17;TCIRG1;UQCR11;NDUFS6;NDUFB3;ISCA1;UQCRFS1;NDUFB1
R2_GSE51588_OA_vs_Normal,HALLMARK_MYC_TARGETS_V1,-3.82553936053241,192,1.00313612492415e-60,5.01568062462076e-59,HDGF;SRPK1;PA2G4;ODC1;RAN;APEX1;SNRPA1;POLE3;RUVBL2;ILF2;SNRPD1;U2AF1;CANX;HPRT1;FBL;CCT2;PABPC1;C1QBP;EEF1B2;KPNA2;NOP16;SNRPG;PPM1G;NOLC1;GSPT1;UBE2L3;XRCC6;PPIA;DDX21;PCBP1;PSMD8;HSPE1;CYC1;RPL14;NHP2;RPLP0;PGK1;HNRNPC;ACP1;SRM;TCP1;PSMA7;SRSF7;RPS3;MYC;LSM7;EIF3B;EIF3J;BUB3;EIF3D;LDHA;SRSF2;EIF4A1;TUFM;MCM7;SSB;ERH;NOP56;PSMA2;EIF2S2;EXOSC7;RPS6;TFDP1;ORC2;CDK2;HNRNPA3;MCM6;NDUFAB1;GNL3;PSMD14;NPM1;RPL18;PSMC4;HSPD1;COX5A;PSMA6;PSMB3;RPS5;SET;NME1;PSMA1;CCT7;CDK4;SNRPA;RPL22;TRA2B;PSMA4;VBP1;EIF4H;CCT5;SSBP1;RRP9;KPNB1;ETF1;RANBP1;DEK;PHB2;PRPS2;TRIM28;PABPC4;SLC25A3;AIMP2;SRSF3;HNRNPR;POLD2;MCM4;PSMD7;RPL6;GLO1;CCT3;CCNA2;HNRNPU;FAM120A;RPS10;RPS2;RFC4;RAD23B;DHX15;CUL1;RSL1D1;G3BP1;VDAC3;PSMD1;RNPS1;TXNL4A;PSMD3;MCM2;IMPDH2;PCNA;CLNS1A;CDC45;ABCE1;PSMB2;RRM1;SNRPD2;HDAC2;CNBP;COPS5;CCT4;CSTF2;PRDX3;STARD7;GOT2;DDX18;PRPF31;UBA2;MCM5;SERBP1;IFRD1;EIF4E;SNRPD3;HNRNPA1
R2_GSE51588_OA_vs_Normal,HALLMARK_E2F_TARGETS,-3.40468678673988,194,3.14496621998462e-39,7.86241554996156e-38,ANP32E;NUDT21;HMGB2;DDX39A;TUBG1;NASP;SNRPB;LBR;PA2G4;RAN;PRPS1;HMGA1;PAICS;RAD21;SSRP1;KPNA2;CSE1L;UBE2S;MCM3;NOLC1;GSPT1;LMNB1;RFC2;XRCC6;CDKN3;HMGB3;RPA3;E2F8;MTHFD2;SHMT1;MYC;POP7;NUP153;TIPIN;TFRC;CKS1B;SRSF2;SMC4;MCM7;EXOSC8;NOP56;LYAR;TBRG4;ORC2;AURKA;DEPDC1;MCM6;MLH1;POLA2;DNMT1;WEE1;ILF3;DCTPP1;TUBB;RAD51C;MYBL2;NME1;AURKB;CDK4;CCNE1;ATAD2;TRA2B;SPAG5;ASF1B;KIF22;CDCA8;CIT;SUV39H1;RANBP1;KIF2C;DEK;SLBP;CKS2;MXD3;POLD2;MCM4;EZH2;CDC25A;ZW10;AK2;PNN;NAA38;PTTG1;HMMR;CENPE;CDKN2C;UBE2T;CDCA3;MCM2;DLGAP5;PCNA;TIMELESS;CCNB2;CENPM;ORC6;POLE4;SPC24;BUB1B;POLD3;PLK1;MKI67;RRM2;CDK1;TACC3;RACGAP1;MCM5;SMC1A;UBR7;TK1;GINS3;BIRC5;ESPL1;KIF4A;HNRNPD;RAD1;GINS4;TOP2A;NCAPD2;DIAPH3;POLD1;NAP1L1;CHEK1;PHF5A;NUP107;TRIP13;RBBP7;BRCA2;DUT;CCP110;EIF2S1;TMPO;SMC3;CDKN1A;POLE;USP1;MAD2L1;PLK4;UNG
R2_GSE51588_OA_vs_Normal,HALLMARK_HEME_METABOLISM,-3.25223626815212,191,4.07632301799933e-34,5.89830672104639e-33,HDGF;SLC22A4;GYPC;GMPS;RCL1;RAD23A;SLC2A1;SLC25A37;MXI1;CCND3;TFDP2;NFE2;BNIP3L;GLRX5;SLC4A1;GYPA;CA1;ADIPOR1;HMBS;GCLC;CA2;PSMD9;SNCA;MAP2K3;DCAF10;FBXO9;FBXO7;ALAS2;DCAF11;NARF;SLC6A8;RHAG;SEC14L1;XK;ISCA1;GATA1;MKRN1;GAPVD1;MPP1;AHSP;RBM38;USP15;PRDX2;TFRC;MOSPD1;MYL4;HAGH;ABCB6;EPB42;HBQ1;HTRA2;YPEL5;SLC25A38;MINPP1;PDZK1IP1;EIF2AK1;RIOK3;KLF1;E2F2;OSBP2;BSG;TRIM58;DCUN1D1;HBD;CLIC2;ADD2;DAAM1;BLVRA;ELL2;BLVRB;ANK1;BPGM;AGPAT4;RHD;KEL;RNF123;RANBP10;CPOX;UROS;MARK3;ACSL6;CAT;ICAM4;FBXO34;XPO7;CTSE;PIGQ;TRIM10;RNF19A;UROD;ALDH1L1;GYPB;TSPO2;SPTA1;RHCE;TOP1;UBAC1;TAL1;HBB;FOXO3;BACH1;EPOR;HTATIP2;LPIN2
R2_GSE51588_OA_vs_Normal,HALLMARK_MTORC1_SIGNALING,-3.24682074456521,193,4.71864537683711e-34,5.89830672104639e-33,SLA;SLC7A5;GLRX;DDX39A;UBE2D3;GMPS;PNP;TUBG1;DHCR7;CXCR4;SLC2A1;TUBA4A;XBP1;PSMD12;NFIL3;ARPC5L;PDK1;ELOVL5;CANX;HPRT1;HSPA4;ENO1;GAPDH;HMBS;ADIPOR2;GCLC;MAP2K3;GSR;CFP;TMEM97;SDF2L1;NFKBIB;PPIA;HSPA9;CORO1A;TPI1;HSPE1;ELOVL6;G6PD;PGK1;STIP1;CCT6A;PNO1;SLC1A5;MTHFD2;ALDOA;LDHA;TFRC;ABCF2;PPA1;HSP90B1;DDIT4;EIF2S2;PGM1;GPI;ACTR3;AURKA;INSIG1;TRIB3;PSMD14;ACLY;PSMC4;HSPD1;PSMA3;NAMPT;GBE1;PSME3;TOMM40;PSMA4;RRP9;GLA;ETF1;RPN1;MTHFD2L;EEF1E1;HSPA5;STC1;SERP1;EDEM1;MCM4;CDC25A;PSAT1;CTH;SHMT2;AK4;PSMD13;PSMC2;MCM2;RAB1A;COPS5;LDLR;ITGB2;SEC11A;PLK1;RRM2;SLC2A3;BUB1;PSMG1;PSMB5;DDIT3;IFRD1;IDI1;IFI30;ACACA;M6PR;SORD;EGLN3;CCNF;PRDX1;PSMC6;CCNG1;PPP1R15A;HK2;ASNS;SCD;PDAP1;CTSC;EBP;CALR;PSPH;FKBP2;FGL2;PFKL;ACTR2;TM7SF2;YKT6;NUFIP1;SLC37A4;CDKN1A;DAPP1
R2_GSE51588_OA_vs_Normal,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-3.22312459546958,183,1.26087881186312e-32,1.26087881186312e-31,GRPEL1;UQCRFS1;SLC25A5;ALAS1;IDH2;HCCS;TOMM22;MFN2;CS;FXN;LDHB;HSPA9;CYC1;MRPS15;MRPS12;ISCA1;COX8A;NDUFV2;TIMM50;PDHA1;LDHA;UQCRH;COX7B;PDK4;ABCB7;MDH2;HTRA2;GPI;MRPL11;HSD17B10;CYB5A;NDUFS2;NDUFAB1;ETFA;NDUFA7;TIMM17A;NDUFS6;TIMM10;NDUFA6;SDHB;MRPS22;COX5A;SUCLG1;AIFM1;FH;COX6A1;COX5B;COX7A2;NDUFS1;POR;IDH3B;VDAC2;NDUFA2;ATP6V0C;NDUFB8;COX6B1;PDHX;BAX;AFG3L2;COX7A2L;TIMM9;PHB2;DLAT;LRPPRC;COX4I1;SLC25A3;COX7C;UQCRC2;BCKDHA;IDH3G;MRPL15;NDUFB6;ECHS1;ACAA2;COX10;ATP6V0E1;VDAC3;HADHA;IDH3A;COX17;ACO2;NDUFB4;DLST;ECI1;MRPS11;UQCR11;NDUFS3;OAT;NDUFA3;HADHB;ECH1;ATP6V1E1;NDUFC1;ATP6V0B;PRDX3;OXA1L;NDUFS7;COX6C;GOT2;UQCRC1;NDUFS8;SLC25A4;TIMM8B;UQCR10;NDUFA1;UQCRQ;COX11;ACAT1;NDUFB3;SLC25A6;SDHA;DLD;GPX4
R2_GSE51588_OA_vs_Normal,HALLMARK_G2M_CHECKPOINT,-3.0867353955128,189,4.53528572482779e-29,3.77940477068983e-28,NUP98;SLC7A5;DDX39A;NASP;LBR;SAP30;ODC1;UCK2;MAPK14;SNRPD1;HMGA1;RAD21;KPNA2;SLC7A1;UBE2S;CDC7;MCM3;NOLC1;GSPT1;LMNB1;CDKN3;PAFAH1B1;HMGB3;DKC1;AMD1;MYC;E2F4;BUB3;CKS1B;SRSF2;SMC4;TFDP1;NCL;AURKA;ODF2;HIRA;MCM6;POLA2;ILF3;E2F2;MT2A;WRN;MYBL2;INCENP;PRC1;TROAP;AURKB;PTTG3P;CDK4;TRA2B;NUP50;KIF22;FBXO5;KPNB1;SUV39H1;KIF2C;CKS2;BCL3;DBF4;KIF11;EZH2;CDC25A;SFPQ;PRMT5;CCNA2;HNRNPU;UBE2C;TPX2;PTTG1;RAD23B;STIL;HMMR;CENPE;CUL1;G3BP1;POLQ;CDKN2C;TOP1;MCM2;SRSF10;CDC45;CCNB2;ABL1;DR1;KIF15;ORC6;CHMP1A;CENPA;HMGN2;EXO1;PLK1;MKI67;LIG3;BUB1;CDK1;ATF5;CHAF1A;TACC3;RACGAP1;MCM5;NUSAP1;SMC1A;BIRC5;RAD54L;ESPL1;KIF4A;HNRNPD;CENPF;TTK;CDC27;TOP2A;CCNF;DMD;CHEK1;E2F3
R2_GSE51588_OA_vs_Normal,HALLMARK_MYC_TARGETS_V2,-3.17782068248125,57,2.74780576868038e-19,1.96271840620027e-18,RCL1;PA2G4;FARSA;IMP4;NOP16;NOLC1;TMEM97;HSPE1;RRP12;SRM;EXOSC5;NOC4L;BYSL;MYC;WDR43;NOP56;TBRG4;IPO4;GNL3;NPM1;DCTPP1;HSPD1;PUS1;SLC19A1;WDR74;CDK4;NOP2;RRP9;AIMP2;MRTO4;GRWD1;PRMT3;MCM4;NDUFAF4;PPRC1;PPAN;LAS1L;PES1;PLK1;DDX18;MCM5;MYBBP1A
R2_GSE51588_OA_vs_Normal,HALLMARK_ADIPOGENESIS,-2.64503552170071,188,3.44360880449931e-18,2.15225550281207e-17,TKT;LPCAT3;GADD45A;DHCR7;DDT;ORM1;GRPEL1;PLIN2;TALDO1;STOM;RETN;ADIPOR2;CS;AGPAT3;PFKFB3;CYC1;ELOVL6;ATP1B3;GPX3;SLC1A5;ALDOA;ESRRA;COX8A;UBC;JAGN1;PPP1R15B;COX7B;MDH2;ANGPTL4;PGM1;CHCHD10;CHUK;NDUFAB1;RIOK3;ACLY;CD302;GHITM;SDHB;SLC25A1;SUCLG1;AIFM1;COX6A1;SLC19A1;STAT5A;TST;POR;GPD2;GBE1;DNAJB9;FAH;CAT;DLAT;CIDEA;SOD1;SLC25A10;BCKDHA;PPARG;IDH3G;MRPL15;AK2;ECHS1;UBQLN1;ACAA2;LEP;FABP4;RTN3;PEMT;IDH3A;ACO2;CDKN2C;ARL4A;IFNGR1;UQCR11;ACADS;ADIPOQ;NDUFS3;ECH1;RNF11;PRDX3;MRAP;TOB1;ACADL;UQCRC1;SLC5A6;UQCR10;UQCRQ;LPL;DLD;GPX4;APLP2;BCL6;UCP2;G3BP2
R2_GSE51588_OA_vs_Normal,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-2.79553448395837,105,2.24540881939569e-15,1.24744934410872e-14,SLC7A5;XBP1;NOLC1;EIF4EBP1;HERPUD1;SPCS3;HSPA9;EIF4A3;NHP2;DKC1;EXOSC5;MTHFD2;EXOSC4;CKS1B;EIF4A1;HSP90B1;RPS14;DDIT4;NOP56;CEBPB;ATF6;NPM1;GEMIN4;EEF2;EIF4G1;DNAJB9;EXOSC9;RRP9;LSM1;LSM4;DNAJA4;WIPI1;HSPA5;SPCS1;SERP1;EDEM1;PSAT1;POP4;NOP14;SRPRB;ATP6V0D1;TUBB2A;FUS;SEC11A;EXOSC2;IMP3;EIF4E;EXOSC1;CNOT6;PDIA6;DCP2;ATF4;VEGFA;TATDN2;HYOU1;DCP1A;ASNS;DNAJC3;PAIP1;CALR;PREB
R2_GSE51588_OA_vs_Normal,HALLMARK_HYPOXIA,-2.25393854967819,191,2.15762430346294e-11,1.07881215173147e-10,SLC2A5;SIAH2;GLRX;ISG20;NDST2;GYS1;CXCR4;HMOX1;SLC2A1;SAP30;TGM2;MXI1;NFIL3;BNIP3L;PLIN2;PDK1;PIM1;IRS2;ENO1;GAPDH;ADM;PLAC8;JMJD6;PFKFB3;TPI1;HK1;PGK1;ALDOA;LDHA;DDIT4;ANGPTL4;MIF;PGM1;GPI;RRAGD;MT2A;MT1E;SLC25A1;SDC4;TNFAIP3;EFNA3;GBE1;IGFBP3;PLAUR;F3;LALBA;HSPA5;STC1;MAFF;TIPARP;GRHPR;AK4;FAM162A;XPNPEP1;ERRFI1;AMPD3;KLF6;PRDX5;BTG1;PGM2;FOXO3;FBP1;CITED2;PKLR;SLC2A3;NDRG1;DDIT3;PCK1;FOSL2
R2_GSE51588_OA_vs_Normal,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,2.14084853503209,195,3.22085578109568e-10,1.35376634787976e-09,DPYSL3;FZD8;SLIT2;FBN1;NID2;MYLK;MATN2;EFEMP2;PDGFRB;THY1;WNT5A;CDH6;COL3A1;FAP;LUM;ECM2;OXTR;BGN;HTRA1;LRRC15;CADM1;DAB2;SFRP4;NT5E;PMEPA1;COL5A2;MXRA5;TPM1;SPOCK1;COL6A2;COL8A2;SGCD;CDH2;SERPINE2;MMP2;SGCB;FN1;COL7A1;PCOLCE;COL1A2;CTHRC1;COL1A1;ADAM12;COL12A1;IL15;ACTA2;SPARC;SGCG;COL11A1;ITGA2;MMP14;LOXL2;LAMC1;SLIT3;CAP2;PRRX1;ECM1;EDIL3;LOX;CRLF1;MGP;SERPINH1;COL5A1;LOXL1;COMP;COL6A3;TGFB1;CXCL12;LRP1;COL5A3;SPP1;ITGAV;FMOD;CDH11;FBLN2;ITGB5;MMP1;SNAI2;APLP1;TNFRSF11B;GJA1;MFAP5;ELN;PFN2;FERMT2;ABI3BP;PLOD2;EMP3;IL32;CALD1
R2_GSE51588_OA_vs_Normal,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-2.6876260841499,46,3.24903923491142e-10,1.35376634787976e-09,GLRX;PRDX6;SOD2;MPO;GCLC;GSR;G6PD;GPX3;SRXN1;CDKN2D;MSRA;FES;PRDX2;TXN;NDUFS2;NDUFA6;CAT;SOD1;MGST1;OXSR1;SBNO2;FTL;IPCEF1;NDUFB4;PDLIM1;GLRX2;HMOX2;MBP;GPX4;ATOX1;PRDX1;PRNP
R2_GSE51588_OA_vs_Normal,HALLMARK_XENOBIOTIC_METABOLISM,-2.11559461951077,195,7.34548182869173e-10,2.82518531872759e-09,PGD;ARG1;DDT;HMOX1;AQP9;ALAS1;CDA;ELOVL5;HPRT1;GCLC;CA2;GSR;TMEM97;GART;ACP1;GSTO1;UPP1;SLC1A5;TMBIM6;AHCY;DCXR;MTHFD1;GCH1;IRF8;PDK4;CYB5A;GABARAPL1;MT2A;KYNU;ARG2;ARPP19;POR;HES6;BLVRB;FAH;MCCC2;CAT;SLC35B1;SPINT2;ADH1C;DHPS;MAN1A1;LONP1;SHMT2;ANGPTL3;AKR1C3;CROT;SAR1B;RBP4;PEMT;TNFRSF1A;ACO2;ETS2;ECH1;FABP1;F11;FBP1;LPIN2
R2_GSE51588_OA_vs_Normal,HALLMARK_FATTY_ACID_METABOLISM,-2.21312416613709,154,9.81641884491849e-10,3.50586387318518e-09,PRDX6;GLUL;ODC1;APEX1;ELOVL5;HCCS;GCDH;ADIPOR2;CA2;ADSL;FASN;ALDOA;NSDHL;PDHA1;LDHA;HSD17B11;ACSL1;MDH2;MIF;HSD17B10;GABARAPL1;SUCLG1;FH;ACSL5;IDH3B;BLVRA;GPD2;HSPH1;YWHAH;CPOX;UROS;ADH1C;CIDEA;IDH3G;ACAT2;CA4;ECHS1;PCBD1;UROD;GRHPR;ACAA2;HSD17B4;GAD2;ACO2;DLST;SMS;ECI1;NCAPH2;ACADS;HADHB;ECH1;RAP1GDS1;FABP1;ACADL;METAP1;GPD1;IDI1;PSME1;ACSL4;SDHA;DLD;ALDH9A1;MAOA;AOC3;ALAD;HSP90AA1;AUH
R2_GSE51588_OA_vs_Normal,HALLMARK_UV_RESPONSE_UP,-2.21036441429097,150,1.31291980133409e-09,4.37639933778029e-09,PPIF;BID;HMOX1;TUBA4A;SOD2;RAB27A;GRPEL1;CCND3;POLE3;ALAS1;FEN1;CA2;LYN;DDX21;ARRB2;FKBP4;GPX3;STIP1;AP2S1;BTG3;AMD1;SLC6A8;TMBIM6;ALDOA;TFRC;GCH1;GRINA;APOM;CDK2;CDC34;BSG;TST;FURIN;CCNE1;RPN1;KCNH2;SIGMAR1;HSPA13;E2F5;HNRNPU;UROD;RFC4;PSMC3;CREG1;RHOB;BTG1;NFKBIA;PRKACA;SLC25A4;PPAT;GGH;BCL2L11;PRKCD;CLTB;TGFBRAP1;MAOA;POLR2H;ATP6V1F;MRPL23;ASNS;PDAP1
R2_GSE51588_OA_vs_Normal,HALLMARK_TNFA_SIGNALING_VIA_NFKB,-2.09832647933013,196,3.16131515715493e-09,9.87910986610915e-09,MXD1;GADD45A;TLR2;BCL2A1;SOD2;NFIL3;IRS2;PTX3;MAP3K8;MAP2K3;AREG;PFKFB3;BTG3;MYC;PDE4B;B4GALT5;GCH1;TNFAIP8;SERPINB2;CEBPB;CFLAR;SERPINB8;TNIP1;SAT1;KYNU;SDC4;B4GALT1;STAT5A;TNFAIP3;NAMPT;EIF1;CCL20;NR4A3;PLAUR;F3;GPR183;DRAM1;KLF9;DUSP4;BCL3;MAFF;SIK1;TIPARP;FUT4;TNIP2;GADD45B;SPSB1;PER1;KLF6;REL;TRIB1;CCRL2;YRDC;SLC16A6;CEBPD;ETS2;RCAN1;CXCL3;RHOB;NFKB1;BTG1;TUBB2A;IFNGR2;PLEK;LDLR;NFKBIA;RELB;SLC2A3;ZC3H12A;FOSL2;DUSP1;NINJ1;CXCL1;IL7R;BCL6;RELA
R2_GSE51588_OA_vs_Normal,HALLMARK_DNA_REPAIR,-2.18919221366316,139,7.68218228439785e-09,2.25946537776407e-08,NUDT21;HCLS1;PNP;CDA;HPRT1;TAF9;SSRP1;FEN1;RFC2;ADA;SF3A3;TAF10;RPA3;POLR1D;PDE4B;POLR3C;DGUOK;POLA2;POLR2I;NME1;EIF1B;POLR2J;RAE1;BCAP31;APRT;POLR1C;RBX1;ADRM1;ERCC1;ARL6IP1;STX3;RFC4;RFC5;TSG101;COX17;POM121;IMPDH2;PCNA;DCTN4;GTF2A2;ZWINT;UMPS;POLE4;POLD3;SDCBP;AK3;SUPT4H1;EDF1;CLP1;GUK1;VPS37B;GPX4;NME4;POLA1;TAF12;GTF2F1;RAD51;POLD1;PRIM1;PDE6G;POLR2H;REV3L;DUT;TYMS;POLD4;MRPL40;GTF2B;SUPT5H;SNAPC5;MPG;NUDT9;NCBP2;NT5C;POLR2K;RPA2;LIG1
