tf,rho,p,fdr
ZNF264,0.0273106680325859,0.296360537442081,0.402656122130333
TBX21,0.0272874706659098,0.296771141471033,0.402735689018816
SIX3,0.0272633797733861,0.297197963479808,0.402837050024763
ZNF253,-0.0271248782160353,0.299659767844734,0.405693224159024
ZNF841,-0.0270960550442623,0.300173790243731,0.405908766003343
EMX1,0.0268220529953785,0.305089560817577,0.412069017208156
MYOD1,0.0267212394925287,0.306911572251803,0.414041083320829
ZNF595,-0.0266168591442174,0.30880561872563,0.416105568695077
HOXB7,-0.0265716184975837,0.309628931501815,0.416345771805285
ZNF658,-0.0265670715874002,0.309711758571939,0.416345771805285
CUX1,0.0264673495038714,0.311531984648541,0.418301162485835
ARX,-0.0262916746793486,0.314755682701207,0.422131105360026
ZNF169,-0.0262717684504176,0.315122346134145,0.422131105360026
ISL1,0.0262219256592237,0.316041656465491,0.422867432744469
HLX,0.0261645807283869,0.317101511454503,0.423674036542717
RBPJ,0.0261492535985468,0.3173851829695,0.423674036542717
CEBPG,0.0260929006225597,0.318429581289963,0.424572775053284
RELA,0.025814777353872,0.323616978466486,0.430762694317201
HNF4A,0.0258036796021871,0.323825102371322,0.430762694317201
NKX2-1,0.0257698772192843,0.324459558731704,0.431105383494853
LMX1B,0.0256693308510669,0.326351547084585,0.432909940100794
ZBTB48,-0.025657505042651,0.326574543974638,0.432909940100794
DLX2,0.0255780886607128,0.328074644112348,0.434395130630238
GATAD2B,0.0252104373094298,0.335077313041407,0.44315427297037
PEG3,0.0250713337785889,0.3377517219509,0.445726414692648
ZNF280B,-0.0250687565913389,0.337801399946264,0.445726414692648
ZNF416,-0.0249969180212227,0.339188050888199,0.447040472599194
ALX3,-0.0249200622302261,0.340675578824532,0.44848430630065
FOXI1,0.0247330690461467,0.344312197517191,0.452750751677777
ZNF573,-0.0246799430796527,0.34534988232298,0.45349192314331
ZNF836,0.0246636427133091,0.345668668689656,0.45349192314331
ZBTB7A,0.0245265879345899,0.348356455879828,0.456494599686739
ZNF250,0.0244612326949698,0.349642799951302,0.457656021904221
ZNF214,-0.0244149710388647,0.350555155682485,0.458325826400872
ZNF121,0.0243462500658733,0.351913227248608,0.459576178050694
ZNF345,-0.0242282637021025,0.354252637478612,0.462103782526263
MLXIPL,0.0241767943521165,0.355276228756186,0.462911168219905
GATA6,0.0240430682126194,0.357944397314544,0.465437475094085
ZKSCAN8,0.0240388469284282,0.35802882699545,0.465437475094085
HOXA11,0.0239348593542855,0.360112628052077,0.467615035745262
ZNF57,-0.023898404555786,0.360844940836682,0.468034707842589
ZNF574,-0.0238767863578557,0.361279652931942,0.468067862915223
RAX,-0.0238047424830734,0.362730722743209,0.469416229432388
POU6F1,-0.0237607410147739,0.363618767734725,0.470033751738447
SALL2,-0.0236319100383302,0.366226659387339,0.472870539886135
TBX19,0.0235887187864624,0.36710357098237,0.473468416238818
NFYB,0.0235395781808439,0.368102860569889,0.474222604157605
ZNF880,-0.0234836635735653,0.369241957087648,0.474404108247252
WIZ,-0.0234788442499752,0.369340239094859,0.474404108247252
MBD1,0.0234716092592577,0.369487815077186,0.474404108247252
ZNF358,0.0234070457608689,0.370806372296525,0.475563329492404
ZNF319,-0.0233777708683516,0.371405203273926,0.475797931181827
NFKB1,0.0228277630511247,0.382767021593048,0.489804779309225
NEUROG1,0.0225905616933757,0.387731998796435,0.495603806282818
ZNF550,-0.0224399140350127,0.390905542933687,0.499102612852833
ZNF773,-0.0224172307382806,0.391384750849676,0.499157363402486
BHLHE41,-0.0220981874326233,0.398162547771214,0.507236029677359
RFX3,0.0219309581308957,0.401743232815571,0.511228318510583
LHX9,0.0218003968567175,0.404552160583928,0.514230746342237
SP4,0.0217204990484244,0.406276875285687,0.515515334942847
PRDM1,0.0217118419808582,0.406464014089552,0.515515334942847
ZNF629,-0.0216200687817839,0.408451022978509,0.51746176111563
ZNF300,-0.0215354057301953,0.410289202324028,0.519198099654683
ESRRG,-0.0215151706773673,0.410729265898154,0.519198099654683
OLIG1,-0.0214193727360209,0.412816438275153,0.521260491596882
ZNF257,-0.0213436869396916,0.414469853213055,0.522771237128705
ZNF652,0.0212559400782963,0.416391640391661,0.524616780405353
HES5,-0.0211349260124102,0.419050628453304,0.527386049450582
GSX2,0.0210474529448956,0.420978833002947,0.529230532917991
NOTO,0.0210227888767885,0.421523451866703,0.529333511455004
NEUROG2,-0.0209518471007123,0.423092250216108,0.53072098053424
FOXD2,0.020902613163881,0.424183008389773,0.531506420151041
TBX5,0.0208508359560567,0.425331881844078,0.532362880557576
ZBTB22,0.0206670418588023,0.429424679385929,0.536898178379785
PRDM10,0.0206338490014398,0.430166260396151,0.537238211673796
MIXL1,0.0205980866880747,0.430966077748047,0.537650155881969
ZBTB40,0.020281978222786,0.438073159294115,0.54592123554735
ZNF721,-0.020254072821858,0.438703775725786,0.545975158950539
ZNF350,-0.0202221327874517,0.439426207458793,0.545975158950539
SOX30,-0.0202162284942645,0.439559827672533,0.545975158950539
ZNF502,0.0201748420801579,0.440497098536908,0.545975158950539
FOXA3,-0.0201667112729577,0.44068136995455,0.545975158950539
SALL4,-0.020153541448711,0.440979936075435,0.545975158950539
HOXA5,0.0201265208014673,0.441592869267608,0.546142964802317
BSX,-0.0200900242542327,0.442421525829121,0.546576917439001
TBX4,0.0199298485751522,0.446068816100113,0.550488377150517
ZNF845,-0.0198444663402479,0.448019986032108,0.55230050002234
MAFG,0.0197084913663889,0.451137287014903,0.55554473234128
NFXL1,-0.019663906415446,0.45216208477994,0.556207983858335
ZNF708,0.0195077054499636,0.455762758457071,0.560035011466046
NFATC3,0.0192958639117549,0.460671683116348,0.565459662537663
ZNF713,-0.0190274881566341,0.466932843483695,0.572530731988582
CTCF,0.0189003625975544,0.469915039705637,0.575570455485277
IRX2,0.0188593047733672,0.470880442893155,0.576136071304567
LHX6,0.0188336526650709,0.47148416205654,0.576258420291326
ISX,0.0187709268685153,0.472962200279138,0.577447979849875
TBR1,0.0185048040155389,0.479261222669401,0.583906633385749
ZBTB26,-0.0185043076242002,0.479273014640925,0.583906633385749
NKX6-2,-0.0184449029618075,0.480685337416252,0.585004282983183
SCRT2,0.0183608069766563,0.482688553486842,0.586817965131719
ZNF22,-0.0182382549393074,0.48561591013608,0.589750107426408
ZNF273,-0.0181567419465598,0.487568284278254,0.591493231404372
RFX8,0.0178357919435223,0.495296550469698,0.600232260314973
ELK1,0.0177748770385781,0.496770686256987,0.601381656167188
PKNOX1,-0.0176935514293745,0.498742395112755,0.60313033827589
HOXB3,0.0174016092642789,0.505854520341035,0.61104296954014
ZNF517,-0.0173811965668159,0.506353789444102,0.61104296954014
ZNF445,-0.0173225594539373,0.507789418758248,0.612129710283915
ZFP28,0.0170577524835986,0.514299249542302,0.619324569975151
ZNF79,-0.0169234499869122,0.51761734027619,0.622664813118782
POU3F1,0.0166743088112263,0.523801823106376,0.629442526926149
PAX2,0.0165951781949801,0.525773989521645,0.630559015274685
RAX2,0.016592800603416,0.525833304695848,0.630559015274685
TCF15,0.0165648058821454,0.526531962396649,0.630735670137976
TBX20,-0.0164860738022477,0.528499396314023,0.632209744199339
ZNF586,0.0164713490767645,0.528867766782139,0.632209744199339
NRF1,0.0164257768103158,0.530008681035232,0.632912245411592
ZNF512B,0.0163537473914156,0.531814501511997,0.63440645435842
ZBTB14,0.0162826072636539,0.533601078788295,0.635874618889385
ZNF510,-0.0161605684304985,0.536672941168346,0.638869765553161
ZNF432,0.0160822431968428,0.538649151070161,0.640308139753876
ZNF438,0.0160683271391121,0.539000645614495,0.640308139753876
POU2F1,0.0158946958544627,0.543395891004293,0.644590772851514
ZNF304,0.015881423248613,0.543732601225272,0.644590772851514
GATA2,-0.0156461229808892,0.549719047480422,0.651013033455076
EN1,-0.0154816905064434,0.55392166903513,0.655311674639285
ZNF343,-0.0153823449663078,0.556468368609854,0.657644435629828
MSX2,0.0151949113127183,0.561288660582116,0.662656581739877
SALL1,0.0151273192952687,0.563031883643072,0.664029355554304
ZNF37A,-0.0150630239435682,0.564692501996029,0.665143729357323
ZNF280C,-0.0150286834058935,0.565580411648664,0.665143729357323
ZBTB8B,-0.0150232475920619,0.56572102156003,0.665143729357323
HAND1,0.0149907086708244,0.566563066598803,0.665449844136582
POU2F3,-0.0149324937581319,0.568071053629831,0.666536702925668
ZNF536,0.0148642491052171,0.569841287600273,0.66792872235114
ZNF25,0.0148167357285431,0.571075312147847,0.668690027735043
ZNF324B,-0.0147348279691887,0.573205611300576,0.670117942994118
ASCL2,0.0147248140480476,0.573466316600736,0.670117942994118
ALX1,-0.0145890643451163,0.577005991761803,0.673566178138268
ZBTB34,-0.014552112420135,0.57797129154319,0.67400525741632
ZNF362,0.014354043088557,0.583158374385394,0.679270789285802
ZNF597,-0.014321033468218,0.584024941090239,0.679270789285802
HES6,-0.0143117833639532,0.584267881693382,0.679270789285802
ZNF507,0.0142606365345738,0.585612026454616,0.680142292653889
NR2C1,0.0140293348824269,0.591708494714459,0.686525880277223
ZNF26,0.0139904262847201,0.592736871659014,0.686537187902069
TCFL5,0.0139618947309183,0.593491497080159,0.686537187902069
HES7,0.0139358661869979,0.594180303913776,0.686537187902069
ZNF621,-0.0139220661965871,0.594545648275025,0.686537187902069
PRDM6,0.0139155256468428,0.594718840219362,0.686537187902069
ZNF254,-0.0138095911558656,0.597527156533493,0.689083736970077
LHX3,0.0137187783304696,0.599939380713766,0.690872061882888
SOX5,0.0137057544223371,0.600285690132509,0.690872061882888
POU3F3,0.0135626952481343,0.604095602905496,0.69455816052652
ZBED3,-0.0134464052190123,0.607200576049588,0.697427167671414
CEBPZ,-0.0133532763439766,0.609692260911855,0.69906221288326
LBX2,0.0133475271289202,0.609846231169137,0.69906221288326
ZNF208,-0.0133237993693144,0.610481868975928,0.699090348456918
ZNF462,0.0130414800441331,0.61806727378967,0.706302241149587
ARID3B,0.0130124761455692,0.618848883165436,0.706302241149587
CRX,-0.0130024001986228,0.619120514943121,0.706302241149587
ZNF772,-0.0129924649583218,0.619388404376817,0.706302241149587
ZNF141,-0.0129747327906298,0.619866652197714,0.706302241149587
RORA,0.0128774287606789,0.622493859625755,0.708590025285437
SHOX,-0.0128491070822334,0.623259449794593,0.70875627292745
HNF1B,-0.012815728655482,0.624162256084575,0.709078074439676
ZNF582,0.0125641541342071,0.630984812638397,0.715473391059199
ZNF81,0.0125620309340159,0.631042527603786,0.715473391059199
NR2C2,-0.0125008055363496,0.632707783839074,0.71665119278406
ZNF468,-0.0124459391765201,0.634201664277963,0.717467806818858
ZSCAN31,0.0124282704234534,0.634683059878221,0.717467806818858
ZNF581,-0.0122728936797155,0.638923020180766,0.721547813511151
ZNF354B,-0.0121344658632842,0.642710435965296,0.725109209807001
MEIS2,0.0119476996115095,0.647835126734975,0.730170822645134
ZNF76,-0.0117353813705662,0.653681242664002,0.736034785046868
FOXB1,-0.0116172280382742,0.656943805670021,0.738981036073259
PAX4,0.0115160849453546,0.659741867642884,0.741399505484734
ZNF668,0.0114286467500959,0.662164631830413,0.743391892849846
SOX21,0.0113885515877031,0.66327678523125,0.743910433631912
CREBZF,0.0112925887918208,0.665941594648843,0.745719938529456
VENTX,-0.0112835122726201,0.666193861168797,0.745719938529456
MAFA,0.0112376710289938,0.66746851704805,0.74641640616126
DNMT1,-0.011209530658432,0.668251459995794,0.746562177964051
ZNF431,-0.0111318850650795,0.670413643650804,0.747019066998444
ZXDA,-0.0111258870192584,0.670580784029636,0.747019066998444
NKX2-5,-0.0111245016888966,0.670619389691785,0.747019066998444
SP100,-0.0110978372846717,0.671362628546727,0.747119501028653
ZNF320,-0.0109808411741513,0.674627545597817,0.750023238254521
ZNF286A,-0.0107515295081017,0.681044496128334,0.756422236476518
STAT2,0.0101827950784996,0.697058690565211,0.773293026305665
GMEB2,0.010164150416066,0.697586016737278,0.773293026305665
ZNF324,0.0100691834649426,0.700274222784445,0.775521501321786
OTX1,0.00997011925980167,0.703082410926664,0.777733101908941
ZNF548,-0.00995078663468778,0.703630909506778,0.777733101908941
MGA,0.00971026515435952,0.710467704225273,0.784531905051845
NPAS1,0.00953681338888842,0.715412572847343,0.789070916225597
NR3C2,-0.00951771757881382,0.715957701959939,0.789070916225597
MYT1L,-0.00925470982238209,0.723480408438115,0.7964314645491
MEIS1,0.00923558069568384,0.724028604135545,0.7964314645491
HMG20A,-0.00920151627773377,0.725005160094302,0.796739580353393
HSF4,-0.00917120412509677,0.725874522350119,0.796929418012031
SP3,0.00897797828649905,0.731424554268685,0.801533893059059
ZNF10,0.00897640709986795,0.731469741567883,0.801533893059059
ZNF496,-0.00894787494092954,0.732290487685371,0.801665375992407
ZNF551,0.00880965488744284,0.736270793674129,0.805252187345319
ZNF398,-0.00871913694273954,0.738881272139081,0.807288498973978
RUNX2,0.00869617325934399,0.739544009549588,0.807288498973978
ZNF23,0.00841165505190435,0.747771161429977,0.814754218130337
RFX7,0.00841039609143827,0.747807630276971,0.814754218130337
FOS,0.00832021282689839,0.750421469632997,0.81682413059957
ZNF335,0.00810352480832949,0.756713536891323,0.822890005897028
MITF,-0.00794299460665305,0.761385361882317,0.826867194645829
SETDB1,0.00792819684944143,0.761816453808308,0.826867194645829
ZNF799,-0.00787975725775682,0.763228123866631,0.827614193083816
SP6,0.00773687509094803,0.767396691687601,0.831346415994901
ZNF483,0.00766970434379788,0.769358722970527,0.832683423915121
ZIC4,-0.00748593863125219,0.774733957370982,0.837652200844375
ZNF239,-0.00746271422553511,0.775414056550868,0.837652200844375
MYC,0.00741834973400264,0.776713696109634,0.838264592782473
MYT1,0.00731130717107557,0.779852029225578,0.840858361389313
POU6F2,-0.00718980179507184,0.783418736600051,0.843212586516685
PRDM15,0.00715523986723357,0.784434113111737,0.843212586516685
RORC,0.00714339543535246,0.784782168830654,0.843212586516685
ZNF215,-0.00713653640132838,0.784983745314921,0.843212586516685
ZNF282,0.00692347498471323,0.791252403870992,0.849148921227407
SALL3,-0.00678496027276098,0.795335035232127,0.852730347053002
LMX1A,0.00671649351047611,0.797355125670936,0.854095752591339
ZNF354C,-0.00667803370674957,0.798490466130377,0.854511780405193
ZBTB39,0.00663794832557206,0.799674247107131,0.854978821206129
ATOH8,-0.00633710311191963,0.808573154768867,0.863685984178883
ZNF567,0.00630511515480654,0.809520826940735,0.863891628750188
ERF,0.00615338268056833,0.814019818013047,0.867883198328915
ZNF615,-0.00578505173467105,0.824966377567517,0.878353907029135
MYF6,0.00577128240185715,0.825376267531748,0.878353907029135
ZFP1,-0.00571698231213547,0.826993152776034,0.879256660572289
ZNF407,0.00567521709315709,0.828237288216091,0.87976179918218
HMX1,0.00556945008950867,0.831389878755899,0.882136254137331
ZNF93,-0.00554849276250564,0.832014876061347,0.882136254137331
PRDM5,-0.00540826909805729,0.836199390731135,0.885751947218906
TP53,-0.00536314482924119,0.837546967797596,0.885835174683328
FOXM1,-0.00535378237442646,0.837826625006434,0.885835174683328
HSF2,-0.00524178026826525,0.84117371333129,0.888017868282911
IKZF1,0.00523275657317197,0.841443504561779,0.888017868282911
ELF3,0.00520521732172522,0.842266990401364,0.888067683888627
ZNF71,0.00498613302346308,0.848824173484968,0.893372782842204
ZNF283,-0.00498492604296775,0.848860327753039,0.893372782842204
ZXDC,-0.00482043141605298,0.853790590727431,0.897313797144097
ZBTB6,-0.00480765695051224,0.854173710742938,0.897313797144097
ZNF746,0.00472048462173853,0.856789015557066,0.899235443850719
BCL11B,0.00461987591256611,0.859809384589743,0.901578309780629
ZBTB41,-0.00447387406885581,0.864196133796997,0.905348330644473
ZNF791,-0.00436932574896469,0.867339956126019,0.907810530474076
ONECUT2,-0.00417844784112635,0.873085129845856,0.912988472160566
SOHLH1,-0.00414292255955471,0.874155141837635,0.913272586540872
PAX7,-0.00404080155821201,0.877232273030027,0.914976512307659
KLF13,0.00403508436888396,0.877404599806999,0.914976512307659
ZBTB46,0.00400917933111431,0.878185498700883,0.914976512307659
ZFX,-0.0039807229265414,0.879043444174274,0.915037033790145
ZNF784,0.00371249469274147,0.887137218730401,0.922622707479617
HOXD12,0.00366238474851359,0.888650614506294,0.923357223428883
VSX2,0.00351161409620073,0.893206539141352,0.927248893627683
PURA,0.00344793442175497,0.89513185180677,0.927505303531218
ZNF555,-0.00343452416427933,0.895537381096148,0.927505303531218
IRX5,0.00342300303325793,0.8958858045472,0.927505303531218
NHLH2,-0.00329738667199211,0.899685997512406,0.930255922370323
TFDP2,-0.00327813383114849,0.900268646946602,0.930255922370323
ETV6,0.00325456003813444,0.900982134603424,0.930255922370323
CREB3L3,-0.00321021580787999,0.902324479294951,0.93055076897417
ZNF296,-0.00319138670713145,0.902894539826336,0.93055076897417
RHOXF1,-0.00286508411596469,0.912781207601683,0.939893520698763
NFIC,-0.00272750614504426,0.916953828213032,0.942981791475637
ST18,-0.00271184503491257,0.917428963210126,0.942981791475637
ZNF827,-0.00266603938569248,0.918818807576187,0.943562581568364
PATZ1,0.00261427947329488,0.920389615433862,0.943926470590982
SIX2,0.00259998840531699,0.920823375156937,0.943926470590982
ZNF418,-0.00254386576622968,0.922527025063782,0.944826245902387
PCGF2,0.00248106677365077,0.924433761968029,0.945932221548681
E2F8,0.00234521669464381,0.928559985159522,0.949305293138957
ZNF337,-0.00230089559505536,0.929906586513311,0.94983315622431
HES2,-0.00222793159092509,0.932123875913568,0.951248629835078
MNT,0.00217397483713648,0.933763897022483,0.952072993042532
ZNF292,-0.00210392993607059,0.935893337013986,0.953394459077471
ZNF136,0.00203705744961531,0.937926759978473,0.954615848234318
HDX,0.00176215256591499,0.946290026374171,0.962271813486268
PHOX2B,0.00165346350112321,0.949598291882213,0.964778371148536
NEUROD2,-0.00161647804662035,0.950724251801845,0.96506525648741
ZBTB1,-0.00154150808965669,0.953006885156241,0.966524713314485
ZFP82,-0.00143315137766734,0.956306731088605,0.969012312103954
TCF23,0.00135129292247098,0.958800110379737,0.969728617526442
KLF8,-0.00134495806017831,0.958993085121435,0.969728617526442
LHX8,0.00132645849110798,0.959556639020919,0.969728617526442
CENPB,0.00126003106458913,0.961580387613164,0.970916119531738
ZNF529,-0.00104874025809042,0.968019061434724,0.976555384727799
FOXO3,-0.00101990377536189,0.968897967735746,0.976570317701766
IRF4,0.000992240392568661,0.969741154640914,0.976570317701766
YBX2,0.000915646251888469,0.972075936836964,0.97806057321151
PBX2,0.000706308180687,0.978458248923801,0.983033119101755
HOXA4,0.00069717796979165,0.978736645679108,0.983033119101755
IRF2,0.000603176153969818,0.981603076555864,0.985047297877112
ZNF662,0.000518470676783205,0.984186235164802,0.985554781713536
ZFAT,0.00050361913276633,0.984639162243192,0.985554781713536
GLI4,-0.000501844523574966,0.984693282778472,0.985554781713536
ZNF266,-0.000119277282528868,0.996361723371211,0.996361723371211
