tf,EC,FC,HomC,HTC,preHTC,ProC,RegC
IRF3,-0.0318346111075188,-0.0531423883538032,0.0271494278784858,-0.0292001918847439,0.0465385342162856,-0.0111601706304585,-0.0625060915589149
IRF4,0.216131393643036,-0.0938951254729046,0.13035459828424,0.00323041611427263,0.074688886063584,0.138335749774467,-0.193128225743677
IRF5,-0.0297658719662787,-0.00716756682999272,-0.103460606563511,0.0443376869663495,0.0442988916381695,-0.0952286355341916,-0.212934958808093
IRF6,0.143646866665388,-0.243492484596038,-0.0918270580453458,0.119489268554861,0.160080074610184,0.0637686321208912,-0.118588831074078
IRF7,0.0444538410149139,-0.156457744517555,0.0367036364457923,0.0574700961839237,0.0834504575514112,0.0728271864634333,-0.0480773085955342
IRF8,0.052303970740788,-0.124613269030016,0.0306807207260644,0.0542727971034414,0.0421792037899068,0.0259712193849181,-0.0262831937630121
IRF9,-0.0793949121365037,-0.159222377437695,-0.029608187619228,-0.25266189334399,-0.0427999451358553,-0.00647263789531958,0.0843672910080819
IRX1,-0.214421440973785,-0.0392168299412459,-0.129586796032271,-0.270406602176724,-0.219855564503704,-0.109142658312177,-0.0586878587948742
IRX2,0.00173577740981697,0.0778192970113495,-0.0228921585825472,-0.0196082946432969,0.116805674384299,-0.0251475277753893,0.00521582894414342
IRX3,0.0210008367368315,-0.354282589025355,-0.00235568901041938,-0.307040062827674,0.145455837605986,0.0242318748697112,0.0764429206668994
IRX4,-0.017551755355553,-0.0108537440568461,-0.105623598121588,-0.187674230489667,0.0291021877524765,-0.0498639961418745,-0.0599960088194504
IRX5,-0.111523057890612,-0.0241649395982612,-0.133823152426405,-0.13751697749453,-0.134187407312565,-0.0396650923933341,-0.202078431681055
IRX6,0.0640910920227614,-0.151133266300989,-0.0468224933618233,-0.0177055705200721,0.0581780439788876,-0.187869887933822,-0.0684346945549107
ISL1,0.0758642166896188,-0.212057584355928,0.0976826705506368,-0.0512982853411848,0.0262637467667996,0.0657188862754325,0.126633394686749
ISL2,0.147956641308593,0.0244721210338323,0.10354724572813,0.114527734765186,0.111463787938999,0.147716388656632,0.0335478987071862
ISX,-0.0295904214387674,0.0317420816756821,0.0144134706794779,-0.179485291225155,-0.189167146116216,-0.0398170412016446,-0.0801996591990156
JDP2,0.186638159968384,0.0678870972612168,0.0363660424595179,0.136451211134369,0.219333810190927,0.319197365596801,0.0283013226470805
JUN,0.113632209793807,-0.0538591450368025,-0.00675934861899029,0.0188676773421683,-0.0536607243961165,0.0748314147120463,-0.079607078418652
JUNB,0.249258818862262,-0.117957671259309,0.155910164289475,0.0717164419926265,0.135621500241422,0.205311440430607,0.0639595915862217
JUND,0.071294814692782,-0.0154614655904129,-0.00459336950351274,0.0333970232578064,-0.0998574363944053,0.110775814664047,-0.0233594225542372
KAT7,0.200648574564147,-0.119084003189736,0.225663654480054,0.150288109979846,-0.000643659526042508,0.0531747494719837,0.101286590364406
