Androgen,EGFR,Estrogen,Hypoxia,JAK-STAT,MAPK,NFkB,p53,PI3K,TGFb,TNFa,Trail,VEGF,WNT,Sample,Group,Region
1.38538218764009,1.54213995174159,1.77206278218797,2.61396704972772,-1.68953468395448,2.2396128826947,0.161343458559973,-0.403795735133529,1.75221273572888,-0.429151474293534,0.403631179066597,-1.29642265823334,1.5500507644989,-0.478559077437657,GSM1248759,Normal,Lateral
0.885740157820975,2.50527486067087,1.07783340561813,2.76357022692658,-1.90354983462153,2.35345742434963,0.558778342185513,0.183267809591511,2.73401760770653,-1.02964941077287,0.983478561047405,-0.684947564538502,1.1043783681355,-0.04745003800452,GSM1248760,Normal,Lateral
-1.04622619032332,0.203252749593087,0.151435437674364,-0.618740491179989,-0.538889636381692,-0.256633097861751,-0.658717083447765,-1.33124802334224,-0.127691076338127,-1.05700995140939,-1.05470647212951,1.57197635350551,-2.45986882960021,-1.5571784784982,GSM1248761,Normal,Lateral
1.45858244901913,2.8319618159751,-0.278776552896926,-0.293812295161231,-0.355262156374938,1.30584481759233,2.21166044692915,1.12076106111034,1.8586575621571,-1.71634962404374,2.07012577910893,1.14937351023944,-0.413163532416228,-0.963904678933426,GSM1248762,Normal,Lateral
0.167749119745454,-0.355652678259655,-0.67693053338522,-0.445393969321083,-0.812260664412514,-0.287120226623109,2.92891388545799,0.206033447783174,0.0817439455810931,-2.82661581922753,3.1442782762425,1.79883254929082,-0.883537663068348,-1.8572419299926,GSM1248763,Normal,Medial
-0.457993029003904,0.857022919623275,2.25386957805784,3.51361578381376,-1.88289956344047,2.66346761043348,0.0700429683458556,-2.15769267490409,1.83163430793509,-0.162476785814742,0.685755024880255,-1.90643196503374,1.25737689364084,-0.090754865403954,GSM1248764,Normal,Medial
-0.517899290634149,1.87254557057681,1.40758882760789,3.5016367693404,-1.85667225114623,2.62583398561639,0.125362784395814,-0.74503458359765,2.16461467572587,-0.966662752233874,0.550692423921834,-1.90349367188529,1.15529913464307,-0.416843894103616,GSM1248765,Normal,Medial
0.300583219809639,0.442906447475514,-0.780150359526072,-0.754305137910112,-0.710114930410814,-0.756287040785054,-0.396875550164202,-0.357416069815468,-0.12318867533658,-1.4559685810726,-0.65291711395376,0.514918183407616,-2.18265640362856,-1.94366337217012,GSM1248766,Normal,Medial
-1.04257655278726,0.619860254429187,-1.58214915725248,-0.318734715608839,-0.725502222668915,-1.20385799571116,-0.454599342404339,-0.986104349463595,0.274312173355519,-1.44083430283484,-0.712961657266149,1.77827143116202,-1.28441901635941,-1.43261751152387,GSM1248767,Normal,Medial
-0.109984569840105,-0.506993992364079,-0.338100185087693,-0.551792532666324,-0.681356008004422,-0.379255227879324,1.59720407437552,0.0994139876348088,0.91682254357862,-2.79632395870802,1.98151163062425,1.46940562397573,-1.41728890824066,-1.70924055331397,GSM1248768,Normal,Lateral
-0.477783915633424,-0.570476728810044,0.202539942279379,-0.0527270349844068,-0.208118579354738,-0.800150289718665,-0.909798021784651,-0.568744077757133,-0.797325870681384,0.383924242052566,-0.853004682676045,0.0112814005190668,0.0742215001427194,-0.554690448990806,GSM1248769,OA,Lateral
-1.99658851489521,0.461875341993053,-0.529004002300597,-0.280625103825732,0.135894287375616,0.793132405398475,1.4417220762832,-1.30469387814466,-1.11254369333465,-0.517464042107914,1.11168123295066,-1.02464368622486,1.51338069673234,-1.20584809923691,GSM1248770,OA,Lateral
-1.43372604729089,-0.582721380499844,-1.08109278419132,-0.415524677523307,-0.420287124279778,-0.230213936702891,0.0122195101815767,-1.42148965755978,-0.985616456154867,-0.689467467840544,-0.645625551472204,-0.73757574401149,1.63852541586951,-1.11691574497241,GSM1248771,OA,Lateral
-1.46113473936512,-2.05432681234633,0.530879937466699,-0.055725516965523,-0.116006977272154,-0.895197674276536,-1.08496596350765,-1.73846184448408,-1.02877224504461,-0.429775870891165,-1.30762066510828,-0.156478928057093,0.595136674322616,-1.90075995871478,GSM1248772,OA,Lateral
-1.33392479561407,0.725350982973202,0.117105768126692,-0.425229360494949,2.37888742090959,0.669234034534898,2.54100220341616,-1.15268341557948,0.0322902780827021,-0.255877205776992,1.91202467942468,-1.21213670230402,-0.0878439708493539,-0.730524377272053,GSM1248773,OA,Lateral
-0.3696233565581,-0.207496861050569,-0.0812308407932677,0.61595241072896,-0.611328088594768,-0.111597523219926,-0.944487901319077,-1.25760316090634,-1.02415007069651,0.641231101077997,-1.03850098726177,-0.775687364298515,0.177584045871008,-0.125519860848376,GSM1248774,OA,Lateral
-1.56574545406774,-1.161517905012,-0.27898559970806,-0.331214773920981,0.160557425564299,-1.17675095694247,-1.31608421542848,-1.16643203646964,-1.93816976973061,-0.770447955759096,-2.02982115148408,-0.869190480440627,0.582972711549349,-1.14435930754008,GSM1248775,OA,Lateral
-0.478507378879107,-0.928100634666169,1.01057785764485,-0.121555522736456,0.36811408391634,-0.747245159846904,-0.608073662048665,-0.6762237614453,0.279337527637025,0.499177605180892,-0.678089187548296,0.872211430436647,0.454292233322787,-0.207970536069252,GSM1248776,OA,Lateral
-0.972519932883248,-0.850935138267209,0.320091954676666,-0.728350077750178,-0.142683193477637,-1.2663211987114,-0.876558455830275,-0.335487223777347,-0.768199763687002,0.049430701973011,-1.14011600082674,-0.309213374774125,1.14289639704733,-0.213882947069475,GSM1248777,OA,Lateral
-0.0282043887335497,-0.816449781893952,0.380747994867834,-1.11594963403214,0.112797229235564,-0.873215755198777,-0.399198072167215,0.593437645900276,-0.947101453313949,0.275831365254842,-0.693390253051373,0.0688263978199789,0.456948808229742,0.866685564923313,GSM1248778,OA,Lateral
-0.535845396852012,-0.647811027595598,-0.386548870615808,-0.562317986989512,-0.48219509920266,-0.846683239609395,-0.156790258966122,0.683380902875311,-0.580172315469673,-0.602713892654931,-0.802782971766883,0.449474694949785,0.429559484453115,-0.228364811030122,GSM1248779,OA,Lateral
0.929411313729784,-0.906468024767386,-0.052234175906175,-0.682090191406255,0.537753244001496,-1.33457971964375,0.100235470794176,1.30204285971875,-1.81504494173657,-0.324921451327813,-0.653543025876812,0.897147629720194,0.107091640670261,0.153043019516325,GSM1248780,OA,Lateral
-0.524173558452899,0.0282092151260803,-1.08955246655327,-0.808045001154836,0.540952936354592,-0.344120943542492,0.466697643441524,-0.92214531014828,0.63616737812208,-0.291056746052343,0.286789325005551,-0.428026178234309,1.13957869798651,0.0173926160472334,GSM1248781,OA,Lateral
0.477388816620712,-0.219775381592009,0.148032715644954,-0.22898429530736,2.77507617928479,-0.550087470078178,1.2380819030233,1.0205598694136,-0.276035960573504,-0.210115778363823,0.724214931041678,0.606088396728851,0.377502854163244,-0.118134011590026,GSM1248782,OA,Lateral
-0.195207098000519,-1.3348490408319,-1.06065423397279,-0.452915935771594,1.35486978732788,-1.26507860918784,-0.353068063813155,-0.104774590360883,-0.542146116170718,-0.328632874996084,-0.8282741948612,-0.817882202841619,0.174333447419593,-0.0533961439643083,GSM1248783,OA,Lateral
-0.383265509918408,-0.17977516930231,0.882205792153397,-0.816607811459059,1.03185702119078,-0.693432263932048,1.0663933128183,-0.459556674279235,-0.1416723670759,-0.845122194616326,0.0297324123908955,1.07156593064212,-1.13186252916204,-1.1213618687816,GSM1248784,OA,Lateral
0.764521287697433,-0.681710685174079,2.00165450519205,-0.327387527761293,0.21731061605097,0.235848446014829,0.242176121660669,0.265531588386592,-0.0252257203988217,0.260935284565957,0.224968177550374,1.20999018653492,0.320423281020858,0.136748961965737,GSM1248785,OA,Lateral
1.50104044580609,-0.869814823622907,1.48544878146183,-0.345689244538545,0.592643827572026,0.368629119550159,1.64292301729662,0.253837443377234,0.525462617491534,-0.0987619341196131,0.751374661397111,1.60252941307247,0.16595480736209,0.439249241639371,GSM1248786,OA,Lateral
0.56456428199435,-1.98727124554918,0.389224904534278,-0.432708217691252,0.160852900175105,-0.843964295715303,-0.123883946801153,-0.00452719296694651,-0.0570177506025111,-0.387154720419146,-0.494453243685363,1.0146722429916,0.440169026911985,-0.297265168334996,GSM1248787,OA,Lateral
0.375825373431981,-0.628916786303312,0.247418243372238,-0.545812291107667,0.353987348016703,0.128865950269359,0.953415394235916,-0.107845595840796,0.0574300343471852,-0.235864932219421,0.625084056655742,-0.14394232676473,0.358772292588171,-0.0961789003262839,GSM1248788,OA,Lateral
-0.528881103792558,0.0817695692792227,-0.438063073916511,0.0813935044121044,-0.247149641429421,-0.339439867609426,-0.757640939949283,0.0405790399243338,-0.629320451051311,1.10292838092881,-0.19763115808181,-0.477390379395654,-0.584635248270909,0.364220048620499,GSM1248789,OA,Medial
-0.273250404705193,0.839345830036733,-0.550109441593586,0.548430018478597,-0.104414388086543,0.703015572689743,0.257713803810185,-0.151160154377861,0.0278255012067272,0.659222489249388,0.577415781000601,-0.40350341607324,0.618803904468324,0.120711445340148,GSM1248790,OA,Medial
