gene,rho,is_TF
C16orf87,-0.558415366146459,FALSE
HNRNPA2B1,-0.55812725090036,FALSE
C3orf15,0.55812725090036,FALSE
FDXR,-0.557839135654262,FALSE
LOC100128482,0.557647058823529,FALSE
LY96,-0.557551020408163,FALSE
DCUN1D2,0.557358943577431,FALSE
E2F4,0.557166866746699,TRUE
C19orf6,0.557070828331333,FALSE
C15orf34,-0.556974789915966,FALSE
TMEM208,-0.556782713085234,FALSE
CD300LG,0.556686674669868,FALSE
BANP,0.556494597839136,FALSE
WSB2,-0.556206482593037,FALSE
PTPRM,0.556206482593037,FALSE
TUBGCP6,0.556014405762305,FALSE
GPR146,0.556014405762305,FALSE
GK5,0.555438175270108,FALSE
LINC00152,-0.555246098439376,FALSE
C1orf53,-0.555054021608644,FALSE
SCRN2,0.555054021608644,FALSE
STRADA,0.554861944777911,FALSE
MAFK,0.554381752701081,TRUE
LOC100133299,0.554381752701081,FALSE
SETD2,0.554189675870348,FALSE
CIZ1,0.55390156062425,FALSE
LOC100506676,-0.553709483793518,FALSE
FGD4,0.553613445378151,FALSE
ACTR5,0.553421368547419,FALSE
TMEM45A,-0.553325330132053,FALSE
EIF4E2,-0.553229291716687,FALSE
QSOX2,0.552749099639856,FALSE
WDR67,-0.552557022809124,FALSE
KIF26A,0.552557022809124,FALSE
RAPGEF3,0.552364945978391,FALSE
CDC42EP4,0.552172869147659,FALSE
LGI4,0.552172869147659,FALSE
ARAP3,0.552076830732293,FALSE
BEND7,0.551500600240096,FALSE
DNASE1L3,0.551500600240096,FALSE
GPR108,0.551116446578631,FALSE
LOC728543,0.551116446578631,FALSE
FAM160A2,0.551116446578631,FALSE
TRMT2A,0.551020408163265,FALSE
ICAM5,-0.550828331332533,FALSE
SFTA1P,-0.550636254501801,FALSE
C22orf29,-0.550540216086435,FALSE
MAD2L1,-0.549963985594238,FALSE
TMC6,0.549963985594238,FALSE
HLA-A,-0.549867947178872,FALSE
FOXJ2,0.549771908763505,TRUE
C18orf23,-0.549675870348139,FALSE
TLE2,0.549195678271309,FALSE
FBXO17,0.549195678271309,FALSE
SERF2,-0.549099639855942,FALSE
CLCA1,-0.548811524609844,FALSE
ELMOD2,-0.548523409363746,FALSE
MUTYH,0.548235294117647,FALSE
C1orf68,0.547755102040816,FALSE
MPHOSPH8,0.54765906362545,FALSE
DDX24,0.547563025210084,FALSE
WHSC2,0.547274909963986,FALSE
SRGAP3,0.546986794717887,FALSE
C1orf159,0.546890756302521,FALSE
TAL1,0.546794717887155,TRUE
TUT1,0.546794717887155,FALSE
ANAPC2,0.546698679471789,FALSE
TNS3,0.546602641056423,FALSE
XPO6,0.546602641056423,FALSE
TMEM55B,0.54641056422569,FALSE
NINL,0.546218487394958,FALSE
DLL1,0.546026410564226,FALSE
WNK1,0.546026410564226,FALSE
ARIH2,0.545834333733493,FALSE
ZDHHC18,0.545834333733493,FALSE
IFI27L1,-0.545834333733493,FALSE
ZFYVE20,0.545738295318127,FALSE
HCG26,0.545546218487395,FALSE
C21orf2,0.54516206482593,FALSE
MCTS1,-0.544777911164466,FALSE
NUP214,0.544777911164466,FALSE
RTKN2,-0.544489795918367,FALSE
PDE2A,0.544393757503001,FALSE
U2AF1L4,0.544393757503001,FALSE
AMY1C,0.544105642256903,FALSE
MAN2C1,0.543913565426171,FALSE
DIABLO,-0.543817527010804,FALSE
MAST3,0.543721488595438,FALSE
LIMS2,0.543529411764706,FALSE
RG9MTD3,0.543529411764706,FALSE
ELMO3,0.543241296518607,FALSE
BRD9,0.542953181272509,FALSE
GRINA,0.542953181272509,FALSE
TYSND1,0.542857142857143,FALSE
SQLE,-0.542761104441777,FALSE
BCL6B,0.542761104441777,TRUE
OXT,-0.542569027611044,FALSE
HTN1,-0.542472989195678,FALSE
YIF1A,-0.54218487394958,FALSE
WFDC3,-0.541992797118848,FALSE
WDR53,-0.541992797118848,FALSE
PPT1,-0.541896758703481,FALSE
LACC1,-0.541608643457383,FALSE
ATP6V0A4,-0.541608643457383,FALSE
OGFR,0.541416566626651,FALSE
LCLAT1,-0.540840336134454,FALSE
USP34,0.540648259303722,FALSE
SRCIN1,0.540456182472989,FALSE
USP7,0.540360144057623,FALSE
PGM5,0.540072028811525,FALSE
FAM3A,0.540072028811525,FALSE
MEGF6,0.540072028811525,FALSE
LOC284009,0.539975990396159,FALSE
SNX33,0.539879951980792,FALSE
LOC644961,-0.539783913565426,FALSE
FLJ27352,-0.53968787515006,FALSE
MAP2K7,0.539591836734694,FALSE
CALY,-0.539207683073229,FALSE
TESK1,0.539111644657863,FALSE
TMEM19,-0.539111644657863,FALSE
CKS2,-0.538823529411765,FALSE
DUOXA1,-0.538727490996399,FALSE
PRB1,-0.5384393757503,FALSE
MRRF,0.538247298919568,FALSE
TRIM56,0.538151260504202,FALSE
BBS1,0.538151260504202,FALSE
ANAPC7,0.538151260504202,FALSE
FAM108A1,0.537671068427371,FALSE
SCNN1B,0.537671068427371,FALSE
GTF3C4,-0.537478991596639,FALSE
ADSSL1,0.537286914765906,FALSE
SLC17A5,-0.53719087635054,FALSE
TAF1C,0.537094837935174,FALSE
PRPF6,0.536806722689076,FALSE
ZBTB8OS,-0.536614645858343,FALSE
CACNA2D2,0.536518607442977,FALSE
COPZ1,-0.536422569027611,FALSE
PPP1R37,0.536230492196879,FALSE
METRN,-0.536134453781513,FALSE
MYO18A,0.536134453781513,FALSE
PRRC2A,0.536038415366147,FALSE
LOC100128107,-0.535558223289316,FALSE
GTPBP1,0.53546218487395,FALSE
SF1,0.53546218487395,FALSE
ARHGEF11,0.535270108043217,FALSE
KIAA1797,-0.535174069627851,FALSE
PFAS,0.535174069627851,FALSE
LOC641510,0.535174069627851,FALSE
SNX1,0.535078031212485,FALSE
OSTF1,-0.534885954381753,FALSE
SLC5A6,0.534405762304922,FALSE
FLJ44124,0.534405762304922,FALSE
PIGG,0.534309723889556,FALSE
RASIP1,0.534309723889556,FALSE
ATPIF1,-0.53421368547419,FALSE
LRP5,0.534117647058824,FALSE
S100A6,-0.534117647058824,FALSE
FER,0.533733493397359,FALSE
WDR85,0.533733493397359,FALSE
ANAPC11,-0.533637454981993,FALSE
PRINS,0.533541416566627,FALSE
C14orf162,-0.533541416566627,FALSE
C9orf30,-0.533349339735894,FALSE
KLHL9,-0.533349339735894,FALSE
VPS39,0.533253301320528,FALSE
C1orf158,-0.533157262905162,FALSE
POLRMT,0.533061224489796,FALSE
LOC728437,-0.532869147659064,FALSE
PIGF,-0.532581032412965,FALSE
GDI1,0.532484993997599,FALSE
SFSWAP,0.532388955582233,FALSE
AP3S1,-0.532100840336135,FALSE
KIAA1467,0.531908763505402,FALSE
GGPS1,-0.53171668667467,FALSE
PRDX4,-0.53171668667467,FALSE
VPS11,0.531620648259304,FALSE
ITM2B,-0.531620648259304,FALSE
ADAM10,-0.531524609843938,FALSE
PPP1R32,0.531236494597839,FALSE
LINC00467,-0.531236494597839,FALSE
SMURF1,0.531236494597839,FALSE
C5orf56,0.531044417767107,FALSE
GAS8,0.530948379351741,FALSE
