logFC,AveExpr,t,P.Value,adj.P.Val,B,tf
0.380283188023846,-0.0251367094103867,4.5364100685106,3.5432745839499e-05,0.000274966396076112,1.82252472897331,HOXA6
-0.443718341920582,-0.0197680354118372,-4.53211471166396,3.59484125130259e-05,0.000277346182585961,1.808611287,IKZF1
0.428522013518614,0.00991376675970408,4.5277227746082,3.64832562546409e-05,0.000279845555201783,1.79439064700243,ZNF501
0.299419899956737,-0.0025999500004089,4.52343779027044,3.70125671058578e-05,0.000282274003157893,1.7805218214522,ZNF132
-0.513990279179562,-0.0130399918920691,-4.51460066319435,3.81279955996818e-05,0.000287645500601126,1.75193673350951,E2F4
0.277282165390918,0.0566210149655299,4.51442560088488,3.81504205770898e-05,0.000287645500601126,1.75137070202826,CASZ1
0.361467081127913,0.0213482865959158,4.51252848818721,3.83942632678101e-05,0.000287848516137763,1.74523732779998,ZNF236
0.367711180686563,0.0152456213128078,4.50765679743021,3.90274362695608e-05,0.000290951729942175,1.72949206361919,ZNF572
0.368380649437181,0.0073420896069411,4.50146538425887,3.98468693875852e-05,0.000295401093169417,1.70949174343663,ZNF439
0.463881573397895,-0.0222611107337971,4.48146043381298,4.26110593257741e-05,0.000314138198473901,1.64494819727223,YBX3
0.350753132182648,0.0233704649203334,4.46810701551803,4.45594739678069e-05,0.000326687414117568,1.6019327410244,ZNF497
0.275322150537239,0.0568843446124235,4.45613057458524,4.63807716438178e-05,0.000338171889952452,1.56339947152528,HMGA2
0.406847012287278,-0.026708431005176,4.43978556829608,4.89840959358798e-05,0.000355201613698976,1.51088222648606,ZNF610
-0.198020877206694,0.0072595858642042,-4.4333691680043,5.0044569093906e-05,0.00036091925645442,1.49028876059992,ZNF121
-0.213511191664041,-0.00698256135079321,-4.40851693088665,5.4367501007763e-05,0.000389976615336765,1.41064735075198,SP6
-0.438403140649381,-0.0149196352265019,-4.39629833275472,5.66243409529545e-05,0.000403981185185864,1.37156332612278,ZNF787
0.0717863257979245,-0.00036287679986537,4.38282535159852,5.92187925198229e-05,0.000420231752266337,1.32852213983356,DLX3
-0.411205476440555,-0.0104960371415407,-4.37539792317728,6.06982462210586e-05,0.000428439216677366,1.30481919582316,ZNF672
0.365484590636504,0.023026786665624,4.35649224072973,6.46284454851398e-05,0.000453766916184024,1.24456658643974,ZNF182
0.358906681574387,0.0175076343869963,4.34125163971555,6.79762323766414e-05,0.000474760317704227,1.19607948457793,ZNF780A
-0.477619400348937,-0.0150699947356595,-4.29263319257378,7.98238151308079e-05,0.000554587448578964,1.04191651989476,NFE2L2
0.350862560225156,0.0265725818323244,4.28536480874648,8.17594875704269e-05,0.000564966747395581,1.01893748089032,TSHZ1
0.411423525179297,0.0138845987368787,4.28384768977872,8.21692405782571e-05,0.000564966747395581,1.0141433572351,ZNF302
0.45650939796763,0.0467210325027682,4.27793157466924,8.37862727937192e-05,0.000573115381429203,0.995455791574541,ZNF251
0.44415977463886,0.0276583167063783,4.26842961161347,8.64484064904431e-05,0.000588292489296503,0.965466353659077,ZNF883
0.123591975600483,0.0204489371183002,4.26272638939813,8.80855775394423e-05,0.000593348027384974,0.947481060667677,VAX1
0.123591975600483,0.0204489371183002,4.26272638939813,8.80855775394423e-05,0.000593348027384974,0.947481060667677,VAX2
0.355644741282025,0.00225685442627208,4.2442039114593,9.36133061834121e-05,0.000625280418694444,0.889146988016894,ZNF717
0.364242342957991,0.0198937900487162,4.24369936349968,9.37685028788202e-05,0.000625280418694444,0.887559639312584,ZNF662
0.0825439046246073,-0.0021773434361037,4.20600554404139,0.000106098023920257,0.000703154401536479,0.769222941289915,EN1
-0.380593424696301,-0.0279091446824462,-4.20483113521199,0.000106506431581637,0.000703154401536479,0.765543995123663,ZNF540
-0.331617702945795,-0.0169156834422876,-4.19868996465786,0.000108667054520497,0.000713867234399501,0.746314150778017,ZNF606
0.422297090384071,0.0209949595767098,4.19569428308179,0.00010973640175072,0.000717340911936975,0.736938626803044,ZNF626
0.333206156791303,0.0201651458183187,4.18533632820159,0.000113513136000682,0.000738391820945611,0.704546147765955,ZNF225
0.18853780665889,0.00768566023689387,4.15919741915994,0.000123613667611617,0.000800172375222518,0.622972659656784,FOXO6
0.204419419905128,0.0154404894327087,4.15006856772479,0.000127342607269217,0.00082030893129248,0.594541731967538,MYRF
0.335999042252354,0.0126198748953945,4.1462939494019,0.000128916148307165,0.000826433472481199,0.582794895852826,ZNF112
0.214851365460735,0.0313275847433388,4.13264628563544,0.00013476443578524,0.000859771184072179,0.540365949314199,NFATC4
0.400405601741451,0.0198695793787649,4.12901142415306,0.000136364936610399,0.000865819477904301,0.52907710688733,ZNF84
0.35581131653734,0.0388577535459933,4.11297351385523,0.000143649547050011,0.000907728328263638,0.479326043456791,PROX2
0.476781274484052,0.062262553820939,4.10542760490558,0.000147206160504151,0.000925794194260702,0.455950870192113,EBF3
0.361620718196715,0.018845890134276,4.08943488901405,0.00015502835406374,0.000970389744540484,0.406479897929403,ZFP37
-0.304486620606089,-0.00236615535502946,-4.05927587403491,0.000170889358956783,0.00106325569206952,0.313449246822082,ZBTB16
0.199408769237876,0.0293996646222565,4.05822940502604,0.000171467006859742,0.00106325569206952,0.310227418359384,HEY2
0.343318893595831,0.0108054879175935,4.05514118740606,0.00017318273741153,0.00106889996532605,0.300721964890001,ZNF280D
0.148805351281729,0.015351832610635,4.02277989437132,0.000192191037836847,0.00118072920004396,0.201334553814024,ZNF582
0.334332229305136,0.0160383051575463,4.02012321699919,0.000193838204450481,0.00118092435962452,0.193193351431544,ZNF776
0.287115874486792,0.0597252002122819,4.01985919406969,0.000194002645364089,0.00118092435962452,0.192384421122675,ZNF284
0.239196843276704,0.0101779257763787,4.0136850853811,0.0001978867559448,0.00119624127354798,0.173475512016406,ASCL1
0.172806687658691,0.0167772935998247,4.01300080071536,0.00019832183887005,0.00119624127354798,0.171380724948868,PBX1
0.367513179388038,0.0295583355133228,4.00709832585185,0.00020211336684166,0.00121359474117141,0.153319170217073,ZNF677
0.198094130778603,0.0282176683989617,3.98986281415453,0.000213590324829802,0.00127287575887976,0.100656553249504,KLF8
0.301365369986111,0.0239268448601341,3.98940367507531,0.000213904517129002,0.00127287575887976,0.0992552618115754,ZNF701
0.353892437681273,0.0256552569771954,3.98516026444132,0.000216829538367244,0.00128346169994961,0.0863083135562386,ZNF345
-0.392728770641618,-0.0164785746844499,-3.9840261084433,0.000217617846638027,0.00128346169994961,0.0828491255197825,MLX
-0.384154753321404,0.00682849605970047,-3.957962261294,0.00023651615983412,0.00138470142687951,0.00349461168984266,ARNTL2
-0.169353784363094,0.0219288689892799,-3.95749297123055,0.00023687055305324,0.00138470142687951,0.00206828060067554,SP1
