donor,predicted_state,gene,mean_log_expression,z
116,HTC,AMTN,0.00260974905362495,-0.715931043977144
116,HTC,DEFB1,0.00998197283751537,-0.449103191192041
116,HomC,CCDC160,0,-0.543696547439079
116,HomC,ANKRD1,0,-0.304245898766611
116,HomC,SPINK1,0,-0.52514464239922
116,HomC,CLDN4,0.00346246621305361,-0.301302627183864
116,HomC,TMEM156,0.000627813067908248,-0.492004859262985
116,HomC,FAM170B,0,-0.352126787991565
116,HomC,MTBP,0.00340848665278424,-0.342784887436323
116,HomC,ROBO4,0.000501932764077781,-0.236513194420755
116,HomC,TEK,0,-0.29155837573271
116,HomC,EBF2,0,-0.248236114555004
116,HomC,NR2F2-AS1,0.00068140090248522,-0.0699009862368952
116,HomC,CRYBB1,0,-0.312980642444085
116,HomC,CRIP3,0,-0.323865888544622
116,HomC,ADAD2,0,-0.320872173109454
116,HomC,ARHGEF15,0.00114854030491698,-0.0744633812000426
116,HomC,ROPN1,0,-0.505733199781978
116,HomC,PLA2G10,0,-0.393328994646316
116,HomC,HIST1H2AH,0.00192945172943704,-0.0289313334110683
116,HomC,HIST1H2BE,0,-0.248716416393874
116,HomC,RAPGEF4-AS1,0,-0.218217890235992
116,HomC,DRAXIN,0.000653860218874464,-0.382896623027393
116,HomC,DHH,0,-0.276740729461188
116,HomC,CCL18,0.00051777510515956,-0.176295866194198
116,HomC,LCK,0.0015439986561343,3.54733125095412
116,HomC,HBA2,0.00356656159085263,1.39539606378236
116,HomC,HBA1,0.00380391251598455,2.37619256710894
116,HomC,DMP1,0.000522067365773072,3.28709554388075
116,HomC,BNC1,0.000710426787102147,4.23837271659599
116,HomC,SLA2,0.000716128365980052,1.30930523722352
116,HomC,LCE1E,0,0
116,HomC,GDNF,0,-0.540338870852718
116,HomC,MMP1,0.00207097882426024,-0.0734073106340092
116,HomC,S100A2,0.00947104058395334,-0.691547251000142
116,HomC,LRRC38,0,-0.378241867862281
116,HomC,WNT16,0.000374498595762098,-0.541992657464475
116,HomC,KRTAP2-3,0,-0.218217890235992
116,HomC,TAC1,0.00835035325723442,-0.886600438149917
116,HomC,GCSAM,0,-0.218217890235992
116,HomC,DCLK1,0.000593448527342051,-0.338075901570012
116,HomC,TCN1,0,0
116,HomC,RETN,0,0
116,HomC,PGLYRP1,0,0
116,HomC,PADI4,0,0
116,HomC,MS4A3,0,0
116,HomC,MNDA,0,-0.23862544344358
116,HomC,RNASE6,0,-0.235947057269194
116,HomC,SPI1,0.00563534868601075,-0.201732485035905
116,HomC,CLDN10,0,-0.332169031798302
116,HomC,LY6D,0.000734588225400138,-0.704673708940986
116,HomC,TNFAIP6,0.0692102474517027,-0.421831307335486
116,HomC,FAM159B,0.00201346277204261,-0.384601954903009
116,HomC,PRG4,0.172789057478559,-0.901647184266206
116,HomC,F5,0.0202923015546626,-0.654989474794459
116,HomC,SOX11,0.00488117295407671,-0.372404731790276
116,HomC,AMTN,0.00730372580582261,-0.668346561937301
116,HomC,DEFB1,0.00264856689624289,-0.553117403070677
116,ProC,CCDC160,0.000662441821985731,-0.252909344624772
116,ProC,ANKRD1,0,-0.304245898766611
116,ProC,SPINK1,0.00274372662773667,1.53189782153764
116,ProC,CLDN4,0.00687223992105083,-0.0106488330500855
116,ProC,TMEM156,0,-0.728827758300397
116,ProC,FAM170B,0,-0.352126787991565
116,ProC,MTBP,0.00183602929551653,-0.725815670361984
116,ProC,ROBO4,0,-0.309096904528277
116,ProC,TEK,0.000937315821079496,-0.0698848604601835
116,ProC,EBF2,0.0021713665433897,-0.100971201791249
116,ProC,NR2F2-AS1,0,-0.237416964681221
116,ProC,CRYBB1,0,-0.312980642444085
116,ProC,CRIP3,0,-0.323865888544622
116,ProC,ADAD2,0.00101911204378741,-0.0545944578361161
116,ProC,ARHGEF15,0.000459907331856545,-0.217340463103113
116,ProC,ROPN1,0,-0.505733199781978
116,ProC,PLA2G10,0,-0.393328994646316
116,ProC,HIST1H2AH,0.000555921059204996,-0.640715105040689
116,ProC,HIST1H2BE,0,-0.248716416393874
116,ProC,RAPGEF4-AS1,0,-0.218217890235992
116,ProC,DRAXIN,0.00229408838241618,0.58867474315448
116,ProC,DHH,0,-0.276740729461188
116,ProC,CCL18,0,-0.241301824127722
116,ProC,LCK,0,-0.374092873287016
116,ProC,HBA2,0.00208106187611477,0.523199049436264
116,ProC,HBA1,0,-0.583010545289258
116,ProC,DMP1,0.000429581993629119,2.64378086475149
116,ProC,BNC1,0,-0.322509438851439
116,ProC,SLA2,0,-0.587182523459391
116,ProC,LCE1E,0,0
116,ProC,GDNF,0.0120150051352262,3.10708080322502
116,ProC,MMP1,0.010896892847904,1.7473622601616
116,ProC,S100A2,0.242535322185151,2.9279064896077
116,ProC,LRRC38,0.000986761106608846,1.08516953149596
116,ProC,WNT16,0.137142916207107,3.22438106276626
116,ProC,KRTAP2-3,0,-0.218217890235992
116,ProC,TAC1,0.054542848183326,-0.338250042387038
116,ProC,GCSAM,0,-0.218217890235992
116,ProC,DCLK1,0.027264914490564,1.55771456390542
116,ProC,TCN1,0,0
116,ProC,RETN,0,0
116,ProC,PGLYRP1,0,0
116,ProC,PADI4,0,0
116,ProC,MS4A3,0,0
116,ProC,MNDA,0,-0.23862544344358
116,ProC,RNASE6,0.000902061480110395,-0.179704426907051
116,ProC,SPI1,0.00483567898410526,-0.2330507045311
116,ProC,CLDN10,0,-0.332169031798302
116,ProC,LY6D,0.0161197587110018,0.966879297917659
116,ProC,TNFAIP6,0.380593226664589,0.413511018878825
116,ProC,FAM159B,0.00471083854698375,-0.157890543995484
116,ProC,PRG4,0.579261527851206,-0.0347315783872049
116,ProC,F5,0.107238880806574,0.208035633182445
116,ProC,SOX11,0.010389863318155,-0.253002441211847
116,ProC,AMTN,0.0212232537037717,-0.527239445257836
116,ProC,DEFB1,0.0305430260965304,-0.15747311271857
116,RegC,CCDC160,0,-0.543696547439079
116,RegC,ANKRD1,0,-0.304245898766611
116,RegC,SPINK1,0,-0.52514464239922
116,RegC,CLDN4,0.00509723967321018,-0.161952292107581
116,RegC,TMEM156,0,-0.728827758300397
116,RegC,FAM170B,0,-0.352126787991565
116,RegC,MTBP,0.00438889382686693,-0.103970063149236
116,RegC,ROBO4,0.00358495967364727,0.209318493552502
116,RegC,TEK,0,-0.29155837573271
116,RegC,EBF2,0.00117764106677515,-0.168366960499178
116,RegC,NR2F2-AS1,0.000911894176157313,-0.0132363911017959
116,RegC,CRYBB1,0.00203505455679853,3.45164754287645
116,RegC,CRIP3,0,-0.323865888544622
116,RegC,ADAD2,0,-0.320872173109454
116,RegC,ARHGEF15,0.000610357663165312,-0.186125134837296
116,RegC,ROPN1,0,-0.505733199781978
116,RegC,PLA2G10,0,-0.393328994646316
116,RegC,HIST1H2AH,0.00176461275019336,-0.102352200246346
116,RegC,HIST1H2BE,0,-0.248716416393874
116,RegC,RAPGEF4-AS1,0,-0.218217890235992
116,RegC,DRAXIN,0.00108675865066327,-0.126473931270372
116,RegC,DHH,0,-0.276740729461188
116,RegC,CCL18,0.0366508415112768,4.36016131646898
116,RegC,LCK,0,-0.374092873287016
116,RegC,HBA2,0.000347062519360682,-0.494902163801496
116,RegC,HBA1,0,-0.583010545289258
116,RegC,DMP1,0,-0.344328454429059
116,RegC,BNC1,0,-0.322509438851439
116,RegC,SLA2,0,-0.587182523459391
116,RegC,LCE1E,0,0
116,RegC,GDNF,0,-0.540338870852718
116,RegC,MMP1,0,-0.500646372205826
116,RegC,S100A2,0.0405278035966442,-0.2092403256953
116,RegC,LRRC38,0,-0.378241867862281
116,RegC,WNT16,0.00561727681299092,-0.397615304540193
116,RegC,KRTAP2-3,0,-0.218217890235992
116,RegC,TAC1,0.00857856794500335,-0.883891305106611
116,RegC,GCSAM,0.000990769992356097,4.36435780471985
116,RegC,DCLK1,0.00373490149527102,-0.114783466405349
116,RegC,TCN1,0,0
116,RegC,RETN,0,0
116,RegC,PGLYRP1,0,0
116,RegC,PADI4,0,0
116,RegC,MS4A3,0,0
116,RegC,MNDA,0.0709202668900643,4.35566101363371
116,RegC,RNASE6,0.0737588548433259,4.36284371293465
116,RegC,SPI1,0.118536977131639,4.21994057897997
116,RegC,CLDN10,0,-0.332169031798302
116,RegC,LY6D,0.00302987632393853,-0.455297484848486
116,RegC,TNFAIP6,0.203452296300704,-0.0617022288458314
116,RegC,FAM159B,0.000960454656504877,-0.473106106897123
116,RegC,PRG4,0.384306591073578,-0.450527208976245
116,RegC,F5,0.069335182374367,-0.168193583810703
116,RegC,SOX11,0.00220441068824936,-0.430424247274001
116,RegC,AMTN,0.00700336519709344,-0.671391422350139
116,RegC,DEFB1,0.0467774229362734,0.0727893336990476
116,preHTC,CCDC160,0.000650786308958221,-0.258025679249412
116,preHTC,ANKRD1,0,-0.304245898766611
116,preHTC,SPINK1,0.000601723028301884,-0.0740174024501337
116,preHTC,CLDN4,0.00252337882534819,-0.38135172593185
116,preHTC,TMEM156,0.000139972532784669,-0.676027485903838
116,preHTC,FAM170B,0,-0.352126787991565
116,preHTC,MTBP,0.00708125877262941,0.551856085859292
116,preHTC,ROBO4,0.00159056471506994,-0.0790878346919856
116,preHTC,TEK,0.000614440332761308,-0.146244335976554
116,preHTC,EBF2,0.00253938256833666,-0.076011874691701
116,preHTC,NR2F2-AS1,0,-0.237416964681221
116,preHTC,CRYBB1,0,-0.312980642444085
116,preHTC,CRIP3,0.000485052755215829,-0.0596775825074581
116,preHTC,ADAD2,0.000251824992623178,-0.255074320858369
116,preHTC,ARHGEF15,0.000774341763978299,-0.152101829652631
116,preHTC,ROPN1,0.000632026443614241,0.0825623736152927
116,preHTC,PLA2G10,0.000171653002196648,-0.111740351094054
116,preHTC,HIST1H2AH,0.00329788182061398,0.580580591248222
116,preHTC,HIST1H2BE,0,-0.248716416393874
116,preHTC,RAPGEF4-AS1,0,-0.218217890235992
116,preHTC,DRAXIN,0.000940557156199054,-0.213074801119915
116,preHTC,DHH,0,-0.276740729461188
116,preHTC,CCL18,0.000667928877815392,-0.157444264926469
116,preHTC,LCK,0,-0.374092873287016
116,preHTC,HBA2,0.00159717803399099,0.239091258499966
116,preHTC,HBA1,0.00106939696829446,0.24891259270833
116,preHTC,DMP1,8.78920530606194e-05,0.267035771090812
116,preHTC,BNC1,6.63470406782689e-05,0.103433162680494
116,preHTC,SLA2,0.000108266221139625,-0.300466380040477
116,preHTC,LCE1E,0,0
116,preHTC,GDNF,0.00164404333981606,-0.041253272869854
116,preHTC,MMP1,0.00292691412346623,0.10317054217411
116,preHTC,S100A2,0.164072872995273,1.70939628604291
116,preHTC,LRRC38,0,-0.378241867862281
116,preHTC,WNT16,0.0805287417280584,1.66532128365569
116,preHTC,KRTAP2-3,0,-0.218217890235992
116,preHTC,TAC1,0.0390350604646334,-0.522342751528595
116,preHTC,GCSAM,0,-0.218217890235992
116,preHTC,DCLK1,0.00359100337342683,-0.125011651379067
116,preHTC,TCN1,0,0
116,preHTC,RETN,0,0
116,preHTC,PGLYRP1,0,0
116,preHTC,PADI4,0,0
116,preHTC,MS4A3,0,0
116,preHTC,MNDA,0.00133954946304661,-0.15184807744466
116,preHTC,RNASE6,0.00113294002658851,-0.165309380633123
116,preHTC,SPI1,0.00350266642853946,-0.285256733727382
116,preHTC,CLDN10,0.000363171148344383,0.455291894327987
116,preHTC,LY6D,0.0401163461703277,3.57403714251363
116,preHTC,TNFAIP6,1.52505080245559,3.48372974448631
116,preHTC,FAM159B,0.0257707210478511,1.61216897817937
116,preHTC,PRG4,1.75827852731402,2.47985012377309
116,preHTC,F5,0.343542765388999,2.55356995163152
116,preHTC,SOX11,0.124645758607836,2.2235236853314
116,preHTC,AMTN,0.153251066950472,0.811172617660027
116,preHTC,DEFB1,0.272748316617594,3.27787365631808
118,EC,CCDC160,0.00541760439467905,1.83442931297369
118,EC,ANKRD1,0.00110207680064179,3.76588426659395
118,EC,SPINK1,0.00401442507210616,2.48457314731628
118,EC,CLDN4,0.0395771382170526,2.77716161730253
118,EC,TMEM156,0.00842642528934507,2.44977837074008
118,EC,FAM170B,0.00117691890765778,2.93673568142286
118,EC,MTBP,0.0146516565342631,2.39590951490472
118,EC,ROBO4,0.000395096635680891,-0.251962599455745
118,EC,TEK,0,-0.29155837573271
118,EC,EBF2,0,-0.248236114555004
118,EC,NR2F2-AS1,0,-0.237416964681221
118,EC,CRYBB1,0,-0.312980642444085
118,EC,CRIP3,0,-0.323865888544622
118,EC,ADAD2,0.000207693209153035,-0.266605251677021
118,EC,ARHGEF15,0,-0.312761710838984
118,EC,ROPN1,0,-0.505733199781978
118,EC,PLA2G10,0,-0.393328994646316
118,EC,HIST1H2AH,0.000867907622664628,-0.501753288877638
118,EC,HIST1H2BE,0,-0.248716416393874
118,EC,RAPGEF4-AS1,0,-0.218217890235992
118,EC,DRAXIN,0.000390247377437061,-0.539044831058031
118,EC,DHH,0,-0.276740729461188
118,EC,CCL18,0,-0.241301824127722
118,EC,LCK,0,-0.374092873287016
118,EC,HBA2,0,-0.698676617727418
118,EC,HBA1,0,-0.583010545289258
118,EC,DMP1,0,-0.344328454429059
118,EC,BNC1,0,-0.322509438851439
118,EC,SLA2,0,-0.587182523459391
118,EC,LCE1E,0,0
118,EC,GDNF,0,-0.540338870852718
118,EC,MMP1,0,-0.500646372205826
118,EC,S100A2,0.0361903540343807,-0.276600274353997
118,EC,LRRC38,0,-0.378241867862281
118,EC,WNT16,0.00469954991458814,-0.422887970063862
118,EC,KRTAP2-3,0,-0.218217890235992
118,EC,TAC1,0.15322407555798,0.833193287786786
118,EC,GCSAM,0,-0.218217890235992
118,EC,DCLK1,0,-0.380257837180033
118,EC,TCN1,0,0
118,EC,RETN,0,0
118,EC,PGLYRP1,0,0
118,EC,PADI4,0,0
118,EC,MS4A3,0,0
118,EC,MNDA,0,-0.23862544344358
118,EC,RNASE6,0,-0.235947057269194
118,EC,SPI1,0.00477425889021872,-0.235456157654021
118,EC,CLDN10,0,-0.332169031798302
118,EC,LY6D,0.00558951008265357,-0.177200891129154
118,EC,TNFAIP6,0.0346502165594268,-0.514544970338417
118,EC,FAM159B,0.00203630336762859,-0.382682228441693
118,EC,PRG4,0.705209957155388,0.233888480431645
118,EC,F5,0.0148664986764751,-0.708845579946592
118,EC,SOX11,0.0021908091134062,-0.430719064931994
118,EC,AMTN,0.0325217385739433,-0.412702757335296
118,EC,DEFB1,0.00349598818148,-0.541097905197657
118,FC,CCDC160,0,-0.543696547439079
118,FC,ANKRD1,0,-0.304245898766611
118,FC,SPINK1,0,-0.52514464239922
118,FC,CLDN4,0,-0.596448002820875
118,FC,TMEM156,0,-0.728827758300397
118,FC,FAM170B,0,-0.352126787991565
118,FC,MTBP,0,-1.17304925369942
118,FC,ROBO4,0.00326822158621082,0.16351549529488
118,FC,TEK,0.00200024384718899,0.181495716641369
118,FC,EBF2,0.00219140145517493,-0.0996124079269592
118,FC,NR2F2-AS1,0,-0.237416964681221
118,FC,CRYBB1,0,-0.312980642444085
118,FC,CRIP3,0.00813469637348178,4.10676898967713
118,FC,ADAD2,0.017378127536856,4.21975525294418
118,FC,ARHGEF15,0.00332512731329399,0.377133350921215
118,FC,ROPN1,0,-0.505733199781978
118,FC,PLA2G10,0,-0.393328994646316
118,FC,HIST1H2AH,0.00319807611870666,0.536126171651833
118,FC,HIST1H2BE,0,-0.248716416393874
118,FC,RAPGEF4-AS1,0,-0.218217890235992
118,FC,DRAXIN,0,-0.770203633274131
118,FC,DHH,0,-0.276740729461188
118,FC,CCL18,0,-0.241301824127722
118,FC,LCK,0,-0.374092873287016
118,FC,HBA2,0,-0.698676617727418
118,FC,HBA1,0,-0.583010545289258
118,FC,DMP1,0,-0.344328454429059
118,FC,BNC1,0,-0.322509438851439
118,FC,SLA2,0,-0.587182523459391
118,FC,LCE1E,0,0
118,FC,GDNF,0.00161374026966767,-0.0504524378306871
118,FC,MMP1,0,-0.500646372205826
118,FC,S100A2,0.0131559353904417,-0.63432138095493
118,FC,LRRC38,0,-0.378241867862281
118,FC,WNT16,0.00130881739712552,-0.516263078653579
118,FC,KRTAP2-3,0,-0.218217890235992
118,FC,TAC1,0.182662323058322,1.1826542704249
118,FC,GCSAM,0,-0.218217890235992
118,FC,DCLK1,0.00219140145517493,-0.224494446053415
118,FC,TCN1,0,0
118,FC,RETN,0,0
118,FC,PGLYRP1,0,0
118,FC,PADI4,0,0
118,FC,MS4A3,0,0
118,FC,MNDA,0,-0.23862544344358
118,FC,RNASE6,0,-0.235947057269194
118,FC,SPI1,0.00318011492575585,-0.297889122748263
118,FC,CLDN10,0,-0.332169031798302
118,FC,LY6D,0.00628326801708568,-0.101826155280934
118,FC,TNFAIP6,0.0772368844549505,-0.400298371775168
118,FC,FAM159B,0.00682919086393599,0.0201545941855119
118,FC,PRG4,1.4681037965233,1.86097179648172
118,FC,F5,0.111717109227003,0.252486186606615
118,FC,SOX11,0.009554759183088,-0.271103539659628
118,FC,AMTN,0.0514027966233672,-0.221298876345599
118,FC,DEFB1,0.00933915647392345,-0.458220651479546
118,HTC,CCDC160,0.00153323218237911,0.129335080066619
118,HTC,ANKRD1,0,-0.304245898766611
118,HTC,SPINK1,0,-0.52514464239922
118,HTC,CLDN4,0.00157992757913222,-0.461772805972959
118,HTC,TMEM156,0.00101723255026864,-0.345108505127659
118,HTC,FAM170B,0,-0.352126787991565
118,HTC,MTBP,0.00680527050845487,0.484628825026762
118,HTC,ROBO4,0,-0.309096904528277
118,HTC,TEK,0.000329731077294408,-0.213577565684855
118,HTC,EBF2,0,-0.248236114555004
118,HTC,NR2F2-AS1,0,-0.237416964681221
118,HTC,CRYBB1,0,-0.312980642444085
118,HTC,CRIP3,0,-0.323865888544622
118,HTC,ADAD2,0.000319692128609638,-0.237341721167506
118,HTC,ARHGEF15,0,-0.312761710838984
118,HTC,ROPN1,0.00233089094190216,1.66387985525308
118,HTC,PLA2G10,0.000467229138235695,0.373138341084621
118,HTC,HIST1H2AH,0.00654339278765148,2.0261623924497
118,HTC,HIST1H2BE,0,-0.248716416393874
118,HTC,RAPGEF4-AS1,0.00022762458475333,4.36435780471985
118,HTC,DRAXIN,0.00375716217740527,1.45531064017082
118,HTC,DHH,0,-0.276740729461188
118,HTC,CCL18,0,-0.241301824127722
118,HTC,LCK,0,-0.374092873287016
118,HTC,HBA2,0,-0.698676617727418
118,HTC,HBA1,0.000701309727365416,-0.0374359771954584
118,HTC,DMP1,0,-0.344328454429059
118,HTC,BNC1,0,-0.322509438851439
118,HTC,SLA2,0,-0.587182523459391
118,HTC,LCE1E,0,0
118,HTC,GDNF,7.7303018427975e-05,-0.516871835499305
118,HTC,MMP1,0.000358571643313538,-0.426673712224495
118,HTC,S100A2,0.0250100528767494,-0.450228693810198
118,HTC,LRRC38,0,-0.378241867862281
118,HTC,WNT16,0.00207358530257975,-0.495202648245121
118,HTC,KRTAP2-3,0,-0.218217890235992
118,HTC,TAC1,0.138713585401711,0.660939482647342
118,HTC,GCSAM,0,-0.218217890235992
118,HTC,DCLK1,0.000350285596378567,-0.355359764658501
118,HTC,TCN1,0,0
118,HTC,RETN,0,0
118,HTC,PGLYRP1,0,0
118,HTC,PADI4,0,0
118,HTC,MS4A3,0,0
118,HTC,MNDA,0.000451875419739474,-0.209352497750731
118,HTC,RNASE6,0,-0.235947057269194
118,HTC,SPI1,0.00520439362641924,-0.218610384894673
118,HTC,CLDN10,0,-0.332169031798302
118,HTC,LY6D,0.00543693104602095,-0.193778149581085
118,HTC,TNFAIP6,0.0271906769047152,-0.534556562569328
118,HTC,FAM159B,0.000816134194923004,-0.48523607995168
118,HTC,PRG4,0.97877298558853,0.817337731798636
118,HTC,F5,0.0317602592325055,-0.541159402371254
118,HTC,SOX11,0.00145850401254539,-0.446591967684929
118,HTC,AMTN,0.033525062266003,-0.402531714587245
118,HTC,DEFB1,0.00435624572020256,-0.528896342837759
118,HomC,CCDC160,0.000401204088646908,-0.367582946480759
118,HomC,ANKRD1,0,-0.304245898766611
118,HomC,SPINK1,0,-0.52514464239922
118,HomC,CLDN4,0.00318519180675543,-0.324937878408231
118,HomC,TMEM156,0.000528372092737188,-0.529515865686571
118,HomC,FAM170B,0,-0.352126787991565
118,HomC,MTBP,0.00540882676571944,0.144472739000367
118,HomC,ROBO4,0.000245682723415762,-0.273569111064544
118,HomC,TEK,0,-0.29155837573271
118,HomC,EBF2,0,-0.248236114555004
118,HomC,NR2F2-AS1,0,-0.237416964681221
118,HomC,CRYBB1,0,-0.312980642444085
118,HomC,CRIP3,0,-0.323865888544622
118,HomC,ADAD2,0,-0.320872173109454
118,HomC,ARHGEF15,0.00027982093434602,-0.254704661410942
118,HomC,ROPN1,0,-0.505733199781978
118,HomC,PLA2G10,0,-0.393328994646316
118,HomC,HIST1H2AH,0.000460136890500155,-0.68337829506815
118,HomC,HIST1H2BE,0,-0.248716416393874
118,HomC,RAPGEF4-AS1,0,-0.218217890235992
118,HomC,DRAXIN,0.000187275531864764,-0.659273002773677
118,HomC,DHH,0.000792252927807087,4.1654623994582
118,HomC,CCL18,0,-0.241301824127722
118,HomC,LCK,0.000976435286504189,2.10584250298106
118,HomC,HBA2,0.00591649837563317,2.77513907366193
118,HomC,HBA1,0.00345371201415548,2.1037587478186
118,HomC,DMP1,0,-0.344328454429059
118,HomC,BNC1,0.00013319968356587,0.532621689248144
118,HomC,SLA2,0.00135969466020525,3.01363040875309
118,HomC,LCE1E,0,0
118,HomC,GDNF,0,-0.540338870852718
118,HomC,MMP1,0.000238398862914744,-0.45146513226347
118,HomC,S100A2,0.0127102040300771,-0.641243522900037
118,HomC,LRRC38,0,-0.378241867862281
118,HomC,WNT16,0.000536908006971639,-0.537520173619294
118,HomC,KRTAP2-3,0,-0.218217890235992
118,HomC,TAC1,0.170930515601932,1.04338616481556
118,HomC,GCSAM,0,-0.218217890235992
118,HomC,DCLK1,0,-0.380257837180033
118,HomC,TCN1,0,0
118,HomC,RETN,0,0
118,HomC,PGLYRP1,0,0
118,HomC,PADI4,0,0
118,HomC,MS4A3,0,0
118,HomC,MNDA,0,-0.23862544344358
118,HomC,RNASE6,0,-0.235947057269194
118,HomC,SPI1,0.0056049179675896,-0.202924271990743
118,HomC,CLDN10,0,-0.332169031798302
118,HomC,LY6D,0.00212553321656974,-0.553551673306709
118,HomC,TNFAIP6,0.0240662283783119,-0.54293847254649
118,HomC,FAM159B,0.00184569102556437,-0.398702982171014
118,HomC,PRG4,0.933718040218067,0.72124552848688
118,HomC,F5,0.0326542871526248,-0.532285349488048
118,HomC,SOX11,0.00213392337233144,-0.431952078105119
118,HomC,AMTN,0.0301524871222891,-0.436720686929074
118,HomC,DEFB1,0.00512515452693464,-0.51799043579003
118,ProC,CCDC160,0.000394198214298155,-0.370658263493558
118,ProC,ANKRD1,0,-0.304245898766611
118,ProC,SPINK1,0.000738271285649011,0.0283563402179997
118,ProC,CLDN4,0.0079562510079356,0.081753760866096
118,ProC,TMEM156,0.00156895155139131,-0.136989719490989
118,ProC,FAM170B,0,-0.352126787991565
118,ProC,MTBP,0.00215947449577977,-0.647028498348848
118,ProC,ROBO4,0,-0.309096904528277
118,ProC,TEK,0.000838750546409825,-0.0931953716331031
118,ProC,EBF2,0,-0.248236114555004
118,ProC,NR2F2-AS1,0,-0.237416964681221
118,ProC,CRYBB1,0,-0.312980642444085
118,ProC,CRIP3,0,-0.323865888544622
118,ProC,ADAD2,0,-0.320872173109454
118,ProC,ARHGEF15,0,-0.312761710838984
118,ProC,ROPN1,0.000804901675176417,0.243476105161832
118,ProC,PLA2G10,0,-0.393328994646316
118,ProC,HIST1H2AH,0.000882275761455603,-0.49535358166225
118,ProC,HIST1H2BE,0,-0.248716416393874
118,ProC,RAPGEF4-AS1,0,-0.218217890235992
118,ProC,DRAXIN,0.000489990126124182,-0.479963295474937
118,ProC,DHH,0,-0.276740729461188
118,ProC,CCL18,0,-0.241301824127722
118,ProC,LCK,0,-0.374092873287016
118,ProC,HBA2,0.000856743377086901,-0.195647900762737
118,ProC,HBA1,0,-0.583010545289258
118,ProC,DMP1,0,-0.344328454429059
118,ProC,BNC1,0,-0.322509438851439
118,ProC,SLA2,0.000402902338043501,0.479804052060942
118,ProC,LCE1E,0,0
118,ProC,GDNF,0.00465506158937272,0.872807693299953
118,ProC,MMP1,0.00410674341573658,0.346567120516518
118,ProC,S100A2,0.135775821015937,1.26994726394851
118,ProC,LRRC38,0.001750823367898,2.21830845995722
118,ProC,WNT16,0.0512521482325795,0.859092811578203
118,ProC,KRTAP2-3,0,-0.218217890235992
118,ProC,TAC1,0.337178537817495,3.01691387581192
118,ProC,GCSAM,0,-0.218217890235992
118,ProC,DCLK1,0.0106912387037899,0.379668461086265
118,ProC,TCN1,0,0
118,ProC,RETN,0,0
118,ProC,PGLYRP1,0,0
118,ProC,PADI4,0,0
118,ProC,MS4A3,0,0
118,ProC,MNDA,0,-0.23862544344358
118,ProC,RNASE6,0,-0.235947057269194
118,ProC,SPI1,0.00276420535083504,-0.314177782086594
118,ProC,CLDN10,0,-0.332169031798302
118,ProC,LY6D,0.00514676245583238,-0.225304103738015
118,ProC,TNFAIP6,0.133887214316326,-0.248323403692997
118,ProC,FAM159B,0.0024283986954657,-0.349727055562179
118,ProC,PRG4,0.698651161851865,0.219900025077763
118,ProC,F5,0.062327124951212,-0.237755026783673
118,ProC,SOX11,0.0126119286923038,-0.204838598637122
118,ProC,AMTN,0.0905104069068178,0.17514863019196
118,ProC,DEFB1,0.0140847383140694,-0.3909111422336
118,RegC,CCDC160,0,-0.543696547439079
118,RegC,ANKRD1,0,-0.304245898766611
118,RegC,SPINK1,0,-0.52514464239922
118,RegC,CLDN4,0.00823243525936599,0.105296085792225
118,RegC,TMEM156,0.00399086320508039,0.776600914979468
118,RegC,FAM170B,0,-0.352126787991565
118,RegC,MTBP,0.00165352272719188,-0.770271968926376
118,RegC,ROBO4,0,-0.309096904528277
118,RegC,TEK,0.00119988645841267,-0.00778737434503672
118,RegC,EBF2,0,-0.248236114555004
118,RegC,NR2F2-AS1,0,-0.237416964681221
118,RegC,CRYBB1,0,-0.312980642444085
118,RegC,CRIP3,0,-0.323865888544622
118,RegC,ADAD2,0,-0.320872173109454
118,RegC,ARHGEF15,0,-0.312761710838984
118,RegC,ROPN1,0,-0.505733199781978
118,RegC,PLA2G10,0,-0.393328994646316
118,RegC,HIST1H2AH,0,-0.888327691857778
118,RegC,HIST1H2BE,0,-0.248716416393874
118,RegC,RAPGEF4-AS1,0,-0.218217890235992
118,RegC,DRAXIN,0,-0.770203633274131
118,RegC,DHH,0,-0.276740729461188
118,RegC,CCL18,0,-0.241301824127722
118,RegC,LCK,0,-0.374092873287016
118,RegC,HBA2,0,-0.698676617727418
118,RegC,HBA1,0,-0.583010545289258
118,RegC,DMP1,0,-0.344328454429059
118,RegC,BNC1,0,-0.322509438851439
118,RegC,SLA2,0,-0.587182523459391
118,RegC,LCE1E,0,0
118,RegC,GDNF,0,-0.540338870852718
118,RegC,MMP1,0,-0.500646372205826
118,RegC,S100A2,0.0292474311103436,-0.384422838049784
118,RegC,LRRC38,0,-0.378241867862281
118,RegC,WNT16,0.00486483013354165,-0.418336428969708
118,RegC,KRTAP2-3,0,-0.218217890235992
118,RegC,TAC1,0.176628275666837,1.11102418678324
118,RegC,GCSAM,0,-0.218217890235992
118,RegC,DCLK1,0,-0.380257837180033
118,RegC,TCN1,0,0
118,RegC,RETN,0,0
118,RegC,PGLYRP1,0,0
118,RegC,PADI4,0,0
118,RegC,MS4A3,0,0
118,RegC,MNDA,0,-0.23862544344358
118,RegC,RNASE6,0,-0.235947057269194
118,RegC,SPI1,0.0255366190375854,0.577679754315753
118,RegC,CLDN10,0,-0.332169031798302
118,RegC,LY6D,0.00441020096510146,-0.305329318649985
