gene,logFC,P.Value,adj.P.Val,status,is_piezo
GPC6,0.2116130166,0.195445144409132,0.316177508641041,Not highlighted,FALSE
TMEM108,0.20146803645,0.195545468465891,0.316307006323566,Not highlighted,FALSE
MICU1,-0.1234704763,0.195554276436158,0.316307006323566,Not highlighted,FALSE
C15orf37,-0.15129221415,0.195592252963787,0.316339275028229,Not highlighted,FALSE
HOXA11,0.21045134285,0.195603312299084,0.316339275028229,Not highlighted,FALSE
FOXP3,0.2015325793,0.195621036258237,0.31634441905354,Not highlighted,FALSE
ECM2,-0.18572378195,0.195659006589094,0.316382300871691,Not highlighted,FALSE
TUSC1,0.11519823055,0.195729665076059,0.316473030159401,Not highlighted,FALSE
P2RX4,0.10963897585,0.1958615798453,0.316652051019877,Not highlighted,FALSE
KLHL4,0.17568142445,0.195869499194209,0.316652051019877,Not highlighted,FALSE
ASMTL,0.08479304415,0.195929392650534,0.316725338059929,Not highlighted,FALSE
HMGCS2,0.23675272165,0.196001139539974,0.316817774189903,Not highlighted,FALSE
HDAC5,-0.08981499645,0.196155685901185,0.317044024351506,Not highlighted,FALSE
HTRA2,-0.1144503604,0.196329460453785,0.317288253147579,Not highlighted,FALSE
C16orf5,-0.14976243885,0.19633596392821,0.317288253147579,Not highlighted,FALSE
SCP2,0.2889243554,0.196433581687144,0.317417423573687,Not highlighted,FALSE
FAM181A,0.1442722558,0.196445078896146,0.317417423573687,Not highlighted,FALSE
INO80D,0.163524492,0.19647488952372,0.31744201120998,Not highlighted,FALSE
TCEB3,0.12641444515,0.19659037657037,0.317605011226878,Not highlighted,FALSE
OR6P1,0.2814610719,0.196612025869689,0.31761639708262,Not highlighted,FALSE
TAAR2,0.3957132888,0.196673026122172,0.31769134592377,Not highlighted,FALSE
LRFN1,-0.1202691788,0.196727233681959,0.317755312025691,Not highlighted,FALSE
C3orf64,0.28629341615,0.196759327164827,0.317783552456884,Not highlighted,FALSE
RPLP2,0.1312142368,0.196791319562392,0.317811625445181,Not highlighted,FALSE
SPOPL,-0.1593311327,0.196824202376069,0.317831143162168,Not highlighted,FALSE
B4GALNT4,0.3465701168,0.196832628242808,0.317831143162168,Not highlighted,FALSE
SPRR4,0.28253674295,0.196915938931117,0.317942065293176,Not highlighted,FALSE
NDST4,0.36821956515,0.197045723112579,0.318111611040785,Not highlighted,FALSE
GMFG,-0.1390867242,0.197050195253932,0.318111611040785,Not highlighted,FALSE
HMGA1,0.17612312,0.197219285201707,0.318360956712989,Not highlighted,FALSE
LOC100507650,0.29030120915,0.197292922943723,0.318456193222904,Not highlighted,FALSE
CXXC5,0.14236163875,0.197366983073127,0.318552097336697,Not highlighted,FALSE
PRO1596,-0.26905689405,0.197531629325236,0.318794183193541,Not highlighted,FALSE
CCDC15,0.17763373565,0.197570195931284,0.318829648825772,Not highlighted,FALSE
MIB2,-0.21160512335,0.197591655191036,0.318829648825772,Not highlighted,FALSE
C1orf189,0.2472166089,0.197597577042122,0.318829648825772,Not highlighted,FALSE
C17orf101,0.13045563585,0.197718879115257,0.319001710318578,Not highlighted,FALSE
ZNF238,-0.20763609655,0.197764606498256,0.319051822335539,Not highlighted,FALSE
RBP2,-0.3717537721,0.197803690093338,0.319091209352588,Not highlighted,FALSE
HLCS,-0.10868504125,0.197835505145852,0.319112780473774,Not highlighted,FALSE
KIAA1661,-0.3804305776,0.197846402973028,0.319112780473774,Not highlighted,FALSE
PLSCR1,-0.1463402826,0.197877606240002,0.319139444719546,Not highlighted,FALSE
TTC29,0.3167469697,0.198133085321339,0.319519301369825,Not highlighted,FALSE
FBXO9,-0.0879476554499999,0.198142509018829,0.319519301369825,Not highlighted,FALSE
GDPD1,-0.17679428875,0.198158613452619,0.319521583381865,Not highlighted,FALSE
OR5E1P,0.2687186182,0.198233556963677,0.319601846996734,Not highlighted,FALSE
PTCHD3,-0.5667525305,0.198237776741446,0.319601846996734,Not highlighted,FALSE
CD300C,0.1737282038,0.198321436471254,0.319708301299476,Not highlighted,FALSE
KCNJ11,0.4376365443,0.198333202360019,0.319708301299476,Not highlighted,FALSE
ZNF175,-0.1448513741,0.198434539973104,0.319847952092994,Not highlighted,FALSE
OR10V1,0.35111475945,0.198538918632846,0.319992483558214,Not highlighted,FALSE
OR2H1,0.603030779,0.198556121998624,0.319996500386313,Not highlighted,FALSE
PHF7,-0.1273458015,0.198609321450378,0.320058524239785,Not highlighted,FALSE
IL17RA,-0.1215487464,0.19869149778161,0.320167231627941,Not highlighted,FALSE
NKIRAS2,0.10328817335,0.198853381026078,0.320404351413278,Not highlighted,FALSE
NRK,0.3067668635,0.198896330634705,0.320449817344352,Not highlighted,FALSE
CHP,-0.17334003275,0.198939505471447,0.320493061573504,Not highlighted,FALSE
HIST1H1T,0.24216012525,0.198967811468293,0.320493061573504,Not highlighted,FALSE
PSTPIP2,0.2212862069,0.198975725577347,0.320493061573504,Not highlighted,FALSE
LINGO1,0.23351895615,0.198982107233826,0.320493061573504,Not highlighted,FALSE
OPN4,0.24687002,0.199001151229358,0.320500003075744,Not highlighted,FALSE
C16orf70,0.0803697711,0.199074887139873,0.320595020734917,Not highlighted,FALSE
ZNF621,-0.2335488764,0.199153299182711,0.320697554325016,Not highlighted,FALSE
LOC100652797,0.4541072599,0.199234497857102,0.320804559729638,Not highlighted,FALSE
LOC727916,0.18391111465,0.199359425143529,0.320981955271802,Not highlighted,FALSE
FLJ23867,0.18570311615,0.199433114328492,0.321068837353889,Not highlighted,FALSE
INSRR,0.33389757045,0.199448346591948,0.321068837353889,Not highlighted,FALSE
OR2T1,0.4139642694,0.199457668221916,0.321068837353889,Not highlighted,FALSE
ZNF233,0.1745888245,0.199490673081121,0.321098203408357,Not highlighted,FALSE
USP50,0.2473334979,0.199522112422182,0.321100484824937,Not highlighted,FALSE
HUWE1,-0.25408234775,0.199527288949718,0.321100484824937,Not highlighted,FALSE
LONRF3,-0.11338667925,0.199536376120756,0.321100484824937,Not highlighted,FALSE
CNO,-0.12153847215,0.199605175947407,0.321187438023967,Not highlighted,FALSE
LOC100128830,0.31805122085,0.199889583879787,0.32162129066892,Not highlighted,FALSE
FAM98C,-0.0929633614,0.19991355737318,0.321636072483832,Not highlighted,FALSE
HNRNPKP3,0.29680300005,0.199965732653161,0.321694409582744,Not highlighted,FALSE
EPHA6,0.1543507567,0.199979395291369,0.321694409582744,Not highlighted,FALSE
MREG,-0.1716008431,0.200069771582167,0.321797336198507,Not highlighted,FALSE
FLJ35776,0.20432300455,0.200072966842065,0.321797336198507,Not highlighted,FALSE
BCL9,0.204012038,0.200351012604441,0.322220719125456,Not highlighted,FALSE
CD3D,-0.2239831452,0.200433149633794,0.32232898645825,Not highlighted,FALSE
ANKRD26P1,0.18871851165,0.200466163147712,0.322358245049829,Not highlighted,FALSE
FAM18B2-CDRT4,-0.23396584695,0.200659817800154,0.322645798106812,Not highlighted,FALSE
LOC729032,0.1994178265,0.200717419742785,0.322714562365663,Not highlighted,FALSE
GBF1,-0.1109985842,0.200734869245131,0.322718763918705,Not highlighted,FALSE
DEFB114,0.1852191711,0.200801917827706,0.322802698735367,Not highlighted,FALSE
HSP90AB2P,-0.1610010592,0.200822282302574,0.322811578823943,Not highlighted,FALSE
PDCD7,-0.09031691465,0.200872425119736,0.322844657083491,Not highlighted,FALSE
HELT,0.2447207236,0.200872544546155,0.322844657083491,Not highlighted,FALSE
XPO4,-0.1543820877,0.200921280327276,0.322899127423636,Not highlighted,FALSE
CEL,0.18430872005,0.201068685965724,0.323112149610403,Not highlighted,FALSE
PRAMEF12,0.34648452295,0.201112651534728,0.323120228940142,Not highlighted,FALSE
GLO1,0.1673445223,0.201124419943527,0.323120228940142,Not highlighted,FALSE
CHGA,0.346455259,0.201130377085372,0.323120228940142,Not highlighted,FALSE
HRNR,0.32408593225,0.201133132578591,0.323120228940142,Not highlighted,FALSE
CXorf1,-0.1679065505,0.2012793221307,0.323331202642861,Not highlighted,FALSE
C3orf18,-0.08961095825,0.201296056060942,0.323334205541102,Not highlighted,FALSE
LZTS2,0.1944305869,0.20137597584818,0.323431940465953,Not highlighted,FALSE
DEFB112,0.3723084987,0.201386640385752,0.323431940465953,Not highlighted,FALSE
BTF3,0.127647015,0.201409746765387,0.323445168818065,Not highlighted,FALSE
LRRC25,-0.12986428555,0.201513471147965,0.323587850613504,Not highlighted,FALSE
KIAA1704,0.11034421695,0.201558136852791,0.323635682647221,Not highlighted,FALSE
TTTY12,0.3011544921,0.201651140397529,0.323751441601831,Not highlighted,FALSE
CSPG5,0.21046646025,0.201659998265134,0.323751441601831,Not highlighted,FALSE
SPANXN2,0.20700359355,0.201680451600791,0.323760382525492,Not highlighted,FALSE
ARHGAP40,0.1958991999,0.201707674431722,0.323780188490799,Not highlighted,FALSE
DIRC1,0.1794129328,0.201802858778557,0.323898586526043,Not highlighted,FALSE
PIP4K2A,-0.14299707485,0.201811214747492,0.323898586526043,Not highlighted,FALSE
ENPP1,0.17761435315,0.20186487032669,0.323960798240088,Not highlighted,FALSE
SYNCRIP,0.0972594740500001,0.201893519825418,0.323982872979896,Not highlighted,FALSE
C8orf85,0.2575164631,0.201935041911346,0.324025599856565,Not highlighted,FALSE
PARK2,-0.18270127875,0.201996470224695,0.324100259668627,Not highlighted,FALSE
IGSF23,0.3951350444,0.202064292765312,0.324172005374908,Not highlighted,FALSE
IGSF22,0.1666030874,0.202070992133062,0.324172005374908,Not highlighted,FALSE
KRT77,0.316357039,0.202086934734184,0.32417367288628,Not highlighted,FALSE
CELA2B,0.2338085865,0.202119254588702,0.324178617772309,Not highlighted,FALSE
SEPT7,0.14951586635,0.202119824118613,0.324178617772309,Not highlighted,FALSE
ZNF677,-0.14749524865,0.202134798610409,0.324178731797804,Not highlighted,FALSE
PPP1R2P9,0.375680901,0.202210197209762,0.324275745333732,Not highlighted,FALSE
LOC399939,0.34165546085,0.202257630847918,0.324327901673712,Not highlighted,FALSE
CSPP1,-0.2174993552,0.202315260813516,0.324360295069107,Not highlighted,FALSE
PAX3,0.4326840837,0.202340830315849,0.324360295069107,Not highlighted,FALSE
CCDC136,-0.1441929842,0.20234238955077,0.324360295069107,Not highlighted,FALSE
RPL11,0.1161036027,0.202346553305137,0.324360295069107,Not highlighted,FALSE
POMP,0.15318879545,0.2023523907727,0.324360295069107,Not highlighted,FALSE
GPR21,0.2058562506,0.202370877046976,0.32436602442899,Not highlighted,FALSE
FAM200A,0.1306879986,0.202417209678146,0.324416382620028,Not highlighted,FALSE
HPS5,-0.11540157795,0.202503754874983,0.324531177782409,Not highlighted,FALSE
LINC00311,0.29206847955,0.20267352042719,0.324779314596452,Not highlighted,FALSE
HECTD2,0.15388453365,0.202710307578085,0.324814335943904,Not highlighted,FALSE
BK250D10.8,0.3022104251,0.202841405196653,0.324983635597461,Not highlighted,FALSE
BIK,0.15962076165,0.20286029975682,0.324983635597461,Not highlighted,FALSE
FKBP8,-0.1314495048,0.202860785405587,0.324983635597461,Not highlighted,FALSE
ZNF774,0.20495946095,0.202893515223743,0.325012132200226,Not highlighted,FALSE
LOC100652838,-0.10051360265,0.202938457172757,0.325060185598072,Not highlighted,FALSE
OR4F15,0.3241295191,0.2031110534447,0.325293785153946,Not highlighted,FALSE
FOXK2,0.10809998645,0.203114205128765,0.325293785153946,Not highlighted,FALSE
MUC12,0.27795407595,0.203134558769626,0.32530243115342,Not highlighted,FALSE
TTC35,-0.17286562845,0.203258592479009,0.325477098321805,Not highlighted,FALSE
ZNF462,-0.11302566415,0.203309833548893,0.325527312097188,Not highlighted,FALSE
TM4SF5,0.29214274765,0.203319881489169,0.325527312097188,Not highlighted,FALSE
PRAMEF8,0.30076046525,0.203429538808937,0.325678908380952,Not highlighted,FALSE
ATG4B,-0.1708457495,0.203472737353145,0.32572409353147,Not highlighted,FALSE
DKFZp547J222,-0.2278981408,0.203495181228582,0.325735521761783,Not highlighted,FALSE
SERPINE3,0.3305016035,0.203509826257017,0.325735521761783,Not highlighted,FALSE
LOC100131034,0.514778219,0.203697324440786,0.32601164014686,Not highlighted,FALSE
LOC100131170,0.3401923669,0.203737872173755,0.32605254528572,Not highlighted,FALSE
TNFRSF10D,0.19672877795,0.203761824485083,0.326066887824581,Not highlighted,FALSE
DNM1L,-0.1013776285,0.203814191743418,0.326126695512935,Not highlighted,FALSE
DMBX1,0.39061122025,0.203873311950016,0.326197299120025,Not highlighted,FALSE
MUCL1,0.24481783525,0.203938774604974,0.326278039512165,Not highlighted,FALSE
LOC100131820,-0.21153433515,0.203990737451302,0.326337171511416,Not highlighted,FALSE
BAG1,0.09870309955,0.204189044394475,0.326630393710003,Not highlighted,FALSE
TMCC3,0.12566646645,0.204311942485246,0.326780168128434,Not highlighted,FALSE
PSMC3IP,-0.1436130758,0.204318841189744,0.326780168128434,Not highlighted,FALSE
GDF1,-0.1866504891,0.204327743044999,0.326780168128434,Not highlighted,FALSE
GRK6,-0.1048882971,0.204439808543155,0.326935356229283,Not highlighted,FALSE
VAX2,0.09476678365,0.204479824678627,0.326975310329301,Not highlighted,FALSE
TNKS2,0.10476100605,0.204562430209385,0.327082913553608,Not highlighted,FALSE
LOC391767,0.19617588595,0.20457719009272,0.327082913553608,Not highlighted,FALSE
CPNE9,0.3358732285,0.204641936409285,0.327162384299189,Not highlighted,FALSE
C16orf95,0.12801051055,0.204667422586896,0.327167357541687,Not highlighted,FALSE
C11orf44,0.2554536822,0.204675128789412,0.327167357541687,Not highlighted,FALSE
ZFAND1,0.1561349379,0.20470133464457,0.327185203261716,Not highlighted,FALSE
HSD3B2,0.24926311885,0.204750433760848,0.327224605819366,Not highlighted,FALSE
LOC100131432,0.1699725878,0.204756073455654,0.327224605819366,Not highlighted,FALSE
TRPC5,0.419326108,0.204846782723024,0.327345519967031,Not highlighted,FALSE
LOC100507505,0.3411847331,0.204932967157034,0.327429051259882,Not highlighted,FALSE
MGC3771,-0.15283509595,0.204939265846165,0.327429051259882,Not highlighted,FALSE
C11orf42,0.24663970645,0.204944213539136,0.327429051259882,Not highlighted,FALSE
MIA3,0.2158854748,0.204978882072873,0.327460387988332,Not highlighted,FALSE
DGCR6L,0.1291324639,0.205078164120768,0.327594934710652,Not highlighted,FALSE
HCG18,-0.12574796415,0.205122972277818,0.327642450652599,Not highlighted,FALSE
L1CAM,0.3402614673,0.205159817759634,0.327677241787763,Not highlighted,FALSE
SDF4,0.13114599555,0.205177233534683,0.327680997345553,Not highlighted,FALSE
CDH7,0.23276543565,0.205234086287513,0.327739646882544,Not highlighted,FALSE
TCL6,0.324537062,0.205244091110427,0.327739646882544,Not highlighted,FALSE
C19orf77,0.3833438867,0.205354074179649,0.327882486689815,Not highlighted,FALSE
CAPN13,0.2864492676,0.205373540784879,0.327882486689815,Not highlighted,FALSE
ID2,0.15649909485,0.205378764304374,0.327882486689815,Not highlighted,FALSE
MAPRE1,0.1217318504,0.205402919403717,0.327896983918218,Not highlighted,FALSE
CDKL1,-0.15035271995,0.205445503634142,0.327940896385842,Not highlighted,FALSE
GPR87,0.28009479495,0.205535862895312,0.328061057359762,Not highlighted,FALSE
KLC3,0.26113095045,0.205611373238578,0.3281464950245,Not highlighted,FALSE
SRSF7,-0.1897584918,0.205642359348699,0.3281464950245,Not highlighted,FALSE
UTS2,0.36222481745,0.205645779459543,0.3281464950245,Not highlighted,FALSE
LOC100653296,0.1589015743,0.205649734285306,0.3281464950245,Not highlighted,FALSE
PAX5,0.2694567171,0.205686365761885,0.328180872005613,Not highlighted,FALSE
HUS1,0.1912147989,0.205741690885892,0.32824506822282,Not highlighted,FALSE
OR1S1,0.2283567701,0.205757221016388,0.32824576982387,Not highlighted,FALSE
TBP,-0.1098147138,0.205792721990406,0.328278328596019,Not highlighted,FALSE
LOC100132396,0.231637122,0.205932510261745,0.328477228364998,Not highlighted,FALSE
APH1A,0.1766266753,0.20596026077576,0.328494592490512,Not highlighted,FALSE
CEBPD,-0.2068803318,0.205973599989798,0.328494592490512,Not highlighted,FALSE
DACT1,0.1709620191,0.206050733724622,0.328593516127418,Not highlighted,FALSE
C20orf72,0.1249783979,0.206124162692631,0.328686517622617,Not highlighted,FALSE
FRMPD2,0.31933645445,0.206181345456225,0.328753601111553,Not highlighted,FALSE
CALM2,0.21741875185,0.20623304747775,0.328804528802205,Not highlighted,FALSE
TMED8,0.1784677507,0.206243517422641,0.328804528802205,Not highlighted,FALSE
IMPA1,0.1481799597,0.206349253514405,0.328943716944518,Not highlighted,FALSE
WFDC8,0.2954604364,0.206361068473009,0.328943716944518,Not highlighted,FALSE
KNG1,0.2480812073,0.206445699343394,0.329054506640104,Not highlighted,FALSE
RENBP,0.15004911195,0.206494317022785,0.329107882757886,Not highlighted,FALSE
C9orf29,0.27966750785,0.206516640487002,0.329119346756046,Not highlighted,FALSE
PLCD3,0.1421217198,0.206554599999885,0.329138450610091,Not highlighted,FALSE
CHD4,0.13229655945,0.206558890643543,0.329138450610091,Not highlighted,FALSE
GALNT8,0.28882498825,0.206602145066142,0.329181513936155,Not highlighted,FALSE
LOC284577,0.24712992115,0.206616182869176,0.329181513936155,Not highlighted,FALSE
SCML1,0.1568142406,0.206632461186602,0.329183337903249,Not highlighted,FALSE
M6PR,0.1763629655,0.206771213533651,0.329372316870949,Not highlighted,FALSE
LOC407835,0.09061474755,0.206781369951714,0.329372316870949,Not highlighted,FALSE
TFAP2A,0.2642015168,0.206797889489833,0.329374510667266,Not highlighted,FALSE
KLK9,0.16900634525,0.206855901621993,0.329442786065426,Not highlighted,FALSE
TMEM225,0.29036738745,0.207004810791916,0.329655805281921,Not highlighted,FALSE
MAP3K12,0.1759174725,0.207025686464693,0.329664914493412,Not highlighted,FALSE
C19orf2,0.11049031915,0.2071365096911,0.329792136809364,Not highlighted,FALSE
DDA1,0.1125896688,0.207136597928438,0.329792136809364,Not highlighted,FALSE
ACTL6B,0.22554397405,0.207153903946916,0.329792136809364,Not highlighted,FALSE
SCARNA12,0.1488849201,0.207166226432657,0.329792136809364,Not highlighted,FALSE
CELA1,0.500504810750001,0.207225993911955,0.329863140839578,Not highlighted,FALSE
CCDC90B,0.15447311525,0.207420897295956,0.330149228595173,Not highlighted,FALSE
MAP3K10,-0.1231264153,0.207469156370726,0.330201879664596,Not highlighted,FALSE
YAF2,0.11520767145,0.207512531185995,0.330246749953012,Not highlighted,FALSE
TMEM201,0.10600075785,0.207591036656133,0.33034751842448,Not highlighted,FALSE
RAD21-AS1,0.1889155863,0.207643977378762,0.330391189429397,Not highlighted,FALSE
POMZP3,0.26835421965,0.207648857608003,0.330391189429397,Not highlighted,FALSE
C16orf58,-0.1244477285,0.207801258413398,0.33060949188182,Not highlighted,FALSE
IGLON5,0.17807674595,0.208004687137698,0.330908941316405,Not highlighted,FALSE
POU4F3,0.2791052806,0.208029497385043,0.330924208506615,Not highlighted,FALSE
ATP2A1,0.4456413979,0.208158023596556,0.331084069719102,Not highlighted,FALSE
CASP12,0.50644944695,0.208173030361049,0.331084069719102,Not highlighted,FALSE
KLHDC8A,-0.15707094885,0.208175653804163,0.331084069719102,Not highlighted,FALSE
SCN2A,-0.29287211815,0.208210427906055,0.331092197391013,Not highlighted,FALSE
LOC100130713,0.2791290253,0.208211206698771,0.331092197391013,Not highlighted,FALSE
GPR148,0.39276153865,0.208307483734779,0.331221080862493,Not highlighted,FALSE
LOC100509553,0.12829642495,0.208322856006243,0.331221311588905,Not highlighted,FALSE
