fold_donor,state,gene,fold_change
OA1,EC,CCDC160,58.2143689358198
OA1,EC,ANKRD1,29.7710205275235
OA1,EC,SPINK1,24.1202531668978
OA1,EC,KRT16P3,18.1689198806065
OA1,EC,C4orf26,9.89046172305424
OA1,EC,FAM170B,8.50192186546933
OA1,EC,TMEM156,7.73533575061614
OA1,EC,CLDN4,7.64610933836182
OA1,EC,SUV39H1,7.49245460626738
OA1,EC,BLM,7.2525015101933
OA1,EC,KRT16P1,6.91643974786972
OA1,EC,ODF3L1,6.63410021550725
OA1,EC,ALOX12P2,6.59567792195051
OA1,EC,MTBP,6.39683290614455
OA1,EC,DSC2,6.3881783562986
OA1,EC,LAMC2,6.348598027559
OA1,EC,TNFAIP8L3,6.08232898298631
OA1,EC,ADPRHL1,5.44265744591676
OA1,EC,CDC42EP2,5.43965360283522
OA1,EC,CCL7,5.3785829058202
OA1,EC,SPOCK3,5.34820975854391
OA1,EC,FRY-AS1,5.29833774280482
OA1,EC,RSPO3,5.20672708839147
OA1,EC,UBE2V1,5.03658747111539
OA1,EC,SPINK2,4.90678371224488
OA1,EC,RARA-AS1,4.62408991789962
OA1,EC,LINC01384,4.43109654466568
OA1,EC,FST,4.39103457435281
OA1,EC,NUP62CL,4.37670808072314
OA1,EC,FGD6,4.24226351714781
OA1,EC,WDR63,4.15714631471309
OA1,EC,FABP3,4.11810277820374
OA1,EC,BCYRN1,4.10377755389465
OA1,EC,ZNF563,4.03766128530568
OA1,EC,FOXA2,3.99807170060919
OA1,EC,ZBED9,3.99336438252483
OA1,EC,SLC14A2,3.98816386524514
OA1,EC,C5orf49,3.96579118714405
OA1,EC,PINX1,3.87530831151967
OA1,EC,ULBP1,3.85092965806268
OA1,EC,TMEM132C,3.79841376697811
OA1,EC,CHRDL2,3.77127762414212
OA1,EC,RCAN3,3.69525782157656
OA1,EC,TMPRSS4,3.68956281011222
OA1,EC,ZNF527,3.64658293353681
OA1,EC,CFAP58-AS1,3.60062427436404
OA1,EC,KIAA1211,3.45828413002794
OA1,EC,SERPINA6,3.4523942025508
OA1,EC,GBP1,3.45143487360148
OA1,EC,STARD13-AS,3.42298699462895
OA1,EC,P2RY2,3.40585545323424
OA1,EC,MB21D2,3.37929727869864
OA1,EC,FOXA3,3.3461863884241
OA1,EC,TRIB3,3.34135153617245
OA1,EC,NKILA,3.32709397635812
OA1,EC,CISH,3.32351811089894
OA1,EC,CAMTA2,3.29551686447364
OA1,EC,ITPKC,3.28416483096329
OA1,EC,RIBC1,3.27316776282231
OA1,EC,GIPR,3.26769614721209
OA1,EC,VIM-AS1,3.25951452870411
OA1,EC,ARC,3.25913857377245
OA1,EC,ITGA2,3.25881266260621
OA1,EC,GAS6-AS1,3.24866281608394
OA1,EC,FERMT1,3.24739613071263
OA1,EC,OXT,3.20927596528426
OA1,EC,WNT3,3.20886514358676
OA1,EC,C11orf91,3.2024767496689
OA1,EC,FADD,3.19160329276029
OA1,EC,AGR2,3.15758327284324
OA1,EC,DIRAS3,3.13850756522798
OA1,EC,TCEAL5,3.10383247207293
OA1,EC,TPM4,3.08106147706234
OA1,EC,CSDC2,3.05907096500565
OA1,EC,LINC00884,3.04804088133368
OA1,EC,NXPE4,3.03514678772499
OA1,EC,RELT,3.03062123048272
OA1,EC,GAL,3.03024734134421
OA1,EC,NDRG4,3.03023836405064
OA1,EC,FAM110C,3.01892674519692
OA1,EC,DNAJC22,3.01857792395715
OA1,EC,FICD,3.0085056703214
OA1,EC,FLJ41200,3.00335993655285
OA1,EC,LOC101928841,2.96592360476572
OA1,EC,MALL,2.94910554792194
OA1,EC,SFTPD,2.93642217419368
OA1,EC,CPAMD8,2.93561160330623
OA1,EC,KIAA0226L,2.92670164073327
OA1,EC,MLLT11,2.88189368025633
OA1,EC,CFAP126,2.88081498091643
OA1,EC,FRZB,2.87850503043418
OA1,EC,SDHA,2.87668601970384
OA1,EC,DHX57,2.85632272461541
OA1,EC,GZF1,2.85380222525012
OA1,EC,IPO5P1,2.85209494741205
OA1,EC,AGPAT9,2.84444613718519
OA1,EC,ZNF365,2.83733443045742
OA1,EC,ZNF670,2.83558154088969
OA1,EC,RHOD,2.83100324258156
OA1,EC,PEG3,2.82846407059724
OA1,FC,GIMAP4,206594.924186786
OA1,FC,ROBO4,181400.531303469
OA1,FC,LINC01197,115236.181157483
OA1,FC,TEK,90316.5181600346
OA1,FC,EBF2,84212.4341180862
OA1,FC,NR2F2-AS1,79126.0259597946
OA1,FC,CRYBB1,67924.389911175
OA1,FC,CRIP3,66264.0643655312
OA1,FC,ADAD2,61312.1387011235
OA1,FC,ARHGEF15,58369.2570071093
OA1,FC,HOXB8,58369.2570071093
OA1,FC,LOC284661,52258.1504439939
OA1,FC,LOC401463,50605.7549352287
OA1,FC,FHL5,19148.5843568706
OA1,FC,ACKR1,12237.7930351433
OA1,FC,EGFL6,11800.2654468412
OA1,FC,GIMAP7,3921.6903481345
OA1,FC,CD34,3540.14061560577
OA1,FC,GIMAP6,3114.22969383345
OA1,FC,FCN3,2636.76753232487
OA1,FC,PODN,2565.50540984762
OA1,FC,BMX,2404.04254310825
OA1,FC,LRRC10B,1677.42406262388
OA1,FC,LOC389033,1450.60223187198
OA1,FC,SOX18,1088.64170715223
OA1,FC,NES,1015.60426194258
OA1,FC,ACE,1001.74208206983
OA1,FC,EDN1,967.185839714472
OA1,FC,OAS3,952.381626898198
OA1,FC,SELE,901.321477096426
OA1,FC,CLEC1A,805.939515034839
OA1,FC,CRYGN,778.894521885053
OA1,FC,LHX6,533.61403018224
OA1,FC,SHANK3,486.417766586573
OA1,FC,PECAM1,476.079828612351
OA1,FC,MFAP5,418.446215609407
OA1,FC,PGM5,414.454397806301
OA1,FC,PEAR1,380.476461024046
OA1,FC,LGALS2,373.713265071853
OA1,FC,OR7E2P,348.222419875453
OA1,FC,SFRP2,345.809137599837
OA1,FC,CCL23,328.848385915713
OA1,FC,GIMAP8,317.646684188676
OA1,FC,LRRC4C,294.337434088125
OA1,FC,AIF1L,291.904503306507
OA1,FC,ADGRF5,290.749609772361
OA1,FC,CLEC14A,285.491756822464
OA1,FC,GGT5,267.766817557993
OA1,FC,CASP5,263.356491900222
OA1,FC,ADRA1D,249.103243261273
OA1,FC,LGALS3BP,247.268188714864
OA1,FC,LDB2,244.056980768867
OA1,FC,IFI44L,229.025179174414
OA1,FC,CPXM1,223.381785881115
OA1,FC,CYYR1,215.974743390736
OA1,FC,WISP2,212.498474789158
OA1,FC,OAS1,209.582640807121
OA1,FC,LINC00310,207.222238652831
OA1,FC,CXCL12,205.094809738887
OA1,FC,EPHX3,201.066102100746
OA1,FC,C1orf233,200.917076465108
OA1,FC,SFTA1P,185.633971416659
OA1,FC,RTN4RL2,181.676113969403
OA1,FC,MCF2L,181.408201905893
OA1,FC,CLDN11,180.342476548014
OA1,FC,CPB1,170.68661839358
OA1,FC,COL22A1,169.868071867693
OA1,FC,NEURL1B,163.279863734752
OA1,FC,CLDN5,162.516109331862
OA1,FC,KCNMB1,161.572628898162
OA1,FC,PRSS36,158.09641426913
OA1,FC,MEOX1,152.840056636302
OA1,FC,SECTM1,151.588374982008
OA1,FC,CFD,148.266419221962
OA1,FC,COL5A3,147.025091777892
OA1,FC,LIMS2,145.74298387042
OA1,FC,CXorf36,143.176854188825
OA1,FC,IFITM5,140.491770783226
OA1,FC,LOC643733,140.195234192936
OA1,FC,AFAP1L1,136.940097764694
OA1,FC,CHN1,134.849739218415
OA1,FC,SPARCL1,129.066330663747
OA1,FC,SLIT3,127.707582366956
OA1,FC,NELL1,127.60342580724
OA1,FC,JCHAIN,126.177723294976
OA1,FC,COL14A1,124.271841588707
OA1,FC,ADAMTS9-AS1,122.733708126377
OA1,FC,TMEM92,119.822609692271
OA1,FC,SCARA5,114.480137480787
OA1,FC,SFRP1,113.109103988253
OA1,FC,APLNR,111.091710459537
OA1,FC,GUCY1A2,110.327230436406
OA1,FC,IL23R,109.970417329706
OA1,FC,CDCA3,108.855023731828
OA1,FC,LINC01142,108.055417828792
OA1,FC,AVPR1A,107.755291583757
OA1,FC,NPNT,107.304351065872
OA1,FC,ANKRD22,105.898651681212
OA1,FC,LINC00900,104.269159396993
OA1,FC,SERPINF1,104.236791892353
OA1,HTC,OR10G2,51544.1217686428
OA1,HTC,UMODL1-AS1,4056.69227740238
OA1,HTC,GPR33,633.134675059078
OA1,HTC,UCMA,232.701368483143
OA1,HTC,PLA2G10,145.278773399902
OA1,HTC,ROPN1,141.519985568375
OA1,HTC,HIST1H2AH,132.865975381794
OA1,HTC,HIST1H2BE,120.701264931633
OA1,HTC,ORM1,110.59487163268
OA1,HTC,LOC646471,99.7783767912571
OA1,HTC,FBXO15,92.2738439931543
OA1,HTC,DRAXIN,74.2378742796266
OA1,HTC,RAPGEF4-AS1,65.9001341720327
OA1,HTC,HSPA7,61.8267059264426
OA1,HTC,MATN4,59.69722564441
OA1,HTC,COL10A1,48.9589018264725
OA1,HTC,HES7,46.4951824653028
OA1,HTC,LOC648987,46.2571211923377
OA1,HTC,CAPN6,34.3132387150794
OA1,HTC,LYPLAL1-AS1,31.9638911178598
OA1,HTC,MEPE,29.0248312653525
OA1,HTC,PRKG2,28.9349501482899
OA1,HTC,SERPINI2,28.4306984528
OA1,HTC,SHF,27.691090694279
OA1,HTC,LOC100996349,26.5748153244559
OA1,HTC,SNORA80E,26.3968944801801
OA1,HTC,HIST1H4B,25.5111283207915
OA1,HTC,EHMT1-IT1,25.2301188380371
OA1,HTC,TMCC1-AS1,23.3979278203824
OA1,HTC,CA12,22.6922298897822
OA1,HTC,PENK,21.1282441580253
OA1,HTC,TSPAN8,21.0956882808241
OA1,HTC,RNVU1-19,20.0766031605953
OA1,HTC,PPP1R3G,19.5101785327388
OA1,HTC,SMPX,18.8765893708322
OA1,HTC,LPIN3,18.6604291480593
OA1,HTC,LOC101928441,17.7474831915167
OA1,HTC,DNASE1,17.2870552001629
OA1,HTC,MYOZ3,17.2856914875829
OA1,HTC,MMP13,17.0230807697782
OA1,HTC,LINC01599,15.0374679987413
OA1,HTC,LINC00261,14.0898754324346
OA1,HTC,RNU6ATAC,13.9984030785253
OA1,HTC,LOC100506551,13.9297683222577
OA1,HTC,WNK4,13.4533802474894
OA1,HTC,SNX22,13.2359968566779
OA1,HTC,JPH1,13.090599920027
OA1,HTC,VTRNA1-3,12.7030082291058
OA1,HTC,HSPA6,12.6079274110502
OA1,HTC,SLC38A4,12.3452732935975
OA1,HTC,NAALAD2,12.2795080605484
OA1,HTC,ZNF385C,12.0879202329378
OA1,HTC,ZBTB20-AS4,11.860301204661
OA1,HTC,VTRNA1-1,11.699999476728
OA1,HTC,CEP72,11.0469042997749
OA1,HTC,ITGA9-AS1,10.9876017393615
OA1,HTC,EVI5L,10.9623987157685
OA1,HTC,RMRP,10.9045933840854
OA1,HTC,KLF15,10.6693202261768
OA1,HTC,LOC389705,10.6089189237922
OA1,HTC,ALPL,10.6024220010776
OA1,HTC,LOC643770,10.5533172416852
OA1,HTC,BHLHE41,10.3942484406709
OA1,HTC,IL17B,9.89386811930878
OA1,HTC,FLJ36777,9.77369859717313
OA1,HTC,PRSS50,9.69902694945415
OA1,HTC,FGF14-IT1,9.58181871641571
OA1,HTC,MBLAC2,9.37703863080849
OA1,HTC,COL9A1,9.35947784993388
OA1,HTC,NRG2,9.20070653804845
OA1,HTC,RNU6-2,9.17930205495373
OA1,HTC,WNT1,9.14613883109136
OA1,HTC,LOC100507053,9.05578159112955
OA1,HTC,IHH,8.9829518551575
OA1,HTC,RELN,8.93058395426639
OA1,HTC,TRMT61B,8.76970681609578
OA1,HTC,SLC28A2,8.72472216803214
OA1,HTC,RANBP3L,8.7115548469362
OA1,HTC,LINC00847,8.69887064691251
OA1,HTC,DLX6-AS1,8.66669994391537
OA1,HTC,PANX3,8.59884807441537
OA1,HTC,ACVRL1,8.53149327422365
OA1,HTC,COX6A2,8.52701657492694
OA1,HTC,GPD1,8.45230485739094
OA1,HTC,TNFSF11,8.32165009666344
OA1,HTC,DPH3P1,8.18756487711959
OA1,HTC,RPSAP52,8.17797101917539
OA1,HTC,SCUBE3,8.13128350310674
OA1,HTC,PTK6,8.11465721764858
OA1,HTC,VEGFC,8.05394364081109
OA1,HTC,PARD6B,8.039392270535
OA1,HTC,ANGEL1,8.01094866519027
OA1,HTC,ZNF883,7.97340837847422
OA1,HTC,KLF3-AS1,7.95339714720027
OA1,HTC,DPY19L2,7.93158573124851
OA1,HTC,SMIM5,7.89949605261199
OA1,HTC,CAMKK1,7.89689154633875
OA1,HTC,TUBA8,7.87659426949927
OA1,HTC,PRMT5-AS1,7.86807840315345
OA1,HTC,LINC00324,7.73618200749505
OA1,HomC,CCL18,1893.79268328983
OA1,HomC,LCK,312.349831748997
OA1,HomC,RDH10-AS1,278.406451959178
OA1,HomC,DMP1,127.960941760816
OA1,HomC,GPR26,121.230824637884
OA1,HomC,BNC1,120.205668077264
OA1,HomC,SLA2,72.5761672883318
OA1,HomC,BACH1-IT2,58.5447143883896
OA1,HomC,ZNF547,29.2969803714626
OA1,HomC,CATIP,26.5773721485948
OA1,HomC,AURKA,24.0604817031129
OA1,HomC,LINC01132,23.61855214077
OA1,HomC,HIST2H2BF,21.2979622387834
OA1,HomC,TRIM69,19.6966028440792
OA1,HomC,LACE1,18.6799992527273
OA1,HomC,GDF15,18.3292974323417
OA1,HomC,SAXO1,17.8667796726964
OA1,HomC,PLEKHG2,15.6988526187303
OA1,HomC,LOC101927391,15.4112781865132
OA1,HomC,ADM5,15.0527653161157
OA1,HomC,ZFP30,14.7878371563775
OA1,HomC,GAST,14.5102712730787
OA1,HomC,SP6,14.4887873663092
OA1,HomC,ATP8A1,14.1624268426389
OA1,HomC,JUN,12.5119750214668
OA1,HomC,CCNE1,12.0743692558758
OA1,HomC,KLF2,11.2449790226487
OA1,HomC,HOXC6,11.1242895291405
OA1,HomC,DNAJC28,11.0347607751535
OA1,HomC,RASD1,10.5867579745573
OA1,HomC,LINC01137,10.2049119846915
OA1,HomC,C5orf45,10.0362181930969
OA1,HomC,FBXO48,9.99526544576645
OA1,HomC,SNHG12,9.91498887176286
OA1,HomC,OR7E47P,9.9032055844851
OA1,HomC,LOC653712,9.85873796258479
OA1,HomC,PDCL3P4,9.74972588595016
OA1,HomC,KIF4A,9.71702221170202
OA1,HomC,ATXN7L1,9.63858508472021
OA1,HomC,ELOVL3,9.44450225892604
OA1,HomC,LOC643072,9.39128056409656
OA1,HomC,CCDC173,9.26876008271242
OA1,HomC,FOS,9.23919183614449
OA1,HomC,RPL13P5,9.20449776954645
OA1,HomC,SMCR5,8.91187532667373
OA1,HomC,LINC00672,8.87052718524183
OA1,HomC,KCNJ14,8.8472912242542
OA1,HomC,AKAP5,8.67250565968363
OA1,HomC,CDC20,8.5668898908208
OA1,HomC,LOC100287846,8.53645998840837
OA1,HomC,GATA2,8.44606213848662
OA1,HomC,LOC102723704,8.23867050717
OA1,HomC,STIL,8.20859323426782
OA1,HomC,TMEM164,8.20662292009876
OA1,HomC,ANKRD30B,8.11064282405602
OA1,HomC,HHEX,8.05390375939818
OA1,HomC,CATSPERG,8.00101386928097
OA1,HomC,HIST2H2BA,7.99862916684315
OA1,HomC,MYLIP,7.97914726411099
OA1,HomC,PAQR8,7.94852776693267
OA1,HomC,EFNA2,7.80281465109999
OA1,HomC,NUP210L,7.77359329134551
OA1,HomC,S100A14,7.72432353889631
OA1,HomC,RGS16,7.69241908402
OA1,HomC,GOLGA6C,7.65310482189445
OA1,HomC,EGR1,7.58157485104067
OA1,HomC,DDX26B,7.57170319380759
OA1,HomC,NR4A1,7.55918319605046
OA1,HomC,FOSB,7.50067321466931
OA1,HomC,GRAMD2,7.40779535464707
OA1,HomC,ANKRD31,7.32382606314266
OA1,HomC,STAB2,7.30196621249639
OA1,HomC,LOC105747689,7.29188407867909
OA1,HomC,OVGP1,7.16905629208771
OA1,HomC,DDX43,7.14472026739851
OA1,HomC,LCP2,7.14306396394785
OA1,HomC,C12orf79,7.13913041832018
OA1,HomC,FAM46C,7.12170974039602
OA1,HomC,PARD6G-AS1,7.11647404576783
OA1,HomC,HILPDA,7.06963625802668
OA1,HomC,SNAI1,7.04492597669158
OA1,HomC,TNF,7.01980296499486
OA1,HomC,POU2F2,6.99845834644696
OA1,HomC,RHEBL1,6.97707080021285
OA1,HomC,PTPRN,6.96541085775536
OA1,HomC,LOC101928402,6.87370615861449
OA1,HomC,RPPH1,6.87136946206606
OA1,HomC,LOC100128288,6.7947123204307
OA1,HomC,GRIN2A,6.7646721876605
OA1,HomC,PHF24,6.66545598767998
OA1,HomC,RRAD,6.65801582044643
OA1,HomC,RSRP1,6.6443647791453
OA1,HomC,ATF3,6.6373650606816
OA1,HomC,PPP1R10,6.62776582506249
OA1,HomC,MST1,6.54835360604165
OA1,HomC,KIR3DX1,6.47167564952953
OA1,HomC,PRX,6.43794345046462
OA1,HomC,PTOV1-AS1,6.37574896926608
OA1,HomC,NEURL1,6.34420906842863
OA1,HomC,ZNF510,6.32094963384492
OA1,ProC,MMP1,12.1399462859614
OA1,ProC,LRRC38,9.82347009216481
OA1,ProC,S100A2,9.76129365309935
OA1,ProC,WNT16,9.10182725669037
OA1,ProC,KRTAP2-3,8.96243669527628
OA1,ProC,GCSAM,8.51201647163053
OA1,ProC,TAC1,8.29237140672617
OA1,ProC,HAO1,7.5252573391028
OA1,ProC,TMEM132C,7.40511169730157
OA1,ProC,ASB5,6.44336764268021
OA1,ProC,SLC22A23,6.30822855096176
OA1,ProC,SLC9C1,6.21904259107427
OA1,ProC,CITED4,5.95828258411688
OA1,ProC,CTB-178M22.2,5.9389385306982
OA1,ProC,FLJ46906,5.72880121628718
OA1,ProC,PAQR9-AS1,5.67415935602269
OA1,ProC,FGF1,5.46836006827884
OA1,ProC,LINC00601,5.4525876750543
OA1,ProC,LINC01013,5.38137210230541
OA1,ProC,RIPK4,5.36980259327164
OA1,ProC,P3H2,5.35486832919919
OA1,ProC,FAM110C,5.16123053065675
OA1,ProC,CLDN1,5.00593524808198
OA1,ProC,BCAS4,4.96989442679648
OA1,ProC,LIF,4.84600653904342
OA1,ProC,BMP6,4.83635227811491
OA1,ProC,BMP2,4.82764584993653
OA1,ProC,DHX37,4.82555733003598
OA1,ProC,GAS6-AS2,4.79749182884664
OA1,ProC,INHBA-AS1,4.7969511350294
OA1,ProC,C2CD4B,4.78222963845973
OA1,ProC,KRT16,4.78214188601483
OA1,ProC,CRYGS,4.71535083796925
OA1,ProC,TMEM100,4.66056282866925
OA1,ProC,KIRREL,4.63348373170246
OA1,ProC,C17orf97,4.61642396022915
OA1,ProC,LRRC8C,4.61027436966274
OA1,ProC,PSAT1,4.56728059886488
OA1,ProC,IL11,4.52433098571874
OA1,ProC,C3orf52,4.51787108337892
OA1,ProC,FERMT1,4.4971850995684
OA1,ProC,B3GNT5,4.41663638867295
OA1,ProC,RASGRP3,4.39712123266361
OA1,ProC,SYNJ2,4.315187844381
OA1,ProC,TIMM8A,4.29450941135589
OA1,ProC,GPR183,4.29020399088777
OA1,ProC,ZNF365,4.27879039758107
OA1,ProC,ERCC1,4.26820454649474
OA1,ProC,SLC30A8,4.24537324674275
OA1,ProC,PITPNM2,4.21891057594144
OA1,ProC,GIPR,4.1584953663864
OA1,ProC,ZNF121,4.15556775338156
OA1,ProC,NGF,4.13954500761159
OA1,ProC,UBE2QL1,4.13076801608978
OA1,ProC,FAM101B,4.10414406769958
OA1,ProC,COBL,4.09794554627339
OA1,ProC,TFPI2,4.07577484680517
OA1,ProC,KRT17,4.07438268240034
OA1,ProC,MREG,4.06297763261475
OA1,ProC,SNHG20,4.01166122621708
OA1,ProC,PUS1,4.00866287895578
OA1,ProC,ASNS,4.00628898358381
OA1,ProC,ATP13A3,3.99395760975668
OA1,ProC,SMOX,3.91906908274577
OA1,ProC,POLR1A,3.89413397350759
OA1,ProC,GPT2,3.86774155732098
OA1,ProC,KANK1,3.84637221944618
OA1,ProC,LOC101928841,3.83392796542444
OA1,ProC,ANGPTL4,3.82017659932565
OA1,ProC,JHDM1D-AS1,3.81188194054917
OA1,ProC,INHBA,3.81160454127119
OA1,ProC,ITGA2,3.808756187471
OA1,ProC,HAS2,3.78738418192205
OA1,ProC,NPR2,3.7677853968511
OA1,ProC,AGPAT4-IT1,3.76621273698501
OA1,ProC,FGF2,3.76244297398463
OA1,ProC,GLIS3,3.75941709568174
OA1,ProC,CLMP,3.74564049302514
OA1,ProC,SPSB4,3.73754461765408
OA1,ProC,S100P,3.73653585608374
OA1,ProC,CEMIP,3.69639426250748
OA1,ProC,BYSL,3.68822864451641
OA1,ProC,PAPPA,3.68572770608627
OA1,ProC,USP31,3.67195829967682
OA1,ProC,PCDH1,3.63595825380819
OA1,ProC,WDR3,3.62446286573733
OA1,ProC,TXNRD1,3.61795210271233
OA1,ProC,SLC4A7,3.61596835244672
OA1,ProC,ST8SIA1,3.60665992605824
OA1,ProC,CARD8-AS1,3.60151392634252
OA1,ProC,PLXNA4,3.59074995532823
OA1,ProC,ARC,3.58295063032787
OA1,ProC,GAN,3.54885521692535
OA1,ProC,GPRC5A,3.5146799947016
OA1,ProC,RRP12,3.5006187673902
OA1,ProC,ACTC1,3.48993165044021
OA1,ProC,ST3GAL1,3.47828068760601
OA1,ProC,ZNF583,3.47816235542876
OA1,ProC,LINC00884,3.471544998266
OA1,ProC,C11orf96,3.47102178490756
OA1,RegC,TCN1,58707.648503482
OA1,RegC,RETN,12901.8780177151
OA1,RegC,SEMA6B,1308.79711526356
OA1,RegC,PGLYRP1,1292.6196794847
OA1,RegC,PADI4,1282.09929989592
OA1,RegC,ADGRG3,837.738191991706
OA1,RegC,MS4A3,550.822195819144
OA1,RegC,CST7,548.991231886888
OA1,RegC,MNDA,545.478618611558
OA1,RegC,SPI1,472.295844808973
OA1,RegC,RNF126P1,456.690310770819
OA1,RegC,RNASE6,419.903947287897
OA1,RegC,CCR1,329.327813196398
OA1,RegC,TMCC3,323.801993091717
OA1,RegC,S100A8,272.380365186484
OA1,RegC,CAMP,269.890184017018
OA1,RegC,IL2RA,244.554887363992
OA1,RegC,ADAP1,231.523586663912
OA1,RegC,CD86,199.178546053732
OA1,RegC,CEBPE,197.966468450757
OA1,RegC,OLFM4,182.785377046049
OA1,RegC,LTF,168.285397470102
OA1,RegC,IL1A,157.001830246361
OA1,RegC,CD38,153.832249339817
OA1,RegC,SERPINB2,149.675171921365
OA1,RegC,IL1B,135.76699352067
OA1,RegC,TFEC,132.500122233576
OA1,RegC,SLAMF1,131.115543198566
OA1,RegC,CD163,130.442649187992
OA1,RegC,AQP9,125.738949790831
OA1,RegC,CLEC4D,123.938855952146
OA1,RegC,NBEAL2,121.637257084304
OA1,RegC,CHIT1,120.388316732212
OA1,RegC,CYTIP,113.930403210335
OA1,RegC,CLEC4E,111.984221223598
OA1,RegC,MZB1,105.16895076813
OA1,RegC,HLA-DQA1,101.035711332789
OA1,RegC,SLCO2B1,93.2426189311321
OA1,RegC,ZFR2,92.853517384234
OA1,RegC,OLR1,91.6596075741269
OA1,RegC,SIGLEC1,90.5375632388402
OA1,RegC,SAMSN1,87.4174155807535
OA1,RegC,FOLR2,80.1956850149106
OA1,RegC,TYROBP,77.6853467060681
OA1,RegC,EREG,69.9396123297408
OA1,RegC,C1QB,69.3003479508704
OA1,RegC,CYBB,67.099420205768
OA1,RegC,CCL22,67.0577310209925
OA1,RegC,MYO1G,66.3362202430246
OA1,RegC,S100A9,61.2340560486002
OA1,RegC,MS4A4A,61.1439235602833
OA1,RegC,RGS1,58.5469390052874
OA1,RegC,SLAMF7,54.3551647997739
OA1,RegC,MS4A6A,49.178167971532
OA1,RegC,PLA2G7,48.1393773465703
OA1,RegC,SEL1L3,47.5994304921
OA1,RegC,CD53,47.2985447266593
OA1,RegC,CXCL8,45.0743719553228
OA1,RegC,L3MBTL4-AS1,44.7303289928707
OA1,RegC,ARHGAP30,43.5806757171986
OA1,RegC,LOC731424,43.2020118289258
OA1,RegC,CXCL3,42.7815943131575
OA1,RegC,LYZ,41.2174988563923
OA1,RegC,CLEC5A,40.373655497407
OA1,RegC,LAIR1,40.0521404661104
OA1,RegC,MMP9,39.1407920537403
OA1,RegC,MS4A7,38.523890161209
OA1,RegC,FCER1G,38.3239054023021
OA1,RegC,ALDH8A1,38.2262000116648
OA1,RegC,C1QC,36.7562511653604
OA1,RegC,TBXAS1,34.6183709039385
OA1,RegC,C3,34.4886699944549
OA1,RegC,PIK3R5,33.5538298073046
OA1,RegC,ADAM8,30.4977888286344
OA1,RegC,CXCR4,29.9237330207884
OA1,RegC,CD84,28.8027040757048
OA1,RegC,GPRIN3,27.9625461743175
OA1,RegC,DOCK2,27.4462186945679
OA1,RegC,PLAC8,27.1220200496248
OA1,RegC,PLEK,26.4435460556846
OA1,RegC,FERMT3,25.8152017009694
OA1,RegC,CXCL2,25.6279923503906
OA1,RegC,IL1RN,23.8698760371537
OA1,RegC,MMP12,22.8223011996624
OA1,RegC,TMEM52B,22.1480866087251
OA1,RegC,LCP1,22.1339473002036
OA1,RegC,SLCO4A1,21.9351999344337
OA1,RegC,IGLL5,21.4975767423728
OA1,RegC,C1QA,19.6619675894119
OA1,RegC,FGR,19.4662944523221
OA1,RegC,LOC101927087,19.3550489176483
OA1,RegC,AIF1,19.0651202314803
OA1,RegC,TNFRSF1B,18.7082001495011
OA1,RegC,HAVCR2,18.4817308255688
OA1,RegC,GPR160,18.0390025377598
OA1,RegC,CCL3,16.881680500973
OA1,RegC,LAPTM5,15.956308101546
OA1,RegC,ARHGAP11A,15.7669542965175
OA1,RegC,ALOX5AP,15.2866422053147
OA1,RegC,IQGAP3,14.5580114674629
OA1,preHTC,MLLT10P1,109.829047010046
OA1,preHTC,CLDN10,35.3207678551991
OA1,preHTC,LY6D,15.3398346604598
OA1,preHTC,TNFAIP6,13.2982252608385
OA1,preHTC,FAM159B,10.3495325955312
OA1,preHTC,PRG4,10.2559202493417
OA1,preHTC,F5,10.0369111958764
OA1,preHTC,SOX11,9.99185790014891
OA1,preHTC,DNAJC12,8.04137642861754
OA1,preHTC,DEFB1,7.56328797654655
OA1,preHTC,AMTN,7.18122959869703
OA1,preHTC,ASPRV1,6.98084449111012
OA1,preHTC,ISM2,6.87940754882069
OA1,preHTC,TREM1,6.27562623661194
OA1,preHTC,TNP1,6.22822603123804
OA1,preHTC,NTF3,5.99992049610186
OA1,preHTC,UPK1B,5.85841724713107
OA1,preHTC,TMEM108,5.63542184014613
OA1,preHTC,GFRA2,5.44220960498584
OA1,preHTC,UCP2,5.39132644283439
OA1,preHTC,DUSP4,5.38653361309067
OA1,preHTC,NOS2,5.23562438244141
OA1,preHTC,NDP,5.18565218488724
OA1,preHTC,NPR3,5.17357224158229
OA1,preHTC,EPYC,5.16426263640621
OA1,preHTC,CCL20,5.14875718168752
OA1,preHTC,SLC7A2,5.10970581068261
OA1,preHTC,ABCA8,5.02529744411049
OA1,preHTC,AKR1C2,5.01606948572773
OA1,preHTC,TNFRSF21,4.9488237369354
OA1,preHTC,ASPN,4.93702758095516
OA1,preHTC,VCAM1,4.92533837379765
OA1,preHTC,C15orf48,4.91464565463112
OA1,preHTC,ST6GALNAC5,4.91303483479345
OA1,preHTC,ADAMTS5,4.90734271288853
OA1,preHTC,GALNT16,4.57262396081371
OA1,preHTC,MCPH1-AS1,4.523384352976
OA1,preHTC,FAP,4.4919855001537
OA1,preHTC,ACKR2,4.48620369740551
OA1,preHTC,TNFSF10,4.48618385979656
OA1,preHTC,HTRA1,4.44231386851126
OA1,preHTC,SEMA3C,4.43530966158684
OA1,preHTC,FAM132B,4.3833921263751
OA1,preHTC,KRT17,4.24617139454053
