p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
0.406297208633723,-0.307248755157857,0.047,0.033,1,BHLHB9
0.406353555641117,-0.326087231754818,0.077,0.095,1,EFCAB13
0.406485297338993,0.647378332750405,0.145,0.124,1,POMT1
0.40666166099578,-1.53187647231795,0.041,0.054,1,SKIDA1
0.406682487305517,-1.05087772002432,0.026,0.017,1,FALEC
0.406682487305517,0.397794439961588,0.026,0.017,1,PALD1
0.407466144742784,0.557231518177002,0.281,0.253,1,ULK2
0.40750327612514,-0.40420379777628,0.047,0.033,1,MGC16275
0.40771210071247,-0.583079562807592,0.061,0.046,1,ADCY5
0.407835603320773,-0.773336369216958,0.037,0.025,1,MBLAC2
0.407909170252765,0.76939201276902,0.138,0.12,1,ARHGAP20
0.408023606877121,0.349220023098421,0.389,0.369,1,CASP3
0.408056432953812,0.456844353231776,0.11,0.091,1,DCAF17
0.408233524046437,-2.71746862616978,0.016,0.025,1,LOC100507140
0.408518925760151,-0.378713286144387,0.037,0.025,1,AGBL3
0.409122709288631,-1.83014227945023,0.016,0.025,1,WEE2-AS1
0.409296989955316,-0.315163968523405,0.13,0.154,1,ETV6
0.409299865615287,-1.31892025176069,0.061,0.046,1,LOC440600
0.409476397365795,-0.935215076337159,0.057,0.041,1,LOC642776
0.40978167552199,-0.457771241565821,0.218,0.191,1,DCUN1D3
0.409915047121992,-0.805087867954008,0.026,0.017,1,CBLN3
0.410013045978539,-2.23448648084841,0.016,0.025,1,E2F5
0.410146992048111,-0.372992208656948,0.12,0.1,1,KIAA0556
0.410572979469098,-0.425280545275482,0.037,0.025,1,FAM86HP
0.410572979469098,-1.31403654520591,0.037,0.025,1,SPDYE1
0.410891303321048,-0.268602000221512,0.061,0.046,1,MGC57346
0.411356881012889,-0.431315778642496,0.124,0.104,1,ZNF26
0.411795229788401,-0.637157874901162,0.055,0.071,1,ZNF112
0.411797170894252,-2.33897394038702,0.016,0.025,1,GVINP1
0.41213659623022,0.267331799771039,0.253,0.228,1,TMEM133
0.412264970614361,0.32758584744776,0.079,0.062,1,ZNF185
0.412633156054083,-0.956257353372188,0.037,0.025,1,LOC100132057
0.41265537866172,-1.84250522979226,0.031,0.041,1,PIP5KL1
0.413285240351856,0.483446476295813,0.242,0.216,1,GBP4
0.41332124070894,-0.462391945370879,0.037,0.025,1,LINC00853
0.413411017021991,-0.352761945384177,0.322,0.282,1,VPS13B
0.413535786181868,-0.277267494248515,0.108,0.087,1,PCYOX1L
0.413718736357194,-0.65513941359942,0.041,0.054,1,DNM3
0.413825650616507,0.540899392450199,0.055,0.041,1,DNAJB5
0.413834962485986,1.38300600132701,0.081,0.066,1,ARHGAP22
0.413977155063473,-1.08743070680034,0.026,0.017,1,LINC01411
0.414052181296969,0.336316250620182,0.073,0.091,1,PSTK
0.414139134603159,-0.288391746766862,0.079,0.062,1,ABCA9
0.414336630223669,-0.375396137795384,0.224,0.191,1,SRP14-AS1
0.414385741182461,1.1373351185703,0.055,0.041,1,ZNF767P
0.414481976408015,-1.27186280452503,0.016,0.025,1,AP4B1-AS1
0.414490988216774,0.811611880071713,0.051,0.037,1,CHRNA7
0.41537920685076,-1.50440833288904,0.016,0.025,1,RCOR2
0.415608644765986,-0.953631313429123,0.026,0.017,1,ANO2
0.41591660909672,-0.556858630612253,0.124,0.104,1,USP31
0.416557036772206,0.395939413075028,0.069,0.054,1,MAP3K6
0.416621678130397,0.514926431568427,0.096,0.079,1,TRIM41
0.417159477740388,-0.313985187214843,0.153,0.129,1,NME5
0.417177106215697,-1.26768135802815,0.016,0.025,1,CHMP1B2P
0.417293700938625,-0.68887210244451,0.061,0.046,1,TRIM60
0.417344189897393,0.936887397272312,0.041,0.029,1,FAM86C1
0.417627968502143,0.491255272041217,0.092,0.075,1,LRRC14
0.417628039904051,-0.950136304207216,0.149,0.12,1,MYD88
0.417950129300457,0.273074725855347,0.487,0.448,1,SDF2L1
0.418077773638916,-0.286000316414013,0.016,0.025,1,CNTNAP3
0.418156826960918,-0.840721020944193,0.037,0.025,1,CCDC102A
0.418583795010539,-0.47710096658718,0.122,0.1,1,LIPA
0.418653662396064,0.910503294423957,0.041,0.029,1,MDGA1
0.418773127657979,-0.281825703149228,0.477,0.411,1,OSR2
0.418874122091911,-0.431015658546515,0.037,0.05,1,FAHD2CP
0.418940179034308,0.615652074733574,0.381,0.39,1,CDKN2B
0.418979585212337,-1.00398157063172,0.016,0.025,1,CTNND2
0.419020829954633,-0.454028865607692,0.248,0.22,1,GUCD1
0.419137740360875,0.439200429981768,0.151,0.129,1,PXMP2
0.419622004235888,-0.254438296600072,0.64,0.647,1,GTF3A
0.419882540169998,-1.24883107201841,0.016,0.025,1,LOC151475
0.419882540169998,-1.33655544995705,0.016,0.025,1,NPC1L1
0.419942685042164,-0.270119744621566,0.075,0.058,1,TANC2
0.419948649868091,-0.427389501159634,0.589,0.581,1,TTC14
0.419965549835475,0.546602451201634,0.041,0.029,1,EMID1
0.420195896774615,-0.557562219786182,0.426,0.436,1,FARSB
0.420306173055541,0.368937857065593,0.094,0.075,1,MTMR7
0.42057627224517,0.62933335759652,0.055,0.041,1,POLA2
0.420786637739339,-0.788135679737616,0.016,0.025,1,DMBT1P1
0.420786637739339,-1.04175409900002,0.016,0.025,1,LOC643623
0.420931039352318,-0.401684821116588,0.202,0.17,1,DZIP3
0.421371264355692,-0.28627449464374,0.037,0.05,1,CASC2
0.421586765555022,-1.32792465619194,0.151,0.166,1,KIAA1467
0.421678587038992,-0.287669948130517,0.432,0.386,1,PMM1
0.421707629570656,0.585901475392697,0.055,0.041,1,FBXL19-AS1
0.421851250043106,-0.626044391410517,0.114,0.091,1,BCORL1
0.422160378717309,-0.275596126977348,0.079,0.062,1,LINC00545
0.422684754077519,-0.250382383379599,0.31,0.266,1,DHDDS
0.422723617377191,-0.766458953355025,0.191,0.212,1,ZNF581
0.422775681495612,0.476404771391284,0.179,0.158,1,LONRF3
0.422943310469419,0.338808634564823,0.084,0.066,1,ZSCAN30
0.423076242505247,-0.414421749981158,0.102,0.12,1,INPP5E
0.423213903030791,-0.639373895165789,0.061,0.046,1,LZTS2
0.423222733120253,-0.568208031302078,0.279,0.245,1,MBTPS2
0.423296254879105,-0.527634880403016,0.051,0.037,1,NBPF9
0.423337559908083,-0.3588538162044,0.324,0.344,1,ABCD3
0.423394556129794,-0.403753282363605,0.226,0.191,1,NIPSNAP3B
0.423505778292872,-1.05475237647113,0.016,0.025,1,DLX2
0.423505778292872,-1.3143142376793,0.016,0.025,1,FAM35DP
0.423743868550443,1.09458033720242,0.073,0.058,1,IRF8
0.423867914474029,-0.402761912768653,0.778,0.763,1,ARPC4
0.424190095672317,-0.768897685355364,0.1,0.079,1,ZNF337
0.424429798913891,-0.27215668027821,0.621,0.548,1,AK4
0.424478507249282,-0.959192383534485,0.051,0.037,1,INTS6-AS1
0.42451229758186,-1.07266022942992,0.065,0.05,1,LOC101927683
0.424836996488229,-0.323359205099838,0.061,0.046,1,SDSL
0.424850648864655,-0.282237202597866,0.825,0.776,1,SCPEP1
0.424922990578097,-0.431472697593064,0.126,0.145,1,ZNF76
0.425093513322348,0.377599062363049,0.342,0.324,1,INPP4A
0.42512227721828,0.302631985203345,0.165,0.145,1,DNAJC13
0.425261330440453,-0.300360379651877,0.222,0.195,1,LINC00485
0.425324237259689,-0.353722325033829,0.016,0.025,1,CD1D
0.425324237259689,-0.546470647241527,0.016,0.025,1,LOC101928882
0.425560462602451,-0.864538689209534,0.065,0.05,1,TPTE2P1
0.425681409101574,-0.255201920901121,0.055,0.041,1,PPTC7
0.425712567303784,0.419157782391032,0.299,0.274,1,SH2B3
0.426233964299156,-0.750092477405019,0.124,0.1,1,ZNF649
0.426561127240461,0.702807553505512,0.041,0.029,1,LINC00535
0.427084480916152,-0.88917893541486,0.049,0.062,1,PSMG3-AS1
0.427147247570611,-0.381638284804514,0.016,0.025,1,DSCAM
0.427147247570611,-1.06204071673343,0.016,0.025,1,UNC13D
