logFC,AveExpr,t,P.Value,adj.P.Val,B,gene
-2.313799436,-1.4207043108,-5.53065994653614,8.0163065032743e-06,0.042634902728172,3.58161285319257,FRZB
1.52257042805,0.78882232644,5.49209694029276,8.87268257570319e-06,0.042634902728172,3.49238771003143,ATP8A2
2.2288846505,1.6707178884,5.29624037496004,1.48759670747506e-05,0.042634902728172,3.03733444922022,LHX2
1.07830493315,0.59798301652,5.26425397271904,1.61888336103122e-05,0.042634902728172,2.96274374080817,FAM81A
1.47385960895,1.09556059576,5.23503618059451,1.74897344114909e-05,0.042634902728172,2.89454878349358,LOC728763
2.68439177175,1.8284753104,5.21724347713902,1.83329438469704e-05,0.042634902728172,2.85299291615113,KCNK2
-1.09927279025,-0.7833864522,-5.1463196640008,2.21205254130731e-05,0.042634902728172,2.68715224983494,SORL1
2.1237420039,1.52891273712,5.13878177409505,2.2566727002973e-05,0.042634902728172,2.66950910120064,LRRC8E
1.8009409077,1.27011489616,5.07242101970469,2.69064537339305e-05,0.042634902728172,2.51405295546606,RSPO4
-1.2627204455,-0.6230699264,-5.04274579265086,2.91093761860473e-05,0.042634902728172,2.44446388937382,IMPA2
-1.2307666616,-0.48369228728,-5.02126186074045,3.08163656345779e-05,0.042634902728172,2.3940579440639,FLYWCH1
1.6923280798,1.30056188384,4.97403929294063,3.4929704902934e-05,0.042634902728172,2.28319338195954,LOC100130111
1.30060168615,1.03513926892,4.96073663727855,3.61848365962738e-05,0.042634902728172,2.25194642900924,ANGPT2
2.4521391082,2.06908597036,4.95746258506782,3.65006215177355e-05,0.042634902728172,2.24425488758546,TNFSF11
-1.682030563,-1.1178421944,-4.95068037767549,3.71635862550925e-05,0.042634902728172,2.22832056773075,TSTD1
-1.58048625055,-0.93102088844,-4.94698452903556,3.75299242094024e-05,0.042634902728172,2.21963671806433,SCML2
-1.8542575369,-1.61044269352,-4.90176533541449,4.23162433918562e-05,0.042634902728172,2.11335019277849,IRS2
1.6812583932,1.44690361816,4.88993631580163,4.36662216485998e-05,0.042634902728172,2.08553540351105,C20orf103
1.9080036393,1.54811873464,4.81239224701323,5.3649275723484e-05,0.042634902728172,1.90310264567579,DIRAS1
-0.919666623950001,-0.39510857876,-4.8085011532008,5.42064721024215e-05,0.042634902728172,1.89394452976481,LOC158402
1.040496713,0.6661068902,4.80720391615085,5.43935174234887e-05,0.042634902728172,1.89089127021215,LOC100130776
1.2974695218,0.91163444344,4.80439707347739,5.48004416280083e-05,0.042634902728172,1.88428478906047,REEP1
2.5557219359,2.12075058872,4.79910890902608,5.55753883043804e-05,0.042634902728172,1.87183757693559,DIO2
-0.898008457150001,-0.54760599372,-4.79703314826083,5.58825649151832e-05,0.042634902728172,1.86695152792664,TADA2B
1.16998973105,0.79061156404,4.75699704561752,6.21508428560232e-05,0.042634902728172,1.77269714730849,C1QTNF5
1.2286472554,0.92003509992,4.75552465080459,6.2394312717661e-05,0.042634902728172,1.76923029287026,EPS8L1
0.941760833700001,0.59004217036,4.7545300917199,6.25593086352602e-05,0.042634902728172,1.76688851774176,TTC39B
0.777516300800001,0.43087545924,4.7541944042068,6.26150970938239e-05,0.042634902728172,1.76609810935936,POLR3D
2.04746197725,1.6857759398,4.73299092574017,6.62415829205687e-05,0.042634902728172,1.71616943993735,THY1
