gene,F,P.Value,adj.P.Val
NRTN,0.542841196089852,0.77231533732087,0.96124051659877
DIRC2,0.542832195902586,0.77232216408142,0.96124051659877
GOLGA6L17P,0.542831773768626,0.77232248427485,0.96124051659877
PRAP1,0.542728706837106,0.772400659741561,0.96124051659877
WDR93,0.542707323166211,0.772416878596028,0.96124051659877
MYH15,0.542698392843201,0.772423651920183,0.96124051659877
HNF4A,0.542678265049406,0.772438918008758,0.96124051659877
BLNK,0.542549001955563,0.772536955063532,0.961310134703743
EXD3,0.542499544014723,0.772574463823722,0.961310134703743
PURG,0.542344837183605,0.772691787158217,0.961406590522997
LOC101928809,0.5422389506761,0.772772082010861,0.96145696681648
LOC388813,0.542102787604664,0.772875329745326,0.961535893650914
SYNE2,0.541934373656142,0.773003022605424,0.961645223022859
LAT,0.541759389711531,0.773135685628077,0.961760723886225
ZNF516,0.541660112151167,0.773210947198938,0.961804810614202
BACE1-AS,0.541570112550575,0.77327917201469,0.961840140162262
MAN1C1,0.541292818522787,0.77348935746725,0.962052034137004
LOC101927164,0.54123983191701,0.773529517357591,0.96205244246848
CACNA1B,0.540936782989592,0.773759185395654,0.962288533281562
AREL1,0.540868184533734,0.773811168447629,0.962303632556667
LINC00894,0.540782846019206,0.773875834411742,0.962307580515142
SPRYD3,0.540758836392657,0.773894027405545,0.962307580515142
CCDC64,0.540662343230573,0.773967141678735,0.962348950989266
HS6ST3,0.540533620759524,0.774064671048222,0.962384727546214
CCDC121,0.540465255720744,0.774116466732587,0.962384727546214
LINC01194,0.540434414532081,0.774139832484851,0.962384727546214
LOC400958,0.540414003096342,0.774155296298406,0.962384727546214
COL4A5,0.540342110060673,0.774209761581578,0.9624029012599
CCL16,0.540234775671858,0.774291073122357,0.962405813736012
CD1E,0.540233820122259,0.774291796982495,0.962405813736012
ZFP41,0.540148582174171,0.774356366115145,0.962436541490202
TMEM79,0.539901114191059,0.774543811354929,0.962614106475049
MATK,0.539854732202033,0.774578940891093,0.962614106475049
LINC00996,0.539779989114915,0.774635549270624,0.962634925989575
MGAT5,0.539690597189648,0.774703249457671,0.962669526375013
CRAT8,0.539535959354587,0.774820355787912,0.962765513599415
FAM92A1,0.53936147243976,0.774952482625423,0.962880153961203
MAN1B1-AS1,0.539261211086688,0.775028398267213,0.96292494358786
FOXO4,0.538943104382982,0.775269235714861,0.96317462323034
TYRO3,0.538858679512902,0.77533314688207,0.963204479819084
STAT4,0.538738838629565,0.77542386385348,0.963267632754878
KIAA1147,0.538639642082245,0.775498949272784,0.96331136195153
ABCC5,0.538384223897259,0.775692266762326,0.963465252443268
ANKRD9,0.538370548345177,0.775702616611261,0.963465252443268
LINC01106,0.538241565397225,0.775800229105672,0.963536943157777
KCNA3,0.53812189584044,0.775890787522763,0.963599865849306
ZNF197-AS1,0.537822448389209,0.776117365922741,0.963831700299859
RNF103-CHMP3,0.537634824170249,0.776259314722929,0.963958417917887
SERP2,0.537535130227504,0.776334733423412,0.964002509710333
RECQL5,0.537248074827667,0.776551869540903,0.964222563490717
GABRQ,0.536606215036698,0.777037270430485,0.964735063179541
ATRN,0.536596647467577,0.777044504578926,0.964735063179541
XKR3,0.536430157777378,0.777170383475328,0.964841751327659
NLRP9,0.536360069378755,0.777223372327559,0.964857941602978
LOC100507547,0.536269879859352,0.777291555309587,0.964892991488537
CLCN4,0.535462642975539,0.777901677990201,0.965585795436575
MTRF1,0.535425671804783,0.777929615095446,0.965585795436575
TCP10L2,0.53524322148569,0.778067474772923,0.965707282538048
OR6A2,0.535153823731985,0.778135018888355,0.96570874361256
LINC01234,0.535059441318901,0.778206325617209,0.96570874361256
ANKAR,0.535039373663388,0.778221486437145,0.96570874361256
ACSL5,0.534997866740335,0.778252843789557,0.96570874361256
ACMSD,0.534977054217822,0.778268566820622,0.96570874361256
ZNF815P,0.534468489483771,0.778652712260865,0.966023348306715
CMTM1,0.53446276274633,0.77865703736173,0.966023348306715
IRF2BPL,0.534447405835332,0.778668635555253,0.966023348306715
FAM216A,0.534429588288781,0.778682092004448,0.966023348306715
NBEAP1,0.534296148541364,0.778782866340916,0.966098745286705
INO80B,0.534183960993886,0.778867585257314,0.966154218413019
RACGAP1,0.534107405743937,0.778925393318762,0.966176305712206
PTPRH,0.533989486826349,0.779014431010846,0.966207452267819
FBXL13,0.533968190518392,0.779030510721795,0.966207452267819
ZNF480,0.533694550961512,0.779237104768763,0.966317076606496
TMEM253,0.533693222498582,0.779238107664303,0.966317076606496
OR7D2,0.533692142819371,0.779238922745196,0.966317076606496
ADGRB3,0.533569573705459,0.779331450560438,0.966382201734586
MYLPF,0.533506149619091,0.779379327164115,0.966391954874217
PPP2R5D,0.533312470453728,0.779525518407248,0.966523606062128
TMEM254,0.533245321125293,0.779576199851547,0.966536828448971
PELI3,0.533134837115152,0.779659584383632,0.966590593451281
GNRH2,0.532754754045012,0.779946401984457,0.966896548125575
SEPHS2,0.5326537534817,0.78002260870539,0.966941391298567
FAT2,0.532427479717879,0.780193320785259,0.967026758989646
SIGLEC11,0.532419719770916,0.780199174891153,0.967026758989646
KIF25,0.532403267170945,0.780211586653055,0.967026758989646
LINC00654,0.532225791877778,0.780345465931982,0.967143064380909
OR2D3,0.532136705906524,0.780412663341739,0.967176718030325
LINC01061,0.53188246838875,0.780604415929052,0.967364723341939
LOC100128494,0.531695908696952,0.780745106780838,0.967379060494908
RNU11,0.531670483633114,0.780764279525804,0.967379060494908
FBXL2,0.531657874032892,0.780773788177251,0.967379060494908
TRRAP,0.531654684073172,0.780776193652455,0.967379060494908
FOXD4L5,0.531519032010058,0.780878481764541,0.967456166712436
UBE2E2,0.531309156521972,0.781036722502412,0.967602583022198
LSM6,0.531253306291066,0.781078828994716,0.967605116515842
BCL7A,0.531173744284204,0.781138809931096,0.967629791581996
SLC6A20,0.531085138025531,0.781205606061561,0.967641260779154
LIMK2,0.53105093285692,0.781231390850422,0.967641260779154
PCDHGB4,0.530968508752954,0.781293522339771,0.967641260779154
LIME1,0.530948876687966,0.7813083206109,0.967641260779154
ZNF501,0.530862078077706,0.781373745755239,0.967672669908542
PRSS3P2,0.530778570263202,0.781436687400504,0.967701000347845
OR5K2,0.530687501586956,0.781505324434048,0.967736380469396
TMC1,0.530537168509285,0.781618620355001,0.967827055133515
TPP2,0.530315790159966,0.781785440682384,0.967929351649838
SLC47A1,0.530297909004605,0.781798914163264,0.967929351649838
ATP11A-AS1,0.530267987294397,0.781821459915401,0.967929351649838
XAGE3,0.529937236299286,0.782070652295096,0.968173045926864
BARD1,0.529900312780403,0.782098468061071,0.968173045926864
WWC2,0.529829710570613,0.78215165351371,0.968189262367601
FCAR,0.529693219241472,0.782254467889655,0.968266907340687
PHYHD1,0.529306206652223,0.782545947744297,0.968578060667624
ARHGAP44,0.528827982024334,0.782906034373239,0.968974094195072
BFSP2,0.528433054612828,0.783203325821173,0.969259966328659
LOC101929626,0.528414526452909,0.783217271677905,0.969259966328659
GRM4,0.528274175897875,0.783322906457653,0.969341026727722
MKNK1-AS1,0.528058786553728,0.783485002314096,0.969491944305157
TSR2,0.527950952778563,0.783566147257395,0.969542682105935
PITHD1,0.52789285616793,0.783609862847427,0.969547104008703
PRR23A,0.527603329601295,0.783827698861038,0.969743428676536
NR5A2,0.527575232319718,0.783848836916822,0.969743428676536
AHSP,0.527019292920655,0.784267007451498,0.970211075137064
TBC1D10C,0.526844017762433,0.784398818697911,0.970324438822568
CAGE1,0.526739815522322,0.78447717486085,0.970371668770568
LOC399715,0.526277713513585,0.784824599667177,0.970738636940915
CALCR,0.526238303309353,0.784854225238363,0.970738636940915
HNF1A-AS1,0.526118585865009,0.784944215359653,0.970800227025537
LAPTM4B,0.525955981056497,0.785066433060108,0.970901667060973
MFF,0.52586190620435,0.785137136554057,0.970939391694749
SLC25A15,0.525801707319027,0.785182377917736,0.970945626348918
HPS6,0.52572476943558,0.785240196787078,0.970967412737332
ZNF37BP,0.525533155367314,0.785384183262046,0.971095739650261
DCBLD2,0.52533903592858,0.785530035433716,0.971226360165372
LOC728989,0.525179872072008,0.785649610888148,0.971324480537543
C18orf61,0.524761196240289,0.785964095610508,0.971602909679503
EXO5,0.52474428122674,0.785976799498215,0.971602909679503
LOC100996249,0.524719384773369,0.78599549754597,0.971602909679503
EHBP1,0.524506093690804,0.786155674499181,0.971711321433082
CAND2,0.524452667570704,0.786195793093652,0.971711321433082
ATP13A1,0.524441879804383,0.786203893654838,0.971711321433082
LRRC37A,0.524162381833622,0.78641375080706,0.971920960100441
LOC100996291,0.523874295746881,0.786630018694281,0.972138499873259
MIPEPP3,0.522897975911082,0.787362662734842,0.972994136251452
CELA2A,0.522816628256733,0.787423687201027,0.973019764502528
SLC30A9,0.522759395553134,0.787466619539155,0.973023034825253
TMEM183A,0.522437047659794,0.787708395922452,0.973271991340034
NOMO3,0.522358338010526,0.787767424563758,0.973295135581792
HORMAD1,0.521793712135491,0.788190783069235,0.973768387901341
SLX4,0.521322254666571,0.788544168680782,0.974155148388672
ADAM2,0.521245575990417,0.788601634017753,0.974176312726616
LOC440390,0.520904636425324,0.788857110799136,0.974425913671773
RTEL1,0.520868247021258,0.78888437527172,0.974425913671773
FAM41C,0.520433102678278,0.789210354917177,0.974778711445389
COX16,0.520209903198426,0.789377525290755,0.974890019727268
EIF1AD,0.520204996941161,0.789381199677314,0.974890019727268
TRMT11,0.52014912554056,0.789423041987518,0.974891846463059
SNX21,0.520072316489218,0.789480562147393,0.974913033260698
CD1A,0.519433584817709,0.789958780852438,0.975425272691414
GOLGA8O,0.519388477324913,0.789992545433481,0.975425272691414
SYT7,0.519225095472482,0.790114834409877,0.975425272691414
LRRC74B,0.519215941757689,0.790121685453002,0.975425272691414
CNST,0.519138372053454,0.790179740409047,0.975425272691414
MSR1,0.519085205601439,0.790219529727908,0.975425272691414
LOC391322,0.519084017886831,0.790220418587769,0.975425272691414
WNT4,0.518973922543007,0.790302808591352,0.975425272691414
HIST1H2APS1,0.518916116678292,0.790346065340619,0.975425272691414
EIF2B4,0.518846451547294,0.790398194354363,0.975425272691414
LINC00539,0.518823234879123,0.790415566396536,0.975425272691414
MSS51,0.518764873619126,0.790459234482376,0.975425272691414
PI4KA,0.51864672149375,0.790547635276352,0.975425272691414
MIA2,0.518631528764993,0.790559001903437,0.975425272691414
BPNT1,0.518631091126387,0.790559329326486,0.975425272691414
RMDN2,0.518599644945126,0.790582855811089,0.975425272691414
MDP1,0.518563079777105,0.790610211465043,0.975425272691414
SLC17A9,0.518516658865345,0.790644939601493,0.975425272691414
LOC101927708,0.518486332098241,0.790667626915936,0.975425272691414
STIM2,0.518438944045513,0.790703076803096,0.975425272691414
ANKRD44-IT1,0.518019870648899,0.791016528095657,0.975762114560491
LINC01611,0.517740780196211,0.791225229740373,0.97596848964347
LINC01209,0.517688065979687,0.791264644731438,0.97596848964347
PSMB7,0.51756717153369,0.791355033669095,0.976026342472762
LINC00668,0.517517232899772,0.791392369104731,0.976026342472762
PCED1A,0.517324001830233,0.791536822180238,0.976154652342063
CHKB-AS1,0.517188705451971,0.791637954279293,0.976229526687827
ZNF654,0.517103829957729,0.791701392885418,0.976257913021979
ERICH6,0.516684376882862,0.792014853010651,0.976594585703812
GMPS,0.516479175534646,0.792168169629856,0.976687691561193
TRAPPC3L,0.516475070364089,0.792171236603476,0.976687691561193
POLR3G,0.516213005216312,0.792367008184997,0.976874795168157
HOTAIR,0.516163638422784,0.792403883034593,0.976874795168157
LOC102724467,0.516083237516307,0.792463936419083,0.976898966790696
CXorf21,0.515772698738326,0.79269585506939,0.977134989664743
ZNF117,0.515433626582889,0.792949028128578,0.977384880231444
CLRN3,0.515342927967224,0.793016739772157,0.977384880231444
LIPJ,0.515338591981255,0.793019976727346,0.977384880231444
TXNDC11,0.515209331943603,0.793116469230534,0.977453928019446
POLA2,0.51466144992418,0.793525369265177,0.977866823295223
BTBD1,0.514616977558344,0.793558553616666,0.977866823295223
TTC7B,0.51459767579074,0.793572955881657,0.977866823295223
PRKAR2A,0.514455114674959,0.793679323873735,0.977948000689844
TRIM2,0.514360826369282,0.793749668802073,0.977961661511915
IPO11,0.514288458922061,0.793803656351999,0.977961661511915
TBC1D2,0.51427743323082,0.793811881502964,0.977961661511915
NPTN-IT1,0.513963753681838,0.794045860159331,0.978200023484052
LINC00441,0.513825926395267,0.794148651935758,0.978276757801008
LOC407835,0.513709661045002,0.794235355262652,0.978333666649267
LINC00189,0.513600271200442,0.79431692497549,0.978384246465042
PRPSAP2,0.51353362354035,0.794366619741622,0.978395561785793
PREX1,0.513070748414594,0.794711692483405,0.978770664859093
FAM177B,0.512980361036895,0.794779063320867,0.978803728145467
NOX1,0.512868257249731,0.794862614796437,0.978856714178267
DGCR9,0.512776911764831,0.794930690232443,0.978890637360262
STK32B,0.512529630141061,0.795114955871101,0.97906762830256
HEATR5A,0.512317608711789,0.795272921714522,0.979212218503816
LOC102467081,0.512193672561669,0.795365249156637,0.979233995770829
MYO1F,0.512185020685179,0.795371694159405,0.979233995770829
LOC284865,0.511820803404897,0.795642973667873,0.979518056119075
IL1R2,0.511539480366878,0.795852463985324,0.979673734968149
ANO3,0.511506676756507,0.795876888874725,0.979673734968149
NTM,0.511487574212133,0.795891111975532,0.979673734968149
LINC01128,0.511263626307764,0.796057841723771,0.979806980998804
STX18,0.511233196221653,0.796080494974559,0.979806980998804
HCN1,0.51093386738622,0.79630330031388,0.98003126687802
MAP3K14-AS1,0.510842438531846,0.796371346001649,0.980065072861399
SCARNA18,0.510729176511372,0.796455634885807,0.980118864288831
RYR1,0.510378927136959,0.796716245613669,0.980389620965302
GPR75,0.510150774859378,0.79688597256935,0.980548519815962
PHKB,0.509870589525806,0.797094370328923,0.980754983522898
CDAN1,0.509714730005333,0.797210278381774,0.980797710643953
FAM230B,0.509714685374569,0.797210311570492,0.980797710643953
LOC101929468,0.509607889293078,0.797289725177324,0.980845450629446
FER1L6,0.509489887637913,0.797377464213741,0.980903427378756
TMEM161A,0.509424151802023,0.797426338276852,0.980913590445673
TLDC2,0.509237123272475,0.797565379907061,0.981034661891181
RASA3,0.5090551137696,0.797700672383086,0.98107384463334
ZNF192P1,0.509052196348549,0.797702840835464,0.98107384463334
TRPM2,0.509030331631771,0.797719092235092,0.98107384463334
LINC00477,0.508719401073736,0.797950170122875,0.981308068176059
EOGT,0.508641685723841,0.798007918669354,0.981329120697566
CAPN10-AS1,0.508577474475954,0.798055630178009,0.98133782892218
TTC3P1,0.508054270972301,0.798444308705192,0.981697148293463
COL4A4,0.508040173494934,0.798454779432791,0.981697148293463
TYSND1,0.508019983508882,0.798469775109721,0.981697148293463
C11orf44,0.507693433333979,0.798712282687329,0.981945320357684
PHF2,0.507503824301039,0.798853066555965,0.982068413321434
KDM4B,0.507385248238252,0.798941098870546,0.982078571105769
THOC3,0.507355981883643,0.798962825397039,0.982078571105769
VAMP1,0.507328385872044,0.79898331148215,0.982078571105769
RCOR2,0.507194320640963,0.799082829832544,0.982150912876975
SPIDR,0.506913925562722,0.799290939160006,0.982349722512224
KIF22,0.506866780231849,0.799325926242402,0.982349722512224
UBE2Q2P2,0.506506967080328,0.799592907742989,0.982627836609159
CAPN3,0.50623078590212,0.799797786320811,0.982829607377591
KCND3,0.505998842586202,0.799969815800824,0.982974528472131
ZNF93,0.50595248572092,0.800004194574323,0.982974528472131
XRCC1,0.505907153513014,0.800037812309243,0.982974528472131
GSTM4,0.505816966332858,0.800104690510402,0.982988787613342
LOC100506679,0.505778280042346,0.800133376914993,0.982988787613342
KDM4A-AS1,0.505726848270539,0.800171512990763,0.982988787613342
GNRHR,0.505641484239717,0.800234806238998,0.98301654333692
LOC729609,0.505424541412127,0.800395640656901,0.983164110704681
ERCC8,0.505153522813627,0.80059652861821,0.983360860237776
LOC102723582,0.505060893073766,0.800665179538491,0.983395173221112
GPN1,0.504963487195918,0.800737365086644,0.983433823804419
AGAP3,0.504889704889062,0.800792040179799,0.98345096590546
OTOGL,0.50453053086045,0.801058156688471,0.983727763803978
CTCFL,0.50440453383672,0.801151492461243,0.983778507400845
FAN1,0.504364779342554,0.801180939865633,0.983778507400845
CES5A,0.504000585265546,0.801450668854755,0.984023012029817
MRPL28,0.503979938136299,0.801465958288951,0.984023012029817
KIAA1107,0.503913422609562,0.801515212172676,0.984023012029817
FAM74A7,0.503800696414109,0.801598678804284,0.984023012029817
MDGA2,0.503781973168176,0.801612541497053,0.984023012029817
CEP83-AS1,0.50376580833989,0.801624509779269,0.984023012029817
TEX21P,0.503210163864946,0.80203581443351,0.98447786888309
TMEM70,0.503118646991487,0.802103541311732,0.984510968254003
LSMEM2,0.502997779368509,0.802192981920761,0.984554214383614
SVOP,0.502960858378602,0.802220301373309,0.984554214383614
KRTAP5-AS1,0.502804730580393,0.802335818642279,0.98459228121248
SDR39U1,0.502730498177107,0.802390737564633,0.98459228121248
C6orf226,0.502666412628806,0.802438147093107,0.98459228121248
AFG3L1P,0.502661614846578,0.80244169632705,0.98459228121248
TG,0.502557612407327,0.802518630545487,0.98459228121248
GNPTAB,0.502495700884338,0.802564425742449,0.98459228121248
SH2B2,0.502479503354903,0.802576406498658,0.98459228121248
GSAP,0.502478110334162,0.802577436861314,0.98459228121248
GPR162,0.501812349181686,0.803069748101029,0.985146204778514
SEPP1,0.501267448692858,0.803472498385782,0.985590210945241
RUNDC3A,0.500980260515241,0.803684698329138,0.985800442778105
CCL4,0.500893504324346,0.803748792140797,0.985828995357337
LOC101929268,0.500589327821075,0.80397347771899,0.986054507050565
SLC25A46,0.500339673294015,0.804157849799531,0.986230554798826
PALM3,0.500223493883899,0.804243637053993,0.986250664295553
TRIM72,0.500201353621989,0.804259984610364,0.986250664295553
CLDN6,0.500151562948513,0.804296747179626,0.986250664295553
GPR108,0.500066026022099,0.804359899377076,0.986278030747005
GALNT8,0.49995683429919,0.804440509833742,0.986289110163785
SULT1E1,0.499943158698919,0.80445060531721,0.986289110163785
ZNF546,0.499848210364579,0.804520694266532,0.986324974804302
GMPPB,0.499627954329814,0.80468326269414,0.986474207890141
TTC39C-AS1,0.499465711835381,0.804802993968325,0.986570913734809
NSG1,0.499039380738492,0.805117543547831,0.986794577897729
MAG,0.498983184567747,0.805158997499167,0.986794577897729
LOC105377348,0.498927306614275,0.805200214882481,0.986794577897729
SMCR8,0.498869261637394,0.80524302879869,0.986794577897729
CYP2D7,0.498863874714127,0.80524700208789,0.986794577897729
LOC101927543,0.498859619723586,0.805250140473657,0.986794577897729
STX10,0.498802511062046,0.805292261518461,0.986794577897729
GPR26,0.498775344726068,0.805312297641789,0.986794577897729
CCDC168,0.498670158069269,0.805389872404542,0.98683956920591
KIAA0430,0.498518779772548,0.805501501944034,0.986862597345444
LOC100129216,0.498494197339919,0.805519628277967,0.986862597345444
SNORA32,0.49847844583191,0.805531242771723,0.986862597345444
TTLL3,0.498397374321934,0.805591019159061,0.986885772253438
KCNH3,0.498080529217272,0.805824601227933,0.987086527059565
LINC01160,0.498064209571174,0.805836630669503,0.987086527059565
RIIAD1,0.49730421844666,0.806396656663677,0.987722422455388
YIPF7,0.496952323800406,0.806655846620104,0.987956862634125
ATF7,0.496933286432305,0.806669866600736,0.987956862634125
RWDD2A,0.496731356995427,0.80681856330715,0.988088873316986
PCDHGA4,0.496498170240725,0.806990247020244,0.988249020751405
TSSK3,0.496256272576268,0.807168309818352,0.988416963447711
NELFA,0.495789615181469,0.807511721029278,0.988787356046648
OARD1,0.495483917193301,0.807736611981758,0.989012591969755
C1orf140,0.495250979760671,0.807907937835557,0.989172221956821
SIRPB2,0.49489310021997,0.808171094962416,0.989444264833092
LOC644669,0.494795481117909,0.808242863099173,0.989481974374491
MIB2,0.494541400662044,0.808429632245215,0.989660461612706
SULT6B1,0.494400977286443,0.808532837667771,0.989685382333734
LOC100507468,0.494371438893302,0.808554545649446,0.989685382333734
MB21D1,0.494327535238486,0.80858680978659,0.989685382333734
SNORA76C,0.494268040858631,0.808630529441983,0.989685382333734
FNDC8,0.49423491966707,0.808654867733045,0.989685382333734
LOC100289580,0.494146621006601,0.808719748561921,0.989688629123327
TMSB15B,0.494119777060405,0.808739472239768,0.989688629123327
LOC727896,0.494059563668052,0.808783712630244,0.989692623931415
ZC3HAV1L,0.493743501361771,0.809015895772732,0.989926588509995
CSN1S1,0.493634379256954,0.809096043995741,0.989974506110898
DSCR3,0.493150957188656,0.809451021053519,0.990358670356397
LRCH2,0.492821674709798,0.809692731139846,0.990604221214705
GABBR1,0.492638804821653,0.809826938090716,0.99070110162499
GPHA2,0.492601989672298,0.809853953980202,0.99070110162499
LINC00999,0.492537682454348,0.809901142238612,0.99070864970824
POM121L10P,0.492148945643569,0.81018634057769,0.990995603013379
TRABD,0.492080764649508,0.810236352195509,0.990995603013379
FLJ21408,0.49205013921672,0.810258815398013,0.990995603013379
ERBB2,0.491834551507378,0.810416928622932,0.991138795737995
GNB1L,0.491362610483852,0.810762951907894,0.991447079438609
LINC01516,0.49135537521952,0.810768255664271,0.991447079438609
MYO7A,0.491313372014019,0.810799045154529,0.991447079438609
NUF2,0.491266782760538,0.810833195054479,0.991447079438609
LINC00598,0.490955303121817,0.811061474633762,0.991676004699264
ELF5,0.490000900293525,0.811760565861732,0.992469943771352
BACH2,0.489936891492371,0.811807431200937,0.992469943771352
MICALCL,0.489882291605165,0.811847405569323,0.992469943771352
MLLT10P1,0.489801979219473,0.811906201479456,0.992469943771352
B4GALT5,0.489753417043934,0.811941751394583,0.992469943771352
LOC100128317,0.489713889314904,0.81197068654718,0.992469943771352
HS1BP3,0.489675961177618,0.811998449835039,0.992469943771352
MUC5B,0.489437189451919,0.812173209143973,0.992553322477126
VRTN,0.48943165616999,0.812177258577744,0.992553322477126
DISP2,0.489414313839037,0.812189950127848,0.992553322477126
ADRBK1,0.489197348453757,0.812348714681005,0.992697116402242
LOC100132111,0.48908248711883,0.812432752432387,0.992749583603129
PRDX3,0.488829136516183,0.812618085535674,0.992925816762439
CCAR1,0.488334580518743,0.812979749282632,0.993317476953834
HMGA2,0.488203660068349,0.813075463906087,0.99338417116312
TMEM69,0.488099177106969,0.813151842473199,0.993405821666955
LOC103908605,0.488066889114163,0.813175444051562,0.993405821666955
ZNF620,0.487792353389006,0.813376094619597,0.993579019511935
LRAT,0.487725790193485,0.813424736528415,0.993579019511935
SNX13,0.487704040455396,0.813440629811163,0.993579019511935
OR7E12P,0.486875314798372,0.814045981113553,0.994268145731258
STPG2-AS1,0.486724242109379,0.81415628591583,0.994352587668135
PTCD2,0.486666582139606,0.814198382091903,0.994353720112542
PKP4,0.486342960933563,0.814434610225211,0.994562703081207
OXSR1,0.486319329908232,0.814451857087865,0.994562703081207
SLC25A48,0.485645802151934,0.814943271520959,0.995019288097318
ZNF671,0.485638855988035,0.814948337988337,0.995019288097318
ASB1,0.485595024869001,0.814980307271491,0.995019288097318
DEPDC1B,0.485512856928371,0.815040235053552,0.995019288097318
LINC01446,0.485475513518219,0.815067469370757,0.995019288097318
EVADR,0.485457675153254,0.815080478457398,0.995019288097318
PANK2,0.485411527067397,0.815114132169649,0.995019288097318
LINC00909,0.485297721485128,0.815197119471886,0.995058378115946
LINC00565,0.485254614809846,0.815228550745594,0.995058378115946
MYBPC1,0.485190889830886,0.815275013642744,0.995064803906877
SURF1,0.484886334462475,0.815497032990956,0.99528548953161
KAT2B,0.484792288683464,0.815565579574118,0.995318854199064
MPDZ,0.484306253600332,0.815919740159593,0.995700762129883
GMPR,0.484054389755204,0.816103205145146,0.995874335061421
AP4M1,0.483683068503141,0.816373609761213,0.996149152536821
ZNF598,0.48363185107763,0.816410900280146,0.996149152536821
ASRGL1,0.483297485813492,0.816654302967969,0.996395806202534
TXLNB,0.482984570504383,0.816882023606802,0.99657714257096
ALG1L,0.482979861843504,0.816885449783459,0.99657714257096
B4GALT4-AS1,0.48274244120593,0.817058185647514,0.996737530074468
AFM,0.482645494400083,0.817128708651331,0.996773217174525
AKAP7,0.482350128245569,0.817343531050427,0.996938262383285
TPTE2P6,0.482345962613788,0.817346560332622,0.996938262383285
C1GALT1C1L,0.482163872714142,0.817478966240297,0.997007633112584
PTPMT1,0.482154209673521,0.817485992057368,0.997007633112584
ABCG5,0.481218788510472,0.818165821531649,0.99778637149477
LOC388780,0.481012155598828,0.818315914935104,0.997919029255153
MTMR11,0.480927716713521,0.818377241070653,0.997943429271444
REPS2,0.480743289515835,0.818511169722721,0.998029168209103
PRICKLE2-AS2,0.480717088456633,0.818530194719253,0.998029168209103
PCDH12,0.480572314520128,0.8186353089096,0.998038424598628
NPAS1,0.480569095172199,0.81863764617897,0.998038424598628
TMEM61,0.480535892910155,0.818661750844534,0.998038424598628
RIN3,0.480043537644465,0.819019109962293,0.998423689644136
KRT16P2,0.479923215719082,0.819106416323867,0.998479725117107
ZNF589,0.479861649994772,0.819151084979337,0.998483782765881
C11orf88,0.479762970135801,0.819222676169255,0.998520654900889
DDO,0.479611719602459,0.819332393878315,0.998561364942014
ZNF45,0.479602939536267,0.819338762489995,0.998561364942014
CACUL1,0.479508252786351,0.819407440063559,0.99859467681796
CCSER1,0.479442453290157,0.819455161700287,0.998602448059891
WDR19,0.479341515722292,0.819528361740084,0.998641265380568
RAB3IL1,0.479000654066941,0.819775503232179,0.998892025505338
TIGD5,0.478828506701401,0.819900288144305,0.998993677019089
LANCL1,0.478583236335212,0.820078042596578,0.999159854864565
RAB3GAP1,0.478520884723674,0.820123223968022,0.999164500807043
PGM5P2,0.478358675018791,0.820240752148338,0.999257282691355
MSTO2P,0.478264452439477,0.820309012254857,0.999290037473725
BTNL9,0.478112633221093,0.820418985645525,0.999335894986408
LINC00643,0.478098245625619,0.820429406768744,0.999335894986408
AADACL2-AS1,0.477994866077872,0.820504281700568,0.999376697726365
DFNA5,0.477917475302064,0.820560328831147,0.999394565188779
LOC102724691,0.477416893043572,0.820922754620177,0.99976814215352
ROBO1,0.477377514922299,0.820951257307489,0.99976814215352
ELAVL1,0.477311080979703,0.820999341097988,0.99976814215352
ZFAND1,0.477265086316498,0.821032629471083,0.99976814215352
LTB4R2,0.477159480490094,0.82110905549087,0.999795274567425
ZNF337-AS1,0.477119896973408,0.821137699730634,0.999795274567425
FAM71F1,0.476080221404315,0.821889658023177,1
PRMT6,0.475960077454438,0.821976504656329,1
NDOR1,0.475814240933765,0.822081909610071,1
SNAR-G2,0.475587761874405,0.822245570077434,1
BCKDK,0.475102387500203,0.822596193704733,1
IP6K3,0.475094519479021,0.822601876012189,1
FAM9B,0.474782669328882,0.822827059670853,1
HLA-F-AS1,0.474727156285155,0.822867137795714,1
POLD3,0.474670652450465,0.822907928978075,1
WNT9A,0.474574410206237,0.822977402831887,1
NAIP,0.474295478025401,0.823178716749901,1
ADAM28,0.473899289934437,0.823464562324551,1
NPIPB6,0.473865385623171,0.823489018713961,1
CRISP3,0.473448780096586,0.823789463847921,1
SMARCA5-AS1,0.473336802522773,0.823870197925894,1
LINC00870,0.473057333542281,0.824071651326245,1
PYCRL,0.473052588172371,0.824075071509608,1
ASPM,0.472582774376675,0.824413605197456,1
CTNS,0.472229864379487,0.824667796544884,1
SHROOM1,0.47183033542418,0.824955457218567,1
SERPINA2,0.471665282172192,0.825074261615825,1
C14orf169,0.471588881384274,0.825129247754814,1
FEZF1-AS1,0.471489864879466,0.825200504241996,1
LOC101926941,0.471365348586217,0.825290101311947,1
RNF167,0.471340230838408,0.825308173692632,1
BIRC6-AS2,0.471225768092058,0.82539052453975,1
ARGFX,0.471027545199618,0.825533114432222,1
STK11IP,0.470973260987977,0.825572158288692,1
GLUD1P7,0.470897146598325,0.825626899842485,1
PLLP,0.470654534673173,0.825801358278886,1
WDR46,0.470564835892794,0.825865848335577,1
ABCC3,0.470479181669598,0.825927424993465,1
