gene,F,P.Value,adj.P.Val
PODN,316.704913330774,2.30290526013308e-31,5.56220707479942e-27
ACE,198.115511024154,1.60430853701651e-27,1.93744320472799e-23
OR7E2P,138.672457457418,1.22152435672828e-24,8.01908051283225e-21
OAS1,138.04552993766,1.32804711842541e-24,8.01908051283225e-21
MFAP5,84.4161482182915,1.01949197290212e-20,4.92475792430096e-17
RTN4RL2,83.4410805169579,1.25486544088374e-20,5.05146083227748e-17
SCRG1,70.8659212039826,2.27931100790568e-19,7.8645998248494e-16
ACAN,64.3406899104005,1.24077865164754e-18,3.33902916494292e-15
UAP1,64.3305301637366,1.24420413548985e-18,3.33902916494292e-15
FRZB,59.5163287414948,4.81136662169316e-18,1.16208938013755e-14
LTK,47.6362813352828,2.16373486756474e-16,4.75097165966283e-13
NR4A2,46.9296927574295,2.78295660520043e-16,5.60139590711716e-13
SPINT2,46.074703870881,3.79040124411968e-16,7.0422739422479e-13
EGR1,43.4754840710493,1.00046582256714e-15,1.72601792946173e-12
TRA2B,41.9922828335896,1.78036867338929e-15,2.86674963789143e-12
CKS2,41.4552040199114,2.20297289830088e-15,3.32552527579133e-12
S100B,41.2359459884972,2.40471864064272e-15,3.41653937220257e-12
FGF2,40.805833503536,2.85902270172463e-15,3.83633196193083e-12
FOS,39.7740939795457,4.35778363458895e-15,5.51847580175588e-12
S100A11,39.6593073901664,4.5695986434446e-15,5.51847580175588e-12
PPP1R10,39.4797382651495,4.92294217022641e-15,5.66208677321326e-12
CD55,39.0072321538906,5.99702579502038e-15,6.5839165466876e-12
UGDH,37.9900079972129,9.23552063312617e-15,9.69850129790854e-12
C2orf82,37.543933582289,1.1195050751347e-14,1.12664191998869e-11
CCNL1,36.8026172614078,1.54793630912778e-14,1.49549222697453e-11
C11orf96,36.6673974286804,1.64314904575596e-14,1.4960547685294e-11
SRSF7,36.6275051551521,1.67240006418639e-14,1.4960547685294e-11
ACTB,36.1728822517756,2.04722892667323e-14,1.76595429521209e-11
EIF4A3,36.0424073367036,2.17040904136987e-14,1.80765136469677e-11
EIF1,35.8136026737527,2.4056085382294e-14,1.93675543412849e-11
CLK1,35.7354573928523,2.49195525910886e-14,1.94155468945988e-11
H2AFZ,35.3908206002047,2.91351128869321e-14,2.19906369236897e-11
ACTG1,35.2019853141727,3.17570610545815e-14,2.32432816864032e-11
CLU,34.5308396148587,4.32718299303142e-14,3.0739544361967e-11
TUBA1C,34.1753321220566,5.1080257860011e-14,3.52497562312242e-11
ID3,33.3449715455193,7.5677251437694e-14,5.07731292770729e-11
COLGALT2,32.5302118607677,1.12172584106841e-13,7.32244438900684e-11
RSRP1,32.4532842787053,1.16467437821772e-13,7.38188463074963e-11
PCOLCE2,32.4059495265661,1.19195752328587e-13,7.38188463074963e-11
ODC1,31.7005954360945,1.68867638252238e-13,1.01966501667658e-10
PTPRE,31.6136567012602,1.76352579020638e-13,1.03888874172816e-10
NASP,31.1191615699908,2.26109811010296e-13,1.30029292031706e-10
NPNT,30.9686372093712,2.44034230337517e-13,1.34429739779424e-10
TUBB6,30.9617174461974,2.44893327963178e-13,1.34429739779424e-10
BRD2,30.8251582129745,2.62514034784829e-13,1.40900032936844e-10
WWP2,30.717392820566,2.77358623750532e-13,1.41677302627843e-10
RASD1,30.705952459952,2.78985547014068e-13,1.41677302627843e-10
TARS,30.6879940486573,2.81559662407835e-13,1.41677302627843e-10
RSRC2,30.0136972726076,3.98762596997316e-13,1.94434276951888e-10
MTHFD2,29.9622719103787,4.09593378766132e-13,1.94434276951888e-10
TXNRD1,29.9577727853955,4.10555546911203e-13,1.94434276951888e-10
CLDN5,29.3652434509054,5.60603043217533e-13,2.6038933274679e-10
CLCF1,29.0935028781258,6.47780978806092e-13,2.95204792096293e-10
HEYL,28.921833134342,7.1010969458527e-13,3.17616286172556e-10
NUPR1,28.8637243202553,7.32610295242325e-13,3.2172248110887e-10
TXN,28.6905024071091,8.04242957345364e-13,3.46872859799332e-10
DSP,28.3852156307915,9.48996778674451e-13,4.0212489816358e-10
GIPR,28.2911572988126,9.98926429899495e-13,4.15983966575215e-10
GPRC5A,28.2064727550318,1.04624445795006e-12,4.28304108353691e-10
ABCA5,28.0587284850072,1.13452602710494e-12,4.56703452211093e-10
IFITM5,27.9655485691317,1.19420278419781e-12,4.72845571257866e-10
SLC38A1,27.8152646640475,1.29750588393208e-12,4.98095082799121e-10
GARS,27.8128824310795,1.29921708344076e-12,4.98095082799121e-10
KLHL21,27.7788857953891,1.32389766156199e-12,4.99626565932918e-10
TFRC,27.6391013284568,1.43067590848392e-12,5.31617157194032e-10
IL21R,27.5903283288714,1.47003175408293e-12,5.37964802369166e-10
KRT16,27.397302897074,1.63730879210043e-12,5.90237600829877e-10
AKAP9,27.1333712593053,1.89910351759016e-12,6.71009858885645e-10
SRSF2,27.1168108920375,1.91693289707736e-12,6.71009858885645e-10
TNFRSF11B,26.8082667776752,2.28336840510976e-12,7.878599584088e-10
EIF2S2,26.692835021153,2.43878345210429e-12,8.29017123405164e-10
SRSF3,26.6696655794583,2.47129685277903e-12,8.29017123405164e-10
C1orf233,26.5453876845303,2.65364567026569e-12,8.77993203752427e-10
NKAIN3,26.5066107372637,2.71339508039474e-12,8.82897948088879e-10
HES1,26.4886303246476,2.74157852468289e-12,8.82897948088879e-10
HBEGF,26.4224504613813,2.84799179389812e-12,9.05099286816069e-10
WSB1,26.3741618192291,2.92837188635149e-12,9.18558002221397e-10
SAP18,26.2133849677495,3.21363189240188e-12,9.95113475604906e-10
OLFML2A,26.1692587473511,3.29692899066364e-12,1.00798387229745e-09
ZFP36,26.1137759595492,3.40489700471143e-12,1.02798096693494e-09
SLC39A14,25.966459350341,3.71000066155733e-12,1.10626723430363e-09
SLC3A2,25.8793495641346,3.90381664577396e-12,1.14986443226071e-09
ANXA2,25.353943697152,5.32250492258456e-12,1.54884893247211e-09
ZFAS1,25.3303271151503,5.39781375713687e-12,1.5520642342396e-09
WFDC8,25.0283041897061,6.46607906923129e-12,1.83735538540169e-09
TPM4,24.9653941031733,6.71533704090808e-12,1.88599459940759e-09
MIA,24.8710702421396,7.10815638068818e-12,1.97337127658347e-09
SLC38A2,24.819314261301,7.33389384424047e-12,1.97345201924632e-09
ERRFI1,24.8156859469603,7.34999909031346e-12,1.97345201924632e-09
FGF1,24.8148834765279,7.3535660883604e-12,1.97345201924632e-09
CRTAC1,24.7086663632683,7.8421475735829e-12,2.08144384994228e-09
FMOD,24.6581857261528,8.08620282512483e-12,2.12289192212217e-09
P3H2,24.6020918305479,8.36678774390228e-12,2.17293574600507e-09
S100A1,24.4047700568698,9.43793217272794e-12,2.42504655072232e-09
RASSF9,24.340084123146,9.81969868663002e-12,2.49658086713868e-09
SERTAD1,24.1813559142873,1.08269200594474e-11,2.72398541870658e-09
GLIPR1,24.1504820461562,1.1035144858236e-11,2.74775106970075e-09
PPIC,24.0451864720964,1.17775327686295e-11,2.90268111184397e-09
SERPINA1,23.8538657193623,1.32639902740417e-11,3.23601168776696e-09
CAV1,23.7394459376188,1.42461061851061e-11,3.44086202688868e-09
PNP,23.6722000907378,1.4858712073537e-11,3.5265153161891e-09
LY6D,23.6685497618019,1.48927488200757e-11,3.5265153161891e-09
EIF4A2,23.3202143368655,1.85497510067289e-11,4.34982656374295e-09
BTG1,23.1107546909211,2.11934267564786e-11,4.92196958124257e-09
KIAA0040,22.9275255147613,2.38310556472821e-11,5.43229301730114e-09
LINC01142,22.9268990725212,2.38406433914595e-11,5.43229301730114e-09
ID2,22.7149085410553,2.73301000253572e-11,6.16919538235936e-09
PRDX1,22.6907453005252,2.77606356451253e-11,6.2083577105251e-09
SOD2,22.6603134196141,2.83130308713586e-11,6.27380398748554e-09
GPX3,22.4592122606944,3.22663892289364e-11,7.04821629698363e-09
NKX3-1,22.4532782067973,3.23915045321568e-11,7.04821629698363e-09
HERPUD1,22.430343599015,3.28798789397449e-11,7.09060460742552e-09
COL5A1,22.3910562316303,3.37345418796441e-11,7.21053442494729e-09
NEBL,22.2954239271675,3.59140144476254e-11,7.6090455346798e-09
GSG2,22.1565092556464,3.9347232293325e-11,8.26394523113633e-09
SDC4,21.9251489541176,4.58526278098793e-11,9.54722861631047e-09
PEA15,21.8924225304931,4.68603784956903e-11,9.55158260828158e-09
ATF4,21.8898882112441,4.69393833385155e-11,9.55158260828158e-09
FOXA3,21.886030149298,4.70599234209211e-11,9.55158260828158e-09
LRRFIP1,21.6789773067852,5.40310120281476e-11,1.08750919459654e-08
BMP2,21.5791096878906,5.7773794348035e-11,1.14852928245104e-08
VGLL3,21.5729411666435,5.80137343017543e-11,1.14852928245104e-08
ID1,21.5496570192129,5.89289093288621e-11,1.15716255855285e-08
MEOX2-AS1,21.5151003127011,6.03152207706065e-11,1.16853978351056e-08
GSN,21.5111488117772,6.04759131117543e-11,1.16853978351056e-08
RGCC,21.3907882347171,6.55924907855324e-11,1.25734557931981e-08
DNAJA1,21.3500500712356,6.74257282689554e-11,1.28230993297644e-08
CHD2,21.3081309461018,6.93684227509623e-11,1.30894962086249e-08
SRPX2,21.2029380289641,7.45070733464395e-11,1.39501499421438e-08
CHAC1,21.1684045243421,7.62800299526674e-11,1.41314348381824e-08
SLC7A5,21.1613914794676,7.66454669731255e-11,1.41314348381824e-08
DDX21,21.1175784579171,7.89705370988735e-11,1.44498135041598e-08
BIRC2,21.084661249845,8.07660991492446e-11,1.46672450582835e-08
MSN,21.0520104067027,8.25895675225974e-11,1.48864613759201e-08
SNHG12,21.0168143969947,8.46037242788687e-11,1.51365463148705e-08
RARRES2,20.9901087286145,8.6166422185769e-11,1.53027764342123e-08
EIF5,20.8390181616954,9.55979181692413e-11,1.68538431937349e-08
GEM,20.7215318929156,1.03679211879426e-10,1.81461159748099e-08
MMP11,20.6437043137331,1.0942556744468e-10,1.90140700035349e-08
ZNF365,20.6244923469226,1.10894956259085e-10,1.91317562751834e-08
LINC00900,20.5621873972644,1.15804589998275e-10,1.98370798739598e-08
PNN,20.514555992167,1.19711790896566e-10,2.03619639825688e-08
SARS,20.4760381165631,1.22972667164195e-10,2.06349377863955e-08
COMP,20.4754247811882,1.23025340174759e-10,2.06349377863955e-08
FOSL1,20.3576696647052,1.33590928221497e-10,2.20573470651326e-08
LGALS1,20.3520289617495,1.34120385678719e-10,2.20573470651326e-08
SFPQ,20.3507001230818,1.34245436118681e-10,2.20573470651326e-08
CFH,20.2962037851827,1.39480843313487e-10,2.27627081658828e-08
JUN,20.2637267053175,1.42702546960946e-10,2.31321786358908e-08
COL5A3,19.9767810405807,1.74806812599348e-10,2.8147392964747e-08
STC1,19.8809502748676,1.87151825033861e-10,2.99356160929989e-08
NFATC2,19.8077893142635,1.97191734976681e-10,3.1322553460895e-08
HEXIM1,19.7991343002649,1.98416373929406e-10,3.1322553460895e-08
PHLDA2,19.7694126258405,2.02683046569934e-10,3.1788335219504e-08
ATP1B1,19.7444595820635,2.06339608825768e-10,3.21530359481856e-08
HNRNPH1,19.4309624835189,2.58671033368866e-10,4.00227301337138e-08
FOSB,19.4152114592682,2.61643443526797e-10,4.00227301337138e-08
KLF4,19.4143138556196,2.61813909705908e-10,4.00227301337138e-08
ARC,19.2453102921406,2.96086306085821e-10,4.49771858546593e-08
PGK1,19.1744770120391,3.11824431423759e-10,4.69445336012637e-08
PRELP,19.169666371718,3.12924684710117e-10,4.69445336012637e-08
TMTC4,19.1350743610981,3.20957444855291e-10,4.78523775653695e-08
COL6A1,19.1132968849218,3.26125400572076e-10,4.82422275174566e-08
COL3A1,19.1056322064717,3.27965028402336e-10,4.82422275174566e-08
C2orf40,19.0982846815608,3.2973877497286e-10,4.82422275174566e-08
PDLIM5,19.0907765899414,3.31561701150905e-10,4.82422275174566e-08
ZFP36L1,19.067977026431,3.37162517591955e-10,4.87360930990656e-08
SOD1,19.0606174796886,3.38991580368609e-10,4.87360930990656e-08
HSPB8,19.0423656798183,3.43572829779295e-10,4.88389526413956e-08
RAN,19.0416603593402,3.43751167516965e-10,4.88389526413956e-08
TPD52L1,18.9524310701521,3.67116249166092e-10,5.1853560035723e-08
OASL,18.8938666157155,3.83354269701438e-10,5.36605977339271e-08
NR4A1,18.8903493148421,3.84353223532041e-10,5.36605977339271e-08
ARL6IP1,18.8221322127613,4.04278420791224e-10,5.61180269963818e-08
MMP3,18.7848412639718,4.15626739326184e-10,5.73636150568304e-08
ARL6IP5,18.7510800169041,4.26189771602487e-10,5.84872815540618e-08
MALAT1,18.7242457210248,4.34786645089196e-10,5.93299538917477e-08
RGS16,18.661485532771,4.55612401915616e-10,6.18225075475723e-08
RPL27A,18.6268749262884,4.67543315900774e-10,6.27572905133289e-08
INHBA,18.626432022642,4.67698103440534e-10,6.27572905133289e-08
NDRG1,18.6059495977221,4.74915531350183e-10,6.33736730867457e-08
FTH1,18.5809142579506,4.83896564654168e-10,6.42173281653413e-08
HSPA8,18.5503501286912,4.9510352169521e-10,6.53455484125923e-08
AKR1C2,18.5256343319976,5.04365443539032e-10,6.62061878141208e-08
EIF1B,18.499956575086,5.14180927603882e-10,6.71297942941435e-08
SFTA1P,18.4263760180929,5.43435362136136e-10,7.05677112993231e-08
TSC22D2,18.3963555757941,5.55868733630925e-10,7.1590247206634e-08
ASNS,18.3930929801166,5.57237878311067e-10,7.1590247206634e-08
S100A4,18.366925432564,5.68348089748681e-10,7.26312773105815e-08
GCLM,18.2999692144952,5.97849441525565e-10,7.59992503219315e-08
TET3,18.2670668230698,6.12932048363017e-10,7.71059926574629e-08
CHMP1B,18.2670487418989,6.12940445916982e-10,7.71059926574629e-08
SLC7A1,18.1394808385847,6.75306992827362e-10,8.42647564320414e-08
DDIT3,18.1365315994224,6.76825352867803e-10,8.42647564320414e-08
COL8A1,17.9856094065734,7.59519302803204e-10,9.40752293364399e-08
MGST3,17.9493555706468,7.80923247338537e-10,9.62328530253454e-08
GPR1,17.8527081469998,8.4113852208477e-10,1.02944324780236e-07
FBLN2,17.8484353572549,8.43910748415799e-10,1.02944324780236e-07
WFDC21P,17.8401544349877,8.4931085941189e-10,1.03082438127514e-07
ATP13A3,17.5513672652518,1.06227892344776e-09,1.28286114190168e-07
HSPA9,17.4301059387466,1.16781075814661e-09,1.40329021102065e-07
TOB1,17.4142055572056,1.18244474495493e-09,1.41384098638102e-07
ENO1,17.386506388729,1.20839988783708e-09,1.43775775817384e-07
MCL1,17.2332416294542,1.36325286485667e-09,1.6140512963178e-07
COL6A3,17.1829520199722,1.41849850371085e-09,1.67126801756723e-07
TSPAN6,17.1617084908493,1.44253778905198e-09,1.69134054461032e-07
CHAD,16.9820485560262,1.66379745655675e-09,1.94133816271571e-07
TCEAL2,16.9255058915427,1.7405957746777e-09,2.02118316085531e-07
TES,16.9041283633922,1.77059404221327e-09,2.04617980390321e-07
TENM4,16.8952141337126,1.78326308242121e-09,2.05100729665331e-07
COL9A3,16.8853113001175,1.7974488948159e-09,2.05752526808002e-07
IFITM2,16.86818829446,1.82225808194364e-09,2.0760848798672e-07
SNX9,16.8495935703433,1.84960759144958e-09,2.09735080545924e-07
DPT,16.8115045857732,1.90698506041293e-09,2.1523088861754e-07
G3BP1,16.8030209162485,1.92001775150615e-09,2.15693901172688e-07
NDUFA4L2,16.7423573818606,2.01598032556255e-09,2.24147036818512e-07
TNFRSF12A,16.7380483550793,2.0229856753937e-09,2.24147036818512e-07
SERPINA3,16.7379751201703,2.0231049570006e-09,2.24147036818512e-07
LSP1,16.7188111993485,2.0545736788291e-09,2.26594146414425e-07
KATNA1,16.6884419048567,2.10550020383096e-09,2.30873081793592e-07
H3F3B,16.6843344567503,2.11248917635009e-09,2.30873081793592e-07
COBL,16.6381367781427,2.19279651281465e-09,2.38570334117172e-07
BHLHE41,16.5830019732677,2.29285759957013e-09,2.48338069965997e-07
NXF1,16.5589148359088,2.33806724910566e-09,2.52104188694862e-07
ISM1,16.5075162978329,2.43769886093261e-09,2.61678847058246e-07
CP,16.4780663594103,2.49678627042355e-09,2.66835746856372e-07
SELK,16.4589921511031,2.53585758778622e-09,2.69817481576214e-07
IER2,16.4367621269187,2.58220527044048e-09,2.73543876741004e-07
AMD1,16.4139763076994,2.63063643682156e-09,2.77457475364852e-07
EVI5L,16.3505929431609,2.77044427055515e-09,2.90932784637907e-07
CITED4,16.3085866113755,2.86738468523326e-09,2.99809274036532e-07
DNAJB4,16.2951707555227,2.89909094595519e-09,3.0181786042093e-07
TUBA1B,16.2236678207882,3.07440434730605e-09,3.18695657512802e-07
SKIL,16.2155229148952,3.0950695617888e-09,3.19466731307201e-07
SPARC,16.1716723469427,3.20886315955513e-09,3.29027385669373e-07
TIGAR,16.1693765140784,3.21494071204289e-09,3.29027385669373e-07
HSPA12B,16.0630304374101,3.51014539868267e-09,3.57723805123977e-07
UBE2D3,16.0000833192364,3.69817885276542e-09,3.74136600953098e-07
SNAI1,15.998782112036,3.70217561494598e-09,3.74136600953098e-07
C4orf3,15.953065305955,3.84551874147961e-09,3.87003392345655e-07
S100A3,15.9464424578337,3.86676311139419e-09,3.87526678130721e-07
KCNQ1OT1,15.9380508950179,3.89385830145601e-09,3.88629584938293e-07
S100A10,15.9218696595029,3.94666997727965e-09,3.92279506013314e-07
DDX5,15.91412591264,3.97220945025302e-09,3.93199896934267e-07
ATP6V0A1,15.7940596930554,4.39120781970186e-09,4.3290139783371e-07
SLC9C1,15.7737987732843,4.46637439435862e-09,4.3852171035343e-07
PLA2G2A,15.7574653806965,4.52795390630326e-09,4.42767897566569e-07
TBX2-AS1,15.7361633809406,4.60960913820398e-09,4.489350383671e-07
ITPKC,15.7159160191996,4.6886566202306e-09,4.54799692162368e-07
OSTC,15.5945535728036,5.19330306960165e-09,5.01735396160354e-07
SLIT3,15.5828785149832,5.244772068093e-09,5.04689162393029e-07
KDM6B,15.5429557567565,5.4248570786548e-09,5.19946718336307e-07
MAPKAPK2,15.5159734695706,5.55024020031268e-09,5.29861468609298e-07
NELL1,15.4877376971748,5.68471316502586e-09,5.37921621318345e-07
CCDC173,15.4846710495225,5.69952278258861e-09,5.37921621318345e-07
TF,15.4828161789752,5.70850008969275e-09,5.37921621318345e-07
ITGB5,15.4796712432364,5.72375508958782e-09,5.37921621318345e-07
ANXA1,15.4739843387907,5.75144914885888e-09,5.38429268575149e-07
HMOX1,15.4684480573722,5.77854496167695e-09,5.38877206406885e-07
SRSF5,15.4477604473806,5.88098756990053e-09,5.46321126060798e-07
NEAT1,15.4323070337667,5.95875505618701e-09,5.51424562728295e-07
PNISR,15.4145862631633,6.04926435399154e-09,5.5766367153419e-07
ARSJ,15.3721284707413,6.27204476536407e-09,5.76002651018397e-07
PGAM1,15.3338976166452,6.48002475509294e-09,5.9284862844606e-07
SERF2,15.2464015188105,6.98375513926906e-09,6.36523161806663e-07
ISLR,15.2329011525298,7.06507096702648e-09,6.41513755889439e-07
PSAT1,15.1763144981915,7.416882770525e-09,6.70936215567379e-07
RPL36AL,15.1551254202213,7.5533146093574e-09,6.80728387163468e-07
PDLIM4,15.1049218810253,7.88719510635829e-09,7.0817629518168e-07
CPEB4,15.0880017196989,8.00318731526995e-09,7.15929567502648e-07
ADM,15.0608395292731,8.19315382040202e-09,7.2805471467502e-07
FGFR1,15.0600116019097,8.1990180263986e-09,7.2805471467502e-07
IGFBP7,15.0073451343034,8.58126719831925e-09,7.59206397952399e-07
NPM1,14.9859885075752,8.74156601932371e-09,7.70356120535416e-07
COL11A2,14.9821010260684,8.77108156946298e-09,7.70356120535416e-07
ANK3,14.9682739726633,8.87691417777687e-09,7.76826478753061e-07
TGFBI,14.9226550785255,9.23569962039915e-09,8.05306328272566e-07
ADAMTS12,14.8977249193377,9.43817897849621e-09,8.20001211754025e-07
SCIN,14.8701182881484,9.66784807060488e-09,8.36944567918708e-07
RUNX1,14.865815090047,9.70417345695978e-09,8.3708893394982e-07
LOC101928370,14.818923598474,1.01094309762374e-08,8.68943367861432e-07
EID1,14.7824347077637,1.04370688576898e-08,8.93923844396387e-07
CD248,14.7558223928918,1.06830471516336e-08,9.11758437644544e-07
NFIC,14.7427602678468,1.08060016943706e-08,9.18850110779769e-07
TMSB4X,14.7389417377351,1.08422258755531e-08,9.18850110779769e-07
DNAJB1,14.7293045032708,1.09342171197869e-08,9.23406105224521e-07
RCAN1,14.6932146951109,1.12860586741406e-08,9.48952229450497e-07
VEGFA,14.6902694889243,1.13152917683825e-08,9.48952229450497e-07
CTNNA1,14.6779080429508,1.14388574655253e-08,9.55995586037486e-07
GTF2B,14.6560641569907,1.16606882523367e-08,9.71174494340306e-07
RHOC,14.5964569837967,1.22893136194009e-08,1.02001303041027e-06
TM4SF1,14.5734150230656,1.25417697772292e-08,1.03740193640211e-06
JMJD1C,14.5570157630811,1.27247607213891e-08,1.04894588977375e-06
EGR2,14.5476587407543,1.28304256516769e-08,1.05405874409847e-06
MTRNR2L8,14.5377688650116,1.29431103876462e-08,1.05971167861972e-06
RBM39,14.5281327615419,1.30539039390828e-08,1.06517210081307e-06
IER5,14.4982151800004,1.34042819399359e-08,1.08661972070919e-06
PRNP,14.4980093042677,1.34067269809688e-08,1.08661972070919e-06
KMT2E,14.4674093166583,1.37754031325272e-08,1.11276692929743e-06
NUFIP2,14.4036247390215,1.45785551385875e-08,1.17093329576009e-06
FBXO30,14.4025556585729,1.45924283535705e-08,1.17093329576009e-06
SERPINA5,14.3828456927038,1.48507000939629e-08,1.18771178599168e-06
COL2A1,14.3732389513846,1.49783194174784e-08,1.19396484782295e-06
RYBP,14.3542867846925,1.52334765588845e-08,1.21030973462743e-06
NOTCH2,14.3446317689882,1.53652157648747e-08,1.21677395530826e-06
GAS1,14.3078084956066,1.58787452502983e-08,1.25333115696227e-06
FGD3,14.2963224039607,1.60425920191731e-08,1.26213916950843e-06
IRF1,14.2774388408421,1.63158334718476e-08,1.27919879974302e-06
NFATC1,14.2740519870687,1.63653554059783e-08,1.27919879974302e-06
C1QL1,14.2271887746015,1.70670235990267e-08,1.32974135802352e-06
NIFK,14.1935723406694,1.75897723816368e-08,1.36606357663561e-06
S100A6,14.1892624350537,1.76579995532349e-08,1.36696686926052e-06
USP12,14.1853989681147,1.77193957465178e-08,1.36733726985829e-06
IFI44L,14.1540170727202,1.82264857129584e-08,1.4019882465767e-06
NOP58,14.131095136911,1.86064937511146e-08,1.42667505895451e-06
ZFP36L2,14.1068734988206,1.90171053680705e-08,1.4535447656804e-06
JUNB,14.0709213924541,1.96442117452405e-08,1.49674020909399e-06
FBXO2,14.0657343578866,1.97364659266706e-08,1.49819715224401e-06
RNU6-2,14.0628818846644,1.97873925212537e-08,1.49819715224401e-06
CRLF1,14.054265128048,1.99420716305511e-08,1.50519017528969e-06
TSPAN2,14.0354475244273,2.0284297843054e-08,1.52625123303203e-06
EIF4EBP1,14.0258217542271,2.04617364254943e-08,1.53482086920796e-06
C10orf105,13.9430028194129,2.20574569521953e-08,1.64939243890518e-06
DAGLA,13.9169533666298,2.25859781131993e-08,1.67913740568145e-06
LOC284661,13.9165492890868,2.25942804971006e-08,1.67913740568145e-06
PELI1,13.8702737186126,2.35666150354558e-08,1.74602592929866e-06
SMOC2,13.866251171843,2.36531874424461e-08,1.74708084494618e-06
CHRDL2,13.8040786870834,2.50345781644135e-08,1.84347611708866e-06
CTSL,13.7991386882314,2.51479129503e-08,1.8461931352237e-06
IFRD1,13.7485497995276,2.63400424908768e-08,1.92785165540044e-06
CLIC4,13.743088370923,2.64722455533525e-08,1.93167415966805e-06
IARS,13.7380416754244,2.65950289239756e-08,1.93478835421922e-06
BNIP3,13.7205173320051,2.70260520873632e-08,1.9602409491474e-06
GADD45G,13.7023520802653,2.74805912402239e-08,1.98724167732074e-06
GOT1,13.6918163619864,2.77478933331401e-08,1.99696515311169e-06
ANKRD36BP2,13.6905419156019,2.77804120169556e-08,1.99696515311169e-06
SLC7A2,13.6638166439762,2.8471632888437e-08,2.04057967108136e-06
ELL2,13.6514098911149,2.87986376906135e-08,2.0579097518976e-06
CYTL1,13.6274864475985,2.94403746189329e-08,2.09756155802681e-06
CYR61,13.6125700434779,2.98480883452541e-08,2.12035552294977e-06
FAP,13.5870966455712,3.05581291352845e-08,2.16442959825375e-06
CYCS,13.5635218970641,3.1231062065843e-08,2.20562526922896e-06
HSPA1A,13.5507038167262,3.16034648489229e-08,2.22541832797678e-06
CSRNP1,13.5330040684976,3.2125378108756e-08,2.25559377168833e-06
TGIF1,13.5217440490246,3.24621076206073e-08,2.26806185281089e-06
NPR3,13.5207914980313,3.24907630966161e-08,2.26806185281089e-06
RSL24D1,13.5147868147096,3.26720139278234e-08,2.27414164956403e-06
CHD1,13.4951802034833,3.32712689928277e-08,2.30919816087289e-06
NR1D1,13.4817521699019,3.36883348585786e-08,2.33144513420989e-06
MAP1LC3B,13.4403955257679,3.50076961384658e-08,2.41583109952104e-06
FGFBP2,13.4322827423021,3.52728174581327e-08,2.42719190902074e-06
SLC35E4,13.3940640381134,3.65504554436152e-08,2.50796349525465e-06
LAMC2,13.3554575955749,3.78904974929943e-08,2.59254726897533e-06
CTGF,13.3304195850063,3.87870796349396e-08,2.64295589269476e-06
COL6A2,13.3262570163736,3.89382835043106e-08,2.64295589269476e-06
LIF,13.323369182065,3.9043546715047e-08,2.64295589269476e-06
SYNJ2,13.3222700066677,3.90836907730646e-08,2.64295589269476e-06
LOXL2,13.3197918916596,3.91743555494028e-08,2.64295589269476e-06
SGK1,13.2732547868046,4.09186261262987e-08,2.75294589645819e-06
TUBA4A,13.2353081618205,4.24012395795787e-08,2.84476983212657e-06
ARID4B,13.2315832908273,4.25497845059826e-08,2.84682810297229e-06
RPL18A,13.221252638715,4.29646296397463e-08,2.86664281681987e-06
TNFAIP6,13.2179130105214,4.3099644955855e-08,2.86772926892222e-06
PECAM1,13.2062898716413,4.3573032694452e-08,2.88387114699599e-06
ENPP1,13.2060942991421,4.35810445349868e-08,2.88387114699599e-06
PCF11,13.1782486626839,4.4737715041385e-08,2.94955703585982e-06
PCDH18,13.1763457187186,4.48179287111561e-08,2.94955703585982e-06
RELT,13.166951376632,4.52161421701359e-08,2.96767793976982e-06
SF1,13.1564595863877,4.56652708969608e-08,2.98903330074335e-06
CALM2,13.152853523186,4.58207177741843e-08,2.99110215243209e-06
NARS,13.1273223541155,4.69373115778991e-08,3.05464076845992e-06
NPR2,13.1248486237686,4.70470072399739e-08,3.05464076845992e-06
PPP1R15A,13.1092202807981,4.77462867736968e-08,3.09173207626032e-06
FSTL1,13.1025268975587,4.80491083073046e-08,3.10302169236986e-06
SLC40A1,13.0465404237629,5.0662433116865e-08,3.26306599219104e-06
CSGALNACT1,13.0184813675261,5.202792138207e-08,3.34210208814132e-06
SBDSP1,12.9885158416164,5.35289523363587e-08,3.42940261480125e-06
MGP,12.9707895255133,5.44382454976394e-08,3.47843106747218e-06
SLC29A1,12.9623361970227,5.48775678736432e-08,3.49725038747257e-06
RAPH1,12.9103603466431,5.7661888219233e-08,3.65896837622327e-06
MTRNR2L2,12.9093370932926,5.77181696410825e-08,3.65896837622327e-06
CARD16,12.90549572695,5.79299694525709e-08,3.66278155023022e-06
GPC6,12.8935061275761,5.8596300248148e-08,3.68218654149659e-06
RPLP1,12.8926809563446,5.86424547934836e-08,3.68218654149659e-06
LINC00640,12.8917560476467,5.86942333654696e-08,3.68218654149659e-06
CHN1,12.8756117795159,5.96058021871332e-08,3.72968637364204e-06
C3orf52,12.8382265656051,6.17742685842668e-08,3.84910907640996e-06
NOP16,12.8372319665256,6.18330775326901e-08,3.84910907640996e-06
FIBIN,12.831792010611,6.21557747169396e-08,3.85925045433995e-06
BEX2,12.8258607251522,6.25096337019508e-08,3.87126969949543e-06
HTRA1,12.8204674838807,6.28332296748078e-08,3.8813580468942e-06
