ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0007264,small GTPase-mediated signal transduction,17/185,490/18842,0.0346938775510204,3.53352454495312,5.65846180968372,7.11638724170716e-06,0.00951620079850228,0.00149294830885576,SIPA1L2/FERMT2/STARD13/TIAM2/NGF/NGEF/ROCK2/TNS3/LPAR1/SOS2/ARHGEF40/RHOU/RTKN/OGT/ARHGAP17/ADGRG1/GNA12,17
GO:0051056,regulation of small GTPase mediated signal transduction,13/185,307/18842,0.0423452768729642,4.31280922616428,5.82755327883728,1.1219238064784e-05,0.00951620079850228,0.00149294830885576,SIPA1L2/FERMT2/STARD13/TIAM2/NGF/NGEF/TNS3/LPAR1/ARHGEF40/RHOU/OGT/ARHGAP17/ADGRG1,13
GO:0018126,protein hydroxylation,4/185,15/18842,0.266666666666667,27.1596396396396,10.0926162055822,1.1284032567394e-05,0.00951620079850228,0.00149294830885576,P3H2/P3H1/OGFOD1/P3H3,4
GO:0007179,transforming growth factor beta receptor signaling pathway,11/185,230/18842,0.0478260869565217,4.8710223266745,5.88179664745114,1.76597732182695e-05,0.0111698065605554,0.00175237410053934,CREBBP/FERMT2/CILP/HTRA3/PMEPA1/FURIN/FMOD/DUSP22/OGT/SMURF1/XBP1,11
GO:0071559,response to transforming growth factor beta,12/185,284/18842,0.0422535211267606,4.30346402740769,5.58573206882674,2.51171216901161e-05,0.0127092635751988,0.00199389167622244,CREBBP/FERMT2/CILP/ROCK2/HTRA3/PMEPA1/FURIN/FMOD/DUSP22/OGT/SMURF1/XBP1,12
GO:0014823,response to activity,6/185,64/18842,0.09375,9.54831081081081,6.82122786158274,3.86109653165386e-05,0.0162809570418071,0.00255423648542018,METRNL/FN1/SLC7A5/KDM6B/HDAC5/ITGA5,6
GO:0014850,response to muscle activity,4/185,24/18842,0.166666666666667,16.9747747747748,7.7977725955518,8.19727961070975e-05,0.0296273105929938,0.00464807796539097,METRNL/FN1/SLC7A5/ITGA5,4
GO:0071560,cellular response to transforming growth factor beta stimulus,11/185,278/18842,0.039568345323741,4.0299825004861,5.06808244986212,9.8748057677916e-05,0.031229073240641,0.00489937035472028,CREBBP/FERMT2/CILP/HTRA3/PMEPA1/FURIN/FMOD/DUSP22/OGT/SMURF1/XBP1,11
GO:0007623,circadian rhythm,9/185,200/18842,0.045,4.58318918918919,5.07288968625132,0.000164456348351565,0.0462305068143845,0.00725286891560156,NFIL3/NGF/ROCK2/MYCBP2/MAPK8/NRIP1/OGT/CRTC1/USP7,9
