logFC,AveExpr,t,P.Value,adj.P.Val,B,gene
-2.81361573485,0.267483620425,-9.75235278600401,1.67615470137251e-09,3.19822079511008e-07,11.9599773454728,CYP4B1
-1.2948583105,0.21133210825,-9.72464198368316,1.76532237666997e-09,3.26362054472448e-07,11.909332092468,CDKN1C
-0.8895219628,0.0617365493,-9.71965193792198,1.78189399501714e-09,3.26362054472448e-07,11.900201229299,NMT2
1.09333641205,0.312356650175,9.71435282961899,1.7996683573177e-09,3.26362054472448e-07,11.8905012014681,ATP8A2
-1.18650885345,-0.052533678475,-9.70980610872963,1.81506529519279e-09,3.26362054472448e-07,11.8821754329933,OSBPL1A
1.88080010875,-0.154783082375,9.70686959465399,1.82508186004582e-09,3.26362054472448e-07,11.876796742335,S1PR3
-1.7460567996,-0.1414723042,-9.70578852220573,1.82878383332153e-09,3.26362054472448e-07,11.8748162969569,SYN2
1.10492620875,-0.000217869624999995,9.70264437505321,1.83959473538656e-09,3.26362054472448e-07,11.8690555631466,FGF11
-1.1271242179,0.34687357105,-9.70205659992456,1.84162308103714e-09,3.26362054472448e-07,11.8679784899616,PTPRF
1.539120983,0.46164731,9.69760408571677,1.85706358083376e-09,3.26362054472448e-07,11.8598179462683,LRRC17
-1.07356536925,-0.385984318375,-9.69622393629618,1.86187683855151e-09,3.26362054472448e-07,11.857287878265,SLC1A5
-2.0002906035,-0.12799460525,-9.6923456581972,1.87547153406841e-09,3.26362054472448e-07,11.8501769179845,PDE8B
-0.8534448575,0.03959088475,-9.68707264957399,1.89412022611849e-09,3.26991294908964e-07,11.8405054454085,TMEM164
-1.9463360393,-0.35407564365,-9.66625525799869,1.96963840462946e-09,3.37350980925196e-07,11.8022869755194,MARC1
0.99068226675,0.068069361125,9.65485727585515,2.01229979055961e-09,3.41475211161481e-07,11.7813369487519,CDK14
-2.6936022065,-0.60721908825,-9.65148218415179,2.02511503493155e-09,3.41475211161481e-07,11.7751300329612,TMEM132C
-0.921405789,0.145280264,-9.63176895239276,2.10167262954217e-09,3.4919890918127e-07,11.7388461890242,MYL9
1.03966779275,0.230405235125,9.63142677435972,2.10302763436679e-09,3.4919890918127e-07,11.738215921832,TRPC4
1.09515598475,0.079982935875,9.58062537024085,2.31457738199317e-09,3.79471729120658e-07,11.6444689944006,DOK5
-1.45042967335,-0.259815288825,-9.57933374564687,2.32023445995989e-09,3.79471729120658e-07,11.6420809593786,SYTL3
1.6022190064,-0.0710203678,9.57397398780594,2.34386250207388e-09,3.80475351829187e-07,11.6321691110173,SMOX
-1.0587400008,0.1862301115,-9.56992641800994,2.36187078273021e-09,3.80558616784797e-07,11.6246813417198,ZNF219
-0.93060076595,0.009607710525,-9.56103058675263,2.40195461383845e-09,3.84150775423092e-07,11.6082168196611,STXBP1
2.87887808705,0.747923003975,9.55718804044165,2.41948585109248e-09,3.84150775423092e-07,11.601101688383,TUBB3
0.8780372632,0.1157799279,9.54892124177521,2.45765255481363e-09,3.87383031683377e-07,11.5857875545874,SAMD11
-1.1708237434,0.0297122609,-9.53977342119201,2.50061369449766e-09,3.91319058149016e-07,11.5688306043645,LOC158376
-0.9818634002,0.2631189814,-9.52826999423988,2.55574282320928e-09,3.92875913530929e-07,11.5474911433144,TMCC1
-1.5163034208,-0.01013420415,-9.52694079316556,2.56219344481923e-09,3.92875913530929e-07,11.5450242549861,GREB1
1.4190269388,0.15700816625,9.52641554128607,2.564747136879e-09,3.92875913530929e-07,11.544049364799,DMP1
1.31856122135,0.411038518175,9.52266065820016,2.58307965647969e-09,3.92917123690533e-07,11.537079055088,SYTL2
1.61613702635,0.412468980825,9.51477840203742,2.62200565545021e-09,3.95730423632346e-07,11.5224407797748,ASPHD1
-1.6573158732,0.1124317874,-9.51079253036904,2.64192016304191e-09,3.95730423632346e-07,11.5150353544085,LOC286367
1.1040141785,-0.1344974398,9.50796282389218,2.65615308249e-09,3.95730423632346e-07,11.5097766875418,C16orf59
-1.0350106478,-0.0900024991,-9.50090128782994,2.69201839619038e-09,3.98345470434919e-07,11.4966489597653,AIM1
-1.29881305885,-0.220586729825,-9.49388355604238,2.72815780164158e-09,3.98854951931728e-07,11.4835959900927,GPR146
0.9514822006,0.1233194818,9.49250816462,2.73529931861733e-09,3.98854951931728e-07,11.4810369840644,SPHK1
0.9832971088,0.1307343249,9.48959854568786,2.7504708895623e-09,3.98854951931728e-07,11.4756226041904,MRC2
-2.6435704135,-0.38662863375,-9.47457247314742,2.83021843306074e-09,4.07701399708193e-07,11.4476430315623,ADRB1
1.1711283478,0.2965354341,9.46544024097759,2.87985082570785e-09,4.12121810268403e-07,11.4306232647795,REEP1
-1.40676035155,-0.059074858325,-9.45348057375231,2.94621506793378e-09,4.18863203645069e-07,11.4083169205178,TM7SF2
2.24833954885,0.717446322075,9.42884955461963,3.08792420101161e-09,4.31790674353896e-07,11.3623157755063,GRP
-0.9518573239,-0.13176114675,-9.42875559502616,3.08847807256088e-09,4.31790674353896e-07,11.3621401380762,MGAT3
-1.1366857247,-0.04725807735,-9.42363709216398,3.11880635349729e-09,4.31790674353896e-07,11.3525703780495,PLD6
-1.36605964565,-0.245225283825,-9.42345475846563,3.11989238684256e-09,4.31790674353896e-07,11.352229414012,CCDC69
