EC,FC,HomC,HTC,preHTC,ProC,RegC
0.122254994118006,0.12495420396847,0.254113203535165,0.17420137542579,5.93774588911301e-06,0.186352267414119,0.138118017792562
0.246378783746551,0.0874689954259347,0.242647593668531,0.173234024985803,0.00446374900780958,0.137691123681028,0.108115729484343
3.06730489569255e-06,0.28708564192761,0.111371565976216,0.123537465429158,0.0369879983218088,0.202567395789698,0.238446865250614
0.0581852135495383,0.188620531111165,0.122941441714816,0.187023775396908,0.0780900004300465,0.102360564331154,0.262778473466373
0.036393093382601,0.0898406960345892,0.102138557341548,0.145145957036172,0.235411725603172,0.235772253408421,0.155297717193497
0.120297080774784,0.119281098167489,0.233546930701801,0.162833161777303,0.145331834101244,0.17017677634311,0.0485331181342702
0.111147966566299,0.151894510676911,0.0556116770881539,0.0825391330581989,0.286833924133088,0.207476881773481,0.104495906703868
0.0812893407447598,0.261949405798209,0.0740356975327485,0.0809819455222187,0.0865791891050001,0.114462559836431,0.300701861460633
0.0806068471547259,0.109538158783456,0.0871792449566822,0.100786038894639,0.328422889220937,0.167461794239807,0.126005026749754
0.149707468229106,0.230022892073606,0.113687239389631,0.14772736104802,0.0366598797766259,0.106202084108789,0.215993075374221
0.170521670434732,0.060469224255286,0.111997315822865,0.108304093907778,0.325546736818124,0.149638371337642,0.073522587423572
0.186048371519754,0.0768144222595666,0.182692372137828,0.220885617545298,0.0634565768498789,0.102249302251597,0.167853337436076
0.072302325821452,0.209375275753767,0.0834201731153611,0.0366720582932198,0.15275220734413,0.101130400151465,0.344347559520605
0.0971171867535714,0.327346039527024,0.0926016796732057,0.0550205916297901,0.0277104554828395,0.0723573072829564,0.327846739650613
0.148770933615533,0.0798472269062106,0.110715116983344,0.115408088802373,0.307419623618061,0.201250949727783,0.0365880603466961
0.222899653716665,0.141000080241753,0.143500544942585,0.197649239979848,0.0467872455670734,0.0386862207185844,0.209477014833491
0.147796547584764,0.317767126640691,0.12365690864637,0.184403803314795,0.0324732139135125,0.118264910378088,0.0756374895217795
0.120424019153709,0.10415322967088,0.191326922479312,0.199826501443287,0.0857594658727137,0.124334526751874,0.174175334628224
0.105285815175708,0.256332792424356,0.121199479302207,0.0773009923520901,0.183789255732044,0.0942852134865566,0.161806451527039
0.129851239736048,0.21611968648849,0.123541447900601,0.0755637984541474,0.125917144474106,0.0799068831033384,0.249099799843269
0.0821246751225298,0.278181776851078,0.180324143273637,0.104719775067284,0.0444922066981514,0.129554524362239,0.18060289862508
0.169388214478735,0.139852551611102,0.189053971875626,0.2408294859913,0.0238932633770866,0.130704712738114,0.106277799928036
0.128163718983611,0.12719921428222,0.14216273628378,0.1314561682075,0.232170099533101,0.183892363252862,0.0549556994569271
0.142500655601773,0.26668874504405,0.0984065125508533,0.159299514785161,0.0113339597051201,0.123204516112567,0.198566096200476
0.104450630092439,0.0487717229846709,0.147704974401628,0.138490026926045,0.294092160001663,0.232044213214809,0.0344462723787451
0.132034570702111,0.215221132851614,0.155473646669688,0.138590966918588,0.0559363102950377,0.0523504446416633,0.250392927921298
0.0877957782909509,0.134446611700636,0.109384178974667,0.0567554842181187,0.30101413753434,0.194084043697106,0.116519765584181
0.16012195150491,0.118748467403888,0.192596592451255,0.13043529079227,0.178216608976391,0.145202473111976,0.07467861575931
0.0621296130410886,0.183672595848133,0.11898931479657,0.161380987206741,0.0767083526763728,0.0588297391328732,0.338289397298221
0.126724118088765,0.13305357866113,0.201149051315997,0.106570653891329,0.180918773957217,0.0509627794808702,0.200621044604691
0.165910625867721,0.253205310572439,0.101219040384689,0.112146173100324,0.148034556488613,0.116968509716272,0.102515783869943
0.189687455163346,0.0882748380710181,0.12431188152535,0.120695598796412,0.301982654603671,0.131713564025539,0.0433340078146642
0.193281043890319,0.133404867786945,0.177651272596983,0.22373276345394,0.0773682765532446,0.0981953447503499,0.0963664309682196
0.209540068847993,0.116821845614236,0.100511857255153,0.178317710169229,0.18475906490473,0.125951747905841,0.0840977053028193
0.208515403708632,0.193576531630755,0.106343757712114,0.210567496121899,0.0278752077267063,0.126878953097695,0.126242650002197
0.0730263885447545,0.153404308690717,0.131398694332108,0.0682502535671724,0.239781486839969,0.231520632671816,0.102618235353464
0.168539409569311,0.12549292097236,0.145503064744994,0.255884082259795,0.0548136815206748,0.160090617571031,0.0896762233618347
0.121626666646308,0.0902676527828966,0.112341150615196,0.0867121435036732,0.272617657895253,0.241440635402792,0.074994093153881
0.17236544661497,0.0544397017273672,0.15822516362298,0.192931030415447,0.158055440563942,0.217559925877768,0.0464232911775254
0.0864897130651386,0.0482703469088482,0.140799217864676,0.0887174788823029,0.264651602472655,0.29397425938501,0.0770973814213691
0.177163538308563,0.0764574600281913,0.142558048690259,0.142962778045581,0.180034161396916,0.182922764881691,0.0979012486487993
0.134425137315074,0.0869186844542228,0.155349723478913,0.125243048719113,0.231606623218464,0.196405296631143,0.0700514861830698
0.206767790016162,0.163594925708279,0.170499339007216,0.160506228290777,0.0730910152405883,0.104654489378797,0.120886212358182
0.078448751878281,0.0823010290788614,0.13601204306907,0.099789583458957,0.319466436258194,0.265544424818969,0.0184377314376677
0.142657836299556,0.116104183154102,0.208752936835743,0.155533535597446,0.134910079882036,0.147267965315459,0.0947734629156574
0.0659364508158181,0.136394554718678,0.117439400445927,0.0698896396735878,0.255958185564829,0.222475647273773,0.131906121507387
0.080077250987076,0.188176259752074,0.161450481140527,0.181196046570016,0.0591341601087316,0.0971679508599973,0.232797850581579
0.0790736556723329,0.0638850960245201,0.128592098659835,0.116890247026791,0.289724429113715,0.272599181538278,0.0492352919645285
0.138380649403403,0.138058766875694,0.158595376611161,0.21252543941916,7.61063472114422e-06,0.0838297799735718,0.268602377082288
0.168470033406687,0.156982037619465,0.116156158030317,0.0740960827072826,0.159913423949484,0.0806205730192202,0.243761691267544
0.133078279432789,0.130442549812532,0.128398401384981,0.164541994697359,0.160893576193743,0.154388780696671,0.128256417781925
0.0811328019543173,0.0899754510872376,0.103345794546751,0.134112484023935,0.316631176242988,0.159792097093871,0.1150101950509
0.177591313621368,0.173738362059758,0.105666218235679,0.152284989011182,0.134875462481358,0.0838673994612271,0.171976255129428
0.259959036281282,0.133322965572728,0.150335971424466,0.1474984895704,0.184094848173808,0.0369103877909755,0.0878783011863414
0.243210404180816,0.108996669507227,0.157155741359967,0.221281558790616,0.117891523672055,0.0316900432877914,0.119774059201527
0.0698476601487968,0.216000613173713,0.0828140649885501,0,0.0505923286682817,0.140547749315318,0.440197583705341
0.0613329929302501,0.277598343505678,0.134344726290274,0.0402709912183729,0.0469262652153754,0.150359378687331,0.289167302152719
0.113497388672689,0.191625632831354,0.16957753292567,0.144156466469342,0.0506459761902256,0.142739894469812,0.187757108440909
0.237940353801975,0.0805156065989784,0.178465967253877,0.255990898986541,0.0296055892566407,0.108717055772174,0.108764528329814
0.0906961756363985,0.110372824081191,0.19362254980447,0.15821429808343,0.229619234782162,0.145732838989831,0.0717420786225176
0.193101775379637,0.179163297195965,0.184307469608394,0.1850960004345,0.0710755912641906,0.110694516114191,0.0765613500031215
0.0551421412124599,0.202102448612992,0.129355399023355,0.0956756474120333,0.133088291929695,0.210292094779266,0.174343977030199
0.164908966230537,0.104941641860472,0.160180885101752,0.206260644482373,0.0688126126108325,0.198699505059374,0.0961957446546595
0.118560744303254,0.126036077210871,0.131599893687717,0.157097073743439,0.168944860688542,0.18576188481006,0.111999465556117
0.188160595456962,0.112557139918723,0.166055756511681,0.254447457371582,0.0721351680188898,0.127535793795261,0.0791080889269016
0.160822222592087,0.0742070859841119,0.164516448041845,0.154335292021921,0.246543580585999,0.0937273870901786,0.105847983683858
0.241079622027543,0.0648336128377523,0.136165065644474,0.23371542901641,0.229802892154619,0.0628934344322047,0.0315099438869977
0.209993105642493,0.100966222610722,0.0966585031691297,0.134786690687213,0.272772351929161,0.059711947285731,0.12511117867555
0.241310782845895,0.0516003985578989,0.180289545620393,0.145591422878561,0.219089940895915,0.100166407315593,0.0619515018857429
0.153888848377995,0.0278069853784205,0.114832862875751,0.0841040311136456,0.159988672578649,0.302210798964617,0.157167800710923
0.273728115121579,0.0708969248000179,0.100605857275126,0.181028567910043,0.107843305098488,0.172457709698446,0.0934395200963002
0.255937487650006,0.143648494851543,0.198323302523367,0.200013830176053,0.0381807515798768,0.0956456525087702,0.0682504807103832
0.23400827451388,0.125256020633758,0.238209740887735,0.151152929139063,0.0517648490520486,0.112899582230786,0.0867086035427302
