dataset,layer,programme,delta,t,p,p_adj_within_layer
GSE51588(LT-MT),L1_CLR_add_1e-2,ProC,-0.272408912432174,-2.32535019184634,0.0288305345881593,0.0504534355292787
GSE51588(LT-MT),L1_CLR_add_1e-2,RegC,0.587128301006916,3.44921991672066,0.00208854043587768,0.00730989152557188
GSE51588(LT-MT),L2_ALR_ref_EC,FC,-0.0286658007726635,-0.219432851057352,0.828168450504109,0.828168450504109
GSE51588(LT-MT),L2_ALR_ref_EC,HomC,0.103235757554136,0.903797861781397,0.375085525070365,0.450102630084437
GSE51588(LT-MT),L2_ALR_ref_EC,HTC,-0.256263061445952,-3.00576183887384,0.00612133445556525,0.0183640033666957
GSE51588(LT-MT),L2_ALR_ref_EC,preHTC,-0.581329824772814,-5.27173259842612,2.09167388067429e-05,0.000125500432840457
GSE51588(LT-MT),L2_ALR_ref_EC,ProC,-0.359295239925861,-1.91989209729975,0.0668340631989103,0.100251094798366
GSE51588(LT-MT),L2_ALR_ref_EC,RegC,0.58210583835338,2.49786575202925,0.0197477573386342,0.0394955146772685
GSE51588(LT-MT),L2_ALR_ref_FC,EC,0.0286658007726635,0.219432851057352,0.828168450504109,0.828168450504109
GSE51588(LT-MT),L2_ALR_ref_FC,HomC,0.1319015583268,1.20749634845008,0.239006746544334,0.286808095853201
GSE51588(LT-MT),L2_ALR_ref_FC,HTC,-0.227597260673289,-1.53398816805059,0.138110812635083,0.207166218952624
GSE51588(LT-MT),L2_ALR_ref_FC,preHTC,-0.55266402400015,-4.07317673968533,0.000437882207505018,0.00262729324503011
GSE51588(LT-MT),L2_ALR_ref_FC,ProC,-0.330629439153197,-2.54522820333186,0.0177653282299394,0.044908528154107
GSE51588(LT-MT),L2_ALR_ref_FC,RegC,0.610771639126043,2.43987452319906,0.0224542640770535,0.044908528154107
GSE51588(LT-MT),L2_ALR_ref_HomC,EC,-0.103235757554136,-0.903797861781397,0.375085525070365,0.375085525070365
