p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
0.00740753012108245,-1.36301872311392,0.047,0.081,1,RGS1
0.571649495508012,-1.36329843773776,0.01,0.014,1,MEOX1
0.641306157941038,-1.36400730210433,0.089,0.08,1,TAP1
0.231967714158115,-1.36445174544716,0.029,0.019,1,LOC100506679
0.377193320849026,-1.3691970824263,0.044,0.034,1,PLS1
0.43017798163688,-1.36928088515963,0.009,0.014,1,SALRNA1
0.545041523491586,-1.37140332541954,0.021,0.025,1,FLJ36777
0.704407023174766,-1.37193447060293,0.016,0.014,1,FBN2
0.804196339708587,-1.37312816309227,0.056,0.052,1,LOC101928402
0.938838904033272,-1.38107863177608,0.011,0.012,1,KIF6
0.983750782959283,-1.38159974151931,0.014,0.014,1,GPR135
0.5717963802406,-1.38218492595522,0.015,0.019,1,ZNF616
0.215499344847293,-1.38419650611839,0.018,0.01,1,C18orf61
0.338262480591679,-1.38440498124932,0.018,0.012,1,LRRK2
0.333928031569219,-1.38529011280261,0.006,0.01,1,PTPN20
0.25530734251215,-1.38565416960847,0.081,0.064,1,NRXN3
0.943276702769408,-1.38589849035476,0.015,0.015,1,MAP6D1
0.203591390711082,-1.38626835662366,0.005,0.01,1,KLHL7-AS1
0.54474329776451,-1.38758527654243,0.014,0.01,1,CIRBP-AS1
0.548558511983314,-1.38878192257086,0.061,0.052,1,GRAMD4
0.528121868080612,-1.38900513070094,0.038,0.044,1,MEPE
0.442403757414994,-1.38941218626933,0.145,0.127,1,COL4A2
0.336462802910901,-1.39013987145053,0.006,0.01,1,ABCG5
0.0623020806673458,-1.39088355813943,0.005,0.014,1,CAND1.11
0.90521102644703,-1.39096119581456,0.023,0.022,1,C3orf67
0.226366086845666,-1.39164169901367,0.062,0.046,1,DOCK6
0.950347161470838,-1.39197172507919,0.034,0.034,1,FAM159B
0.42658626208274,-1.39262782934085,0.015,0.02,1,RAD9B
0.325582223138373,-1.39269375626366,0.03,0.039,1,ITGAM
0.565595104297207,-1.39481959050496,0.489,0.474,1,COL1A1
0.036897537239561,-1.39514466975576,0.019,0.037,1,LRFN3
0.490912565462655,-1.39608495336292,0.018,0.014,1,HCG14
0.283068351772393,-1.39657366040413,0.013,0.007,1,KIAA2022
0.628792277449031,-1.39683822604469,0.03,0.034,1,SPDYE1
0.91773673288286,-1.39733960487861,0.047,0.047,1,TP53I11
0.0402009070390401,-1.39734246550929,0.029,0.049,1,CD53
0.929060165181318,-1.39834290537575,0.049,0.047,1,IFIT1
0.932437906005388,-1.39911861736141,0.023,0.022,1,USP27X
0.955591218563898,-1.39941299994107,0.018,0.019,1,TMEM71
0.00175999097841522,-1.39964720206069,0.007,0.027,1,TFEC
0.622831607261391,-1.4002890657717,0.053,0.058,1,CCBL1
0.74765253197271,-1.40134314517318,0.015,0.017,1,LOC101926940
0.336515332947552,-1.40231690842422,0.024,0.032,1,LOC284648
0.290207884617529,-1.40500015237825,0.016,0.024,1,TMPRSS12
0.473533845599824,-1.40523780104794,0.032,0.039,1,NPFF
0.0155227200086214,-1.40537730250278,0.011,0.029,1,TIGD2
0.862734556087674,-1.41203916831216,0.013,0.014,1,IMPA2
0.744109614755239,-1.41338319623146,0.015,0.017,1,CXCR3
0.164432024329783,-1.41419072915586,0.013,0.022,1,ABCG1
0.115746695196927,-1.41486601492289,0.01,0.02,1,LACE1
0.215277906022481,-1.41560247903031,0.016,0.008,1,RASGRP4
0.88084252444378,-1.41580343227261,0.08,0.076,1,FLI1
0.424068772289601,-1.41604016009257,0.009,0.014,1,FAM87B
0.270789403195409,-1.41665497148968,0.048,0.036,1,KIAA1919
0.738535993142894,-1.41882352216792,0.023,0.025,1,WNT10B
0.841520043347654,-1.42002687760471,0.009,0.01,1,ZNF530
0.712862551917076,-1.42031678400221,0.011,0.014,1,LOC100303749
0.0101085452764555,-1.42092062901068,0.023,0.047,1,NRG2
0.583496881950124,-1.4209397241252,0.011,0.008,1,HOXC4
0.331405609136996,-1.42141224791858,0.006,0.01,1,LINC01585
0.143739863061055,-1.42275129054948,0.016,0.027,1,DOCK10
0.625101652886408,-1.42341809559969,0.102,0.107,1,TRIM56
0.982977624540194,-1.42401484913217,0.017,0.017,1,SLC29A2
0.204112231209871,-1.42522289971954,0.006,0.012,1,PP14571
0.213884891381982,-1.4254821635711,0.015,0.024,1,CCNJL
0.63919626959279,-1.42579382169663,0.069,0.061,1,PTX3
0.0329722796732084,-1.4269417887674,0.005,0.015,1,C4orf51
0.77720226021396,-1.42703268517953,0.048,0.051,1,CR1
0.211820313847519,-1.42883127336708,0.014,0.007,1,NUTM2D
0.713751822330522,-1.42916448369604,0.016,0.014,1,KIF23
0.673264752061844,-1.42950479038997,0.013,0.01,1,POM121L9P
0.961526399740285,-1.43215289314056,0.041,0.041,1,ZNF304
0.415884356895241,-1.43250694495816,0.042,0.051,1,NMUR1
0.730071210186175,-1.43362390688098,0.053,0.047,1,SLIT3
0.622680560475117,-1.43816128180243,0.021,0.017,1,LOC100288637
0.949227785963035,-1.44023482467515,0.022,0.022,1,BDKRB2
0.562909549721272,-1.44297116957892,0.01,0.014,1,CHTF18
0.457548041880352,-1.4429830909228,0.037,0.044,1,LOC143666
0.430989405360061,-1.44442085920712,0.019,0.025,1,PBX4
0.226838904481956,-1.44537901253476,0.052,0.037,1,EDNRA
0.0426043952873918,-1.44591268924956,0.036,0.058,1,GPR88
0.728091847618019,-1.4474417035489,0.108,0.1,1,LOC100128288
0.865766856492561,-1.44889139330335,0.013,0.014,1,POU3F2
0.0689399071444465,-1.44895651226512,0.007,0.017,1,JAG2
0.669190284561663,-1.44936583371914,0.008,0.01,1,CASS4
0.562290242087827,-1.45196877478561,0.086,0.093,1,RASL11B
0.841520043347654,-1.45884110456158,0.009,0.01,1,SMAD5-AS1
0.705942974233017,-1.45891443218606,0.016,0.019,1,PLVAP
0.420247540043343,-1.46258690135643,0.017,0.012,1,LOC100190940
0.355293730201613,-1.46273602929078,0.026,0.019,1,ZNF214
0.317165758188512,-1.46349906214084,0.007,0.012,1,LOC101926944
0.501845702896347,-1.46500062808308,0.024,0.019,1,STAG3L5P-PVRIG2P-PILRB
0.868771012618307,-1.46521129193209,0.022,0.02,1,OPLAH
0.228397233840156,-1.46656556812364,0.032,0.044,1,SLC12A9
0.499976660343291,-1.46764512547627,0.05,0.058,1,MMP19
0.939569601527954,-1.46953116243893,0.057,0.058,1,RBL1
0.203277513120949,-1.46971339756181,0.005,0.01,1,EEF1DP3
0.209173582406644,-1.4721322100535,0.054,0.039,1,LINC01492
0.28209761574171,-1.4722233220065,0.013,0.007,1,CD86
0.725564381427992,-1.47525170702376,0.046,0.049,1,POLE
0.275477540344891,-1.47533782365245,0.017,0.025,1,DPF3
0.361772473085021,-1.476180309821,0.024,0.017,1,MAP3K10
0.301266472673269,-1.47806309811288,0.008,0.014,1,EBI3
0.34848416746844,-1.47884986227561,0.013,0.019,1,DHX58
0.200831364958502,-1.48003707676672,0.04,0.027,1,C4orf19
0.235326329234749,-1.48090789284277,0.039,0.027,1,PECAM1
0.647616004311002,-1.48780424873503,0.069,0.061,1,MATN4
0.370333576825804,-1.48792078289489,0.011,0.007,1,MCF2
0.117708953155369,-1.48939475370851,0.008,0.017,1,SLC9A7P1
0.657055777731981,-1.48952731073989,0.024,0.02,1,PCAT5
0.615630996786002,-1.48972171168718,0.009,0.012,1,SEPT7-AS1
0.492590882799389,-1.48991161875364,0.007,0.01,1,C17orf77
0.808336345848429,-1.49064258577492,0.022,0.024,1,CYSRT1
0.137671467328212,-1.49080729918295,0.049,0.066,1,HILS1
0.000401564347674714,-1.49245038052321,0.003,0.024,1,PPP1R3G
0.233897007794695,-1.4941851994804,0.036,0.047,1,C4orf29
0.0707005697137297,-1.49482648947859,0.008,0.019,1,IL20
0.0919057575516574,-1.49618753507264,0.025,0.041,1,TTC30A
0.731530008565562,-1.49686812080047,0.01,0.008,1,MAPK8IP2
0.895826905476181,-1.49718599951482,0.029,0.027,1,LOC100128233
0.0703058227861449,-1.49737630528873,0.011,0.024,1,ANKS1B
0.49106603534098,-1.4974521106297,0.007,0.01,1,LOC102723517
0.844791164002789,-1.49790270827061,0.015,0.014,1,RPA4
0.328283571148765,-1.49919637854743,0.014,0.02,1,PDCL3P4
0.972650694524415,-1.49945375169939,0.024,0.024,1,PYCARD-AS1
0.367296041982282,-1.50097613150432,0.017,0.024,1,TMCO6
